local e=
{
ByIdx={
{100101,"qiyu001",0,"heroname_1012",1,101202,"face_angry",0,"",2,"qiyu002",100102,"qiyu003",100103},
{103102,"qiyu336",0,"playername",4,0,"",0,"",1,"0",103103,"0",0},
{103103,"qiyu337",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",103104,"0",0},
{103104,"qiyu338",0,"playername",4,0,"",0,"",1,"0",103105,"0",0},
{103105,"qiyu339",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",103106,"0",0},
{103106,"qiyu340",0,"playername",4,0,"",0,"",1,"0",103107,"0",0},
{103107,"qiyu341",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",103108,"0",0},
{103108,"qiyu342",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103109,"qiyu343",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",103110,"0",0},
{103110,"qiyu344",0,"playername",4,0,"",0,"",1,"0",103111,"0",0},
{103111,"qiyu345",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",103112,"0",0},
{103112,"qiyu346",0,"playername",4,0,"",0,"",1,"0",103113,"0",0},
{103113,"qiyu347",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{103114,"qiyu348",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{103115,"qiyu349",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103201,"qiyu350",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",103202,"0",0},
{103202,"qiyu351",0,"playername",4,0,"",0,"",1,"0",103203,"0",0},
{103203,"qiyu352",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",103204,"0",0},
{103204,"qiyu353",0,"playername",4,0,"",0,"",1,"0",103205,"0",0},
{103205,"qiyu354",0,"heroname_1012",3,101202,"face_nomal",0,"",1,"0",103206,"0",0},
{103206,"qiyu355",0,"playername",4,0,"",0,"",1,"0",103207,"0",0},
{103207,"qiyu356",0,"heroname_1012",3,101202,"face_happy",0,"",1,"0",0,"0",0},
{103301,"qiyu357",0,"playername",4,0,"",0,"",1,"0",103302,"0",0},
{103302,"qiyu358",0,"playername",4,0,"",0,"",1,"0",103303,"0",0},
{103303,"qiyu359",0,"playername",4,0,"",0,"",1,"0",103304,"0",0},
{103304,"qiyu360",0,"playername",4,0,"",0,"",1,"0",103305,"0",0},
{103305,"qiyu361",0,"playername",4,0,"",0,"",1,"0",103306,"0",0},
{103306,"qiyu362",0,"playername",4,0,"",0,"",1,"0",103307,"0",0},
{103307,"qiyu363",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103401,"qiyu364",0,"heroname_1005",3,100502,"face_surprise",0,"",1,"0",0,"0",0},
{103402,"qiyu365",0,"heroname_1005",3,100502,"face_surprise",0,"",1,"0",103403,"0",0},
{103403,"qiyu366",0,"heroname_1005",3,100502,"face_surprise",0,"",1,"0",0,"0",0},
{103404,"qiyu367",0,"heroname_1005",3,100502,"face_surprise",0,"",1,"0",103405,"0",0},
{103405,"qiyu368",0,"heroname_1005",3,100502,"face_surprise",0,"",1,"0",103406,"0",0},
{103406,"qiyu369",0,"heroname_1005",3,100502,"face_surprise",0,"",1,"0",0,"0",0},
{103501,"qiyu370",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{103502,"qiyu371",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{103503,"qiyu372",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{103504,"qiyu373",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{103505,"qiyu374",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{103506,"qiyu375",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{103507,"qiyu376",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{103601,"qiyu377",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",103602,"0",0},
{103602,"qiyu378",0,"playername",4,0,"",0,"",1,"0",103603,"0",0},
{103603,"qiyu379",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",103604,"0",0},
{103604,"qiyu380",0,"heroname_1041",1,104102,"face_nomal",0,"",2,"qiyu381",103605,"qiyu382",103605},
{103605,"qiyu383",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",103606,"0",0},
{103606,"qiyu384",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103607,"qiyu385",0,"heroname_1041",3,104102,"face_nomal",0,"",1,"0",0,"0",0},
{103608,"qiyu376",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",0,"0",0},
{103701,"qiyu386",0,"playername",4,0,"",0,"",1,"0",103702,"0",0},
{103702,"qiyu387",0,"playername",4,0,"",0,"",1,"0",103703,"0",0},
{103703,"qiyu388",0,"playername",4,0,"",0,"",1,"0",103704,"0",0},
{103704,"qiyu389",0,"playername",4,0,"",0,"",1,"0",103705,"0",0},
{103705,"qiyu390",0,"playername",4,0,"",0,"",1,"0",103706,"0",0},
{103706,"qiyu391",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103801,"qiyu392",0,"heroname_1009",3,100902,"face_cry",0,"",1,"0",103802,"0",0},
{103802,"qiyu393",0,"playername",4,0,"",0,"",1,"0",103803,"0",0},
{103803,"qiyu394",0,"heroname_1009",1,100902,"face_cry",0,"",2,"qiyu395",103804,"qiyu396",103804},
{103804,"qiyu397",0,"heroname_1009",3,100902,"face_cry",0,"",1,"0",103805,"0",0},
{103805,"qiyu398",0,"playername",4,0,"",0,"",1,"0",103806,"0",0},
{103806,"qiyu399",0,"heroname_1009",3,100902,"face_cry",0,"",1,"0",103807,"0",0},
{103807,"qiyu400",0,"playername",4,0,"",0,"",1,"0",103808,"0",0},
{103808,"qiyu401",0,"heroname_1009",3,100902,"face_cry",0,"",1,"0",103809,"0",0},
{103809,"qiyu402",0,"playername",4,0,"",0,"",1,"0",103810,"0",0},
{103810,"qiyu403",0,"heroname_1009",3,100902,"face_cry",0,"",1,"0",103811,"0",0},
{103811,"qiyu404",0,"playername",4,0,"",0,"",1,"0",103812,"0",0},
{103812,"qiyu405",0,"heroname_1009",3,100902,"face_cry",0,"",1,"0",103813,"0",0},
{103813,"qiyu406",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103901,"qiyu407",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",103902,"0",0},
{103902,"qiyu408",0,"playername",4,0,"",0,"",1,"0",103903,"0",0},
{103903,"qiyu409",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",103904,"0",0},
{103904,"qiyu410",0,"playername",4,0,"",0,"",1,"0",103905,"0",0},
{103905,"qiyu411",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",103906,"0",0},
{103906,"qiyu412",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{103907,"qiyu413",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{103908,"qiyu096",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{104001,"qiyu414",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",104002,"0",0},
{104002,"qiyu415",0,"heroname_1005",3,100502,"face_angry",0,"",1,"0",0,"0",0},
{104003,"qiyu416",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",104004,"0",0},
{104004,"qiyu417",0,"heroname_1005",3,100502,"face_angry",0,"",1,"0",104005,"0",0},
{104005,"qiyu418",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",104006,"0",0},
{104006,"qiyu419",0,"heroname_1005",3,100502,"face_angry",0,"",1,"0",0,"0",0},
{104007,"qiyu420",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",104008,"0",0},
{104008,"qiyu421",0,"heroname_1005",3,100502,"face_angry",0,"",1,"0",0,"0",0},
{104009,"qiyu422",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",104010,"0",0},
{104010,"qiyu423",0,"heroname_1005",3,100502,"face_angry",0,"",1,"0",104011,"0",0},
{104011,"qiyu424",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{105001,"qiyu425",0,"heroname_1026",1,102602,"face_sad",0,"",2,"qiyu426",105002,"qiyu427",105002},
{105002,"qiyu428",0,"heroname_1026",3,102602,"face_sad",0,"",1,"0",105003,"0",0},
{105003,"qiyu429",0,"playername",4,0,"",0,"",1,"0",105004,"0",0},
{105004,"qiyu430",0,"heroname_1026",1,102602,"face_sad",0,"",2,"qiyu431",105005,"qiyu432",105005},
{105005,"qiyu433",0,"heroname_1026",3,102602,"face_sad",0,"",1,"0",105006,"0",0},
{105006,"qiyu434",0,"playername",4,0,"",0,"",1,"0",105007,"0",0},
{105007,"qiyu435",0,"heroname_1026",1,102602,"face_nomal",0,"",2,"qiyu436",105008,"qiyu437",105008},
{105008,"qiyu438",0,"heroname_1026",3,102602,"face_nomal",0,"",1,"0",105009,"0",0},
{105009,"qiyu439",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{106001,"qiyu440",0,"heroname_1026",1,102602,"face_happy",0,"",2,"qiyu441",106002,"qiyu442",106002},
{106002,"qiyu443",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",106003,"0",0},
{106003,"qiyu444",0,"playername",4,0,"",0,"",1,"0",106004,"0",0},
{106004,"qiyu445",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",106005,"0",0},
{106005,"qiyu446",0,"playername",4,0,"",0,"",1,"0",106006,"0",0},
{106006,"qiyu447",0,"heroname_1026",1,102602,"face_happy",0,"",2,"qiyu448",106007,"qiyu449",106007},
{106007,"qiyu450",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",106008,"0",0},
{106008,"qiyu451",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",106009,"0",0},
{106009,"qiyu452",0,"playername",4,0,"",0,"",1,"0",106010,"0",0},
{106010,"qiyu453",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",0,"0",0},
{107001,"qiyu454",0,"heroname_1026",3,102602,"face_surprise",0,"",1,"0",107002,"0",0},
{107002,"qiyu455",0,"playername",4,0,"",0,"",1,"0",107003,"0",0},
{107003,"qiyu456",0,"heroname_1026",3,102602,"face_surprise",0,"",1,"0",0,"0",0},
{107004,"qiyu457",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",107005,"0",0},
{107005,"qiyu458",0,"playername",4,0,"",0,"",1,"0",107006,"0",0},
{107006,"qiyu459",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",0,"0",0},
{108001,"qiyu460",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",108002,"0",0},
{108002,"qiyu461",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108003,"qiyu462",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{108004,"qiyu463",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{108005,"qiyu464",0,"playername",4,0,"",0,"",1,"0",108006,"0",0},
{108006,"qiyu465",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",108007,"0",0},
{108007,"qiyu466",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108101,"qiyu467",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",108102,"0",0},
{108102,"qiyu468",0,"playername",4,0,"",0,"",1,"0",108103,"0",0},
{108103,"qiyu469",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",108104,"0",0},
{108104,"qiyu470",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108105,"qiyu471",0,"heroname_1026",1,102602,"face_happy",0,"",4,"qiyu5002",315,"qiyu5003",0},
{108201,"qiyu472",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108202,"0",0},
{108202,"qiyu473",0,"playername",4,0,"",0,"",1,"0",108203,"0",0},
{108203,"qiyu474",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108204,"0",0},
{108204,"qiyu475",0,"playername",4,0,"",0,"",1,"0",108205,"0",0},
{108205,"qiyu476",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108206,"0",0},
{108206,"qiyu477",0,"playername",4,0,"",0,"",1,"0",108207,"0",0},
{108207,"qiyu478",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108208,"0",0},
{108208,"qiyu479",0,"playername",4,0,"",0,"",1,"0",108209,"0",0},
{108209,"qiyu480",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108210,"0",0},
{108210,"qiyu481",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108301,"qiyu482",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108302,"0",0},
{108302,"qiyu483",0,"playername",4,0,"",0,"",1,"0",108303,"0",0},
{108303,"qiyu484",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108304,"0",0},
{108304,"qiyu485",0,"playername",4,0,"",0,"",1,"0",108305,"0",0},
{108305,"qiyu486",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108306,"0",0},
{108306,"qiyu487",0,"playername",4,0,"",0,"",1,"0",108307,"0",0},
{108307,"qiyu488",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",108308,"0",0},
{108308,"qiyu489",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108307,"qiyu490",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{108401,"qiyu491",0,"npcName_5",3,902002,"face_nomal",0,"",1,"0",0,"0",0},
{108402,"qiyu492",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",108403,"0",0},
{108403,"qiyu493",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",108404,"0",0},
{108404,"qiyu494",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{108405,"qiyu495",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{108501,"qiyu496",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108502,"0",0},
{108502,"qiyu497",0,"playername",4,0,"",0,"",1,"0",108503,"0",0},
{108503,"qiyu498",0,"heroname_1039",1,103902,"face_happy",0,"",2,"qiyu499",108504,"qiyu500",108504},
{108504,"qiyu501",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108505,"0",0},
{108505,"qiyu502",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108506,"0",0},
{108506,"qiyu503",0,"playername",4,0,"",0,"",1,"0",108507,"0",0},
{108507,"qiyu504",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108508,"0",0},
{108508,"qiyu505",0,"playername",4,0,"",0,"",1,"0",108509,"0",0},
{108509,"qiyu506",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108510,"0",0},
{108510,"qiyu507",0,"playername",4,0,"",0,"",1,"0",108511,"0",0},
{108511,"qiyu508",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108512,"0",0},
{108512,"qiyu509",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108601,"qiyu510",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108602,"0",0},
{108602,"qiyu511",0,"playername",4,0,"",0,"",1,"0",108603,"0",0},
{108603,"qiyu512",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108604,"0",0},
{108604,"qiyu513",0,"playername",4,0,"",0,"",1,"0",108605,"0",0},
{108605,"qiyu514",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108606,"0",0},
{108606,"qiyu515",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108607,"qiyu516",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108608,"0",0},
{108608,"qiyu517",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108701,"qiyu518",0,"playername",4,0,"",0,"",1,"0",108702,"0",0},
{108702,"qiyu519",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",108703,"0",0},
{108703,"qiyu520",0,"playername",4,0,"",0,"",1,"0",108704,"0",0},
{108704,"qiyu521",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",108705,"0",0},
{108705,"qiyu522",0,"playername",4,0,"",0,"",1,"0",108706,"0",0},
{108706,"qiyu523",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",108707,"0",0},
{108707,"qiyu524",0,"playername",4,0,"",0,"",1,"0",108708,"0",0},
{108708,"qiyu525",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",108709,"0",0},
{108709,"qiyu526",0,"playername",4,0,"",0,"",1,"0",108710,"0",0},
{108710,"qiyu527",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",0,"0",0},
{108711,"qiyu528",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108712,"qiyu529",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{108713,"qiyu530",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108801,"qiyu531",0,"heroname_1039",1,103902,"face_happy",0,"",2,"qiyu532",108802,"qiyu533",108802},
{108802,"qiyu534",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108803,"0",0},
{108803,"qiyu535",0,"playername",4,0,"",0,"",1,"0",108804,"0",0},
{108804,"qiyu536",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108805,"0",0},
{108805,"qiyu537",0,"playername",4,0,"",0,"",1,"0",108806,"0",0},
{108806,"qiyu538",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108807,"0",0},
{108807,"qiyu539",0,"playername",4,0,"",0,"",1,"0",108808,"0",0},
{108808,"qiyu540",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",108809,"0",0},
{108809,"qiyu541",0,"playername",4,0,"",0,"",1,"0",108810,"0",0},
{108810,"qiyu542",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",0,"0",0},
{108901,"qiyu543",0,"playername",4,0,"",0,"",1,"0",108902,"0",0},
{108902,"qiyu544",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",108903,"0",0},
{108903,"qiyu545",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{108904,"qiyu546",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108905,"0",0},
{108905,"qiyu547",0,"playername",4,0,"",0,"",1,"0",108906,"0",0},
{108906,"qiyu548",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108907,"0",0},
{108907,"qiyu549",0,"playername",4,0,"",0,"",1,"0",108908,"0",0},
{108908,"qiyu550",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108909,"0",0},
{108909,"qiyu551",0,"playername",4,0,"",0,"",1,"0",108910,"0",0},
{108910,"qiyu552",0,"heroname_1039",3,103902,"face_sad",0,"",1,"0",108911,"0",0},
{108911,"qiyu553",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109001,"qiyu554",0,"playername",4,0,"",0,"",1,"0",109002,"0",0},
{109002,"qiyu555",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",109003,"0",0},
{109003,"qiyu556",0,"playername",4,0,"",0,"",1,"0",109004,"0",0},
{109004,"qiyu557",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",109005,"0",0},
{109005,"qiyu558",0,"playername",4,0,"",0,"",1,"0",109006,"0",0},
{109006,"qiyu559",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",109007,"0",0},
{109007,"qiyu560",0,"playername",4,0,"",0,"",1,"0",109008,"0",0},
{109008,"qiyu561",0,"heroname_1039",3,103902,"face_none",0,"",1,"0",0,"0",0},
{109101,"qiyu562",0,"heroname_1039",1,103902,"face_angry",0,"",2,"qiyu563",109102,"qiyu564",109102},
{109102,"qiyu565",0,"heroname_1039",3,103902,"face_angry",0,"",1,"0",109103,"0",0},
{109103,"qiyu566",0,"playername",4,0,"",0,"",1,"0",109104,"0",0},
{109104,"qiyu567",0,"heroname_1039",3,103902,"face_angry",0,"",1,"0",109105,"0",0},
{109105,"qiyu568",0,"playername",4,0,"",0,"",1,"0",109106,"0",0},
{109106,"qiyu569",0,"heroname_1039",1,103902,"face_angry",0,"",2,"qiyu570",109107,"qiyu571",109107},
{109107,"qiyu572",0,"heroname_1039",1,103902,"face_angry",0,"",2,"qiyu573",109108,"qiyu574",109108},
{109108,"qiyu575",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",109109,"0",0},
{109109,"qiyu576",0,"playername",4,0,"",0,"",1,"0",109110,"0",0},
{109110,"qiyu577",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",0,"0",0},
{109201,"qiyu578",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",109202,"0",0},
{109202,"qiyu579",0,"playername",4,0,"",0,"",1,"0",109203,"0",0},
{109203,"qiyu580",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",109204,"0",0},
{109204,"qiyu581",0,"playername",4,0,"",0,"",1,"0",109205,"0",0},
{109205,"qiyu582",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",0,"0",0},
{109206,"qiyu583",0,"playername",4,0,"",0,"",1,"0",109207,"0",0},
{109207,"qiyu584",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",109208,"0",0},
{109208,"qiyu585",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109301,"qiyu586",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{109302,"qiyu587",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{109303,"qiyu588",0,"playername",4,0,"",0,"",1,"0",109304,"0",0},
{109304,"qiyu589",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",109305,"0",0},
{109305,"qiyu590",0,"playername",4,0,"",0,"",1,"0",109306,"0",0},
{109306,"qiyu591",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",109307,"0",0},
{109307,"qiyu592",0,"playername",4,0,"",0,"",1,"0",109308,"0",0},
{109308,"qiyu593",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{109401,"qiyu594",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109402,"0",0},
{109402,"qiyu595",0,"playername",4,0,"",0,"",1,"0",109403,"0",0},
{109403,"qiyu596",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109404,"0",0},
{109404,"qiyu597",0,"playername",4,0,"",0,"",1,"0",109405,"0",0},
{109405,"qiyu598",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109406,"0",0},
{109406,"qiyu599",0,"playername",4,0,"",0,"",1,"0",109407,"0",0},
{109407,"qiyu600",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109408,"0",0},
{109408,"qiyu601",0,"playername",4,0,"",0,"",1,"0",109409,"0",0},
{109409,"qiyu602",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109410,"0",0},
{109410,"qiyu603",0,"playername",4,0,"",0,"",1,"0",109411,"0",0},
{109411,"qiyu604",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109412,"0",0},
{109412,"qiyu605",0,"playername",4,0,"",0,"",1,"0",109413,"0",0},
{109413,"qiyu606",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",109414,"0",0},
{109414,"qiyu607",0,"playername",4,0,"",0,"",1,"0",109415,"0",0},
{109415,"qiyu608",0,"heroname_1037",3,103702,"face_none",0,"",1,"0",0,"0",0},
{109501,"qiyu609",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",109502,"0",0},
{109502,"qiyu610",0,"playername",4,0,"",0,"",1,"0",109503,"0",0},
{109503,"qiyu611",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",109504,"0",0},
{109504,"qiyu612",0,"playername",4,0,"",0,"",1,"0",109505,"0",0},
{109505,"qiyu613",0,"heroname_1014",3,101402,"face_sad",0,"",1,"0",109506,"0",0},
{109506,"qiyu614",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109507,"qiyu615",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109508,"qiyu616",0,"heroname_1014",3,101402,"face_happy",0,"",1,"0",109509,"0",0},
{109509,"qiyu617",0,"playername",4,0,"",0,"",1,"0",109510,"0",0},
{109510,"qiyu618",0,"heroname_1014",3,101402,"face_happy",0,"",1,"0",109511,"0",0},
{109511,"qiyu619",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109601,"qiyu620",0,"npcName_5",3,902002,"face_sad",0,"",1,"0",109602,"0",0},
{109602,"qiyu621",0,"npcName_5",3,902002,"face_sad",0,"",1,"0",109603,"0",0},
{109603,"qiyu622",0,"npcName_5",1,902002,"face_happy",0,"",2,"qiyu623",109604,"qiyu624",109604},
{109604,"qiyu625",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",109605,"0",0},
{109605,"qiyu626",0,"playername",4,0,"",0,"",1,"0",109606,"0",0},
{109606,"qiyu627",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",109607,"0",0},
{109607,"qiyu628",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109608,"qiyu629",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{109609,"qiyu630",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109701,"qiyu631",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",109702,"0",0},
{109702,"qiyu632",0,"playername",4,0,"",0,"",1,"0",109703,"0",0},
{109703,"qiyu633",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",109704,"0",0},
{109704,"qiyu634",0,"playername",4,0,"",0,"",1,"0",109705,"0",0},
{109705,"qiyu635",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",109706,"0",0},
{109706,"qiyu636",0,"playername",4,0,"",0,"",1,"0",109707,"0",0},
{109707,"qiyu637",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",109708,"0",0},
{109708,"qiyu638",0,"playername",4,0,"",0,"",1,"0",109709,"0",0},
{109709,"qiyu639",0,"heroname_1002",3,100202,"face_sad",0,"",1,"0",0,"0",0},
{109801,"qiyu640",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",109802,"0",0},
{109802,"qiyu641",0,"playername",4,0,"",0,"",1,"0",109803,"0",0},
{109803,"qiyu642",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",109804,"0",0},
{109804,"qiyu643",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109805,"qiyu644",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",0,"0",0},
{109806,"qiyu645",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",109807,"0",0},
{109807,"qiyu646",0,"playername",4,0,"",0,"",1,"0",109808,"0",0},
{109808,"qiyu647",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",0,"0",0},
{109901,"qiyu648",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",109902,"0",0},
{109902,"qiyu649",0,"playername",4,0,"",0,"",1,"0",109903,"0",0},
{109903,"qiyu650",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",109904,"0",0},
{109904,"qiyu651",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{109905,"qiyu652",0,"playername",4,0,"",0,"",1,"0",109906,"0",0},
{109906,"qiyu653",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",109907,"0",0},
{109907,"qiyu654",0,"playername",4,0,"",0,"",1,"0",109908,"0",0},
{109908,"qiyu655",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",109909,"0",0},
{109909,"qiyu656",0,"playername",4,0,"",0,"",1,"0",109910,"0",0},
{109910,"qiyu657",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",0,"0",0},
