path,name,parentPath,focusGroup,activeSelf,activeInHierarchy,layer,siblingIndex,siblingCount,localPosition,localScale,worldPosition,missingScriptCount,componentTypes,hasRectTransform,anchorMin,anchorMax,pivot,sizeDelta,anchoredPosition,rect,offsetMin,offsetMax,hasCanvas,canvasEnabled,canvasRenderMode,canvasSortingOrder,canvasOverrideSorting,canvasWorldCamera,canvasPlaneDistance,canvasScaleFactor,canvasReferencePixelsPerUnit,canvasPixelRect,hasCanvasScaler,canvasScalerUiScaleMode,canvasScalerReferenceResolution,canvasScalerScreenMatchMode,canvasScalerMatchWidthOrHeight,canvasScalerScaleFactor,canvasScalerReferencePixelsPerUnit,hasCanvasGroup,canvasGroupAlpha,canvasGroupInteractable,canvasGroupBlocksRaycasts,canvasGroupIgnoreParentGroups,hasGraphic,graphicType,graphicEnabled,graphicRaycastTarget,graphicColor,graphicAlpha,graphicDepth,graphicCanvas,graphicMaterial,canvasRendererCull,canvasRendererCullTransparentMesh,hasImage,imageSprite,imageType,imagePreserveAspect,imageFillAmount,hasButton,buttonEnabled,buttonInteractable,buttonTargetGraphicPath,buttonPersistentListenerCount,hasTmpText,tmpText,tmpEnabled,tmpFontSize,tmpEnableAutoSizing,tmpFontSizeMin,tmpFontSizeMax,tmpCharacterSpacing,tmpWordSpacing,tmpLineSpacing,tmpAlignment,tmpFont,tmpMaterial,tmpColor,tmpAlpha,tmpRaycastTarget,hasMask,maskEnabled,maskShowMaskGraphic,hasRectMask2D,rectMaskEnabled,hasMaskNamedComponent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtFirstAttack,txtFirstAttack,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo,top_hud,True,True,5,6,14,110/-37/0,1/1/1,6.354167/5.208333/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,1/0.5,200/50,110/-37,-200/-25/200/50,-90/-62,110/-12,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/im_quality,im_quality,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem,right_rail,False,False,5,3,6,-81/56/0,1/1/1,0.827083/5.454166/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0/0.5,84/45,-81/56,0/-22.5/84/45,-81/33.5,3/78.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/ScrollViewGrid,ScrollViewGrid,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3,right_rail,False,False,5,2,3,-30/45/0,1/1/1,-1.166667/5.625/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/1,0.5/1,0.5/1,180/90,-30/0,-90/-90/180/90,-120/-90,60/0,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts/im_start4,im_start4,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts,right_rail,False,False,5,3,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left,grid_all_buff_left,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left,right_rail,False,False,5,2,4,127/265/0,1/1/1,-3.395833/4.6875/-6,2,UnityEngine.RectTransform;<missing>;UnityEngine.CanvasRenderer;<missing>,True,0/1,1/1,0.5/1,0/0,2/-95,-125/0/250/0,2/-95,2/-95,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/auto_bubble_tips/text_bubble,text_bubble,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/auto_bubble_tips,right_rail,True,False,5,2,3,-10/16/0,1/1/1,3.895833/0.041667/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,1/0,380/90,-10/16,-380/0/380/90,-390/16,-10/106,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2/UI_BattleHeroItem/starts,starts,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2/UI_BattleHeroItem,right_rail,False,False,5,5,6,-76.7/-38.7/0,1.666666/1.666666/1.666666,0.853958/4.862292/-6,1,UnityEngine.RectTransform;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,0/0,-76.7/-38.7,0/0/0/0,-76.7/-38.7,-76.7/-38.7,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff/im_lock_buff,im_lock_buff,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff,right_rail,False,False,5,2,5,28/2/0,1/1/1,5.958333/4.1875/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,17/22,28/2,-8.5/-11/17/22,19.5/-9,36.5/13,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/bg_wave,bg_wave,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter,top_hud,True,True,5,3,4,161/-81/0,1/1/1,3.354167/5.1875/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,98/54,161/-81,-49/-27/98/54,112/-108,210/-54,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/boxcollider,boxcollider,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip,right_rail,True,True,5,0,5,0/0/0,1/1/1,5.375/0.395833/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,100/43,0/0,-50/-21.5/100/43,-50/-21.5,50/21.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2/UI_BattleHeroItem,UI_BattleHeroItem,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2,right_rail,False,False,5,1,3,-90/20/0,0.3/0.3/0.6,-7.875/5.104167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,146/148,-90/20,-73/-74/146/148,-163/-54,-17/94,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts/im_start3,im_start3,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts,right_rail,False,False,5,2,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff/im_off,im_off,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff,right_rail,True,True,5,1,5,0/0/0,1/1/1,5.375/4.145833/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,71/75,0/0,-35.5/-37.5/71/75,-35.5/-37.5,35.5/37.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_5,item_buff_left_5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left,right_rail,False,False,5,4,6,-125/0/0,1/1/1,-6/4.6875/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0/0,0/0,0.5/0.5,240/90,0/0,-120/-45/240/90,-120/-45,120/45,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1,item_buff_left_1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left,right_rail,False,False,5,0,6,-125/0/0,1/1/1,-6/4.6875/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0/0,0/0,0.5/0.5,240/90,0/0,-120/-45/240/90,-120/-45,120/45,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/im_new_skip/im_new,im_new,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/im_new_skip,right_rail,True,True,5,0,1,0/0/0,1/1/1,4.645833/0.854167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;UnityEngine.Animator;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,63/42,0/0,-31.5/-21/63/42,-31.5/-21,31.5/21,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start2,im_start2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts,right_rail,False,False,5,1,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_zhansha_num,txt_chengzhan_zhansha_num,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo,top_hud,False,False,5,12,14,-113/-25/0,1/1/1,1.708333/5.458333/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0/0.5,18.02/36.01,-113/-25,0/-18.005/18.02/36.01,-113/-43.005,-94.98/-6.995001,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_1/UI_BattleHeroItem/starts,starts,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_1/UI_BattleHeroItem,right_rail,False,False,5,5,6,-76.7/-38.7/0,1.666666/1.666666/1.666666,0.853958/4.862292/-6,1,UnityEngine.RectTransform;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,0/0,-76.7/-38.7,0/0/0/0,-76.7/-38.7,-76.7/-38.7,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_4/UI_BattleHeroItem/im_quality,im_quality,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_4/UI_BattleHeroItem,right_rail,False,False,5,3,6,-81/56/0,1/1/1,-8.38125/5.454166/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0/0.5,84/45,-81/56,0/-22.5/84/45,-81/33.5,3/78.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_3/UI_BattleHeroItem/im_occupation,im_occupation,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_3/UI_BattleHeroItem,right_rail,False,False,5,4,6,68/57.5/0,0.633333/0.633333/0.633333,-7.45/5.463542/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,76/72,68/57.5,-38/-36/76/72,30/21.5,106/93.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5/UI_BattleHeroItem,UI_BattleHeroItem,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_5,right_rail,False,False,5,1,3,90/20/0,0.3/0.3/0.6,1.333333/5.104167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,146/148,90/20,-73/-74/146/148,17/-54,163/94,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1/bg,bg,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_1,right_rail,False,False,5,0,3,0/0/0,1/1/1,-6/4.6875/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,1/1,0.5/0.5,0/0,0/0,-120/-45/240/90,0/0,0/0,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts/im_start7,im_start7,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_6/UI_BattleHeroItem/starts,right_rail,False,False,5,6,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_on/text_TwoSpeed_On,text_TwoSpeed_On,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_on,right_rail,False,False,5,0,1,1/-1/0,1/1/1,5.395833/-1.5/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,40.01/25,1/-1,-20.005/-12.5/40.01/25,-19.005/-13.5,21.005/11.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts/im_start6,im_start6,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts,right_rail,False,False,5,5,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_mask,im_mask,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo,top_hud,True,True,5,2,14,-142/0/0,1/1/1,-7.020833/5.979167/-6,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,89/90,-142/0,-44.5/-45/89/90,-186.5/-45,-97.5/45,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff/im_new_buff,im_new_buff,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff,right_rail,False,False,5,3,5,-35/22/0,0.9/0.9/1,4.645833/4.604167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,27/27,-35/22,-13.5/-13.5/27/27,-48.5/8.5,-21.5/35.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtLevel,txtLevel,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo,top_hud,True,True,5,8,14,159/-40/0,1/1/1,7.375/5.145833/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,87/17.9899,159/-40,-43.5/-8.99495/87/17.9899,115.5/-48.99495,202.5/-31.00505,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto/im_new_auto,im_new_auto,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto,right_rail,True,True,5,3,5,-35/22/0,0.9/0.9/1,4.645833/2.729167/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,True,0.5/0.5,0.5/0.5,0.5/0.5,27/27,-35/22,-13.5/-13.5/27/27,-48.5/8.5,-21.5/35.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts/im_start4,im_start4,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_4/UI_BattleHeroItem/starts,right_rail,False,False,5,3,7,0/0/0,1/1/1,0.853958/4.862292/-6,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,True,0/0,0/0,0.5/0.5,21/21,0/0,-10.5/-10.5/21/21,-10.5/-10.5,10.5/10.5,False,False,,0,False,,,,,,False,,,,,,,False,,False,False,False,False,,False,False,,,0,,,False,False,False,,,False,,False,False,False,,0,False,,False,,False,,,,,,,,,,,False,False,False,False,False,False,False
