phase,path,name,imageLikeName,cardRelatedPath,activeSelf,activeInHierarchy,layer,hasRectTransform,rectSize,anchoredPosition,anchorMin,anchorMax,pivot,localScale,canvasPath,canvasRenderMode,canvasWorldCameraName,canvasSortingOrder,componentTypes,nullComponentCount,hasCanvasRenderer,hasGraphic,graphicType,graphicEnabled,raycastTarget,graphicColor,materialName,hasImage,spriteName,textureName,textureSize,imageType,preserveAspect
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_3/UI_BattleHeroItem/im_frame","im_frame",true,true,false,false,"UI",true,"146/146","1/0","0.5/0.5","0.5/0.5","0.5/0.5","1.03/1.03/1.03","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_07_ui_normalbattle_skipview/spine/spine_cut/Renderer28","Renderer28",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_07_ui_normalbattle_skipview","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/im_quality/un_quality_7/effect/lizi (1)","lizi (1)",false,true,true,false,"UI",true,"100/100","10.3/0.6","0.5/0.5","0.5/0.5","0.5/0.5","100/100/100","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.ParticleSystem|UnityEngine.ParticleSystemRenderer",0,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/HeadBar/imgHPBG/UIEffect_Fury_Container","UIEffect_Fury_Container",false,true,true,true,"UI",true,"0/0","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/HeadBar/imgHPBG","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform",0,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgIconBG/tweener/UIEffect_normalSkill","UIEffect_normalSkill",true,true,false,false,"UI",true,"100/100","0.8/0.4","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer22","Renderer22",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","btn_arrowbg",true,true,true,true,"UI",true,"220/80","-75.7/46.9","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer36","Renderer36",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui4","text_cizhui4",false,true,false,false,"UI",true,"193.803/32.01","126.901/-135.45","0/1","0/1","0.5/1","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer38","Renderer38",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/im_mask/imgPlayerHeadIcon","imgPlayerHeadIcon",true,true,true,false,"UI",true,"70/70","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer11","Renderer11",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer47","Renderer47",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtFirstAttack","txtFirstAttack",false,true,true,true,"UI",true,"200/50","110/-37","0.5/0.5","0.5/0.5","1/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/UI_touxianghuxi","UI_touxianghuxi",false,true,false,false,"UI",false,"","","","","","","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.Transform|MissingScript",1,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_03_ui_normalbattle_heroitem/txtBeControl","txtBeControl",false,true,true,false,"Default",true,"107.7/30","0/-28","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","","","",0,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/btnAttack","btnAttack",true,true,true,true,"UI",true,"110/108","0/-1.1","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|UnityEngine.BoxCollider2D|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts/im_start7","im_start7",true,true,true,true,"UI",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer31","Renderer31",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleCorrectMapSceneHudPreviewClip05Root/Battle27OriginalBattlemap11003Prefab/Layer_11/Item/Container/bg11","bg11",true,false,true,false,"",false,"","","","","","","","","",0,"UnityEngine.Transform|UnityEngine.SpriteRenderer",0,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/root_box_position/box_pos_11","box_pos_11",false,true,true,true,"",true,"0/0","209/-103","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",0,"UnityEngine.RectTransform",0,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/im_quality","im_quality",true,true,false,false,"UI",true,"84/45","-81/56","0.5/0.5","0.5/0.5","0/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/trans_battle_box/root_battle_box/tran_breath/im_ui_battle_box","im_ui_battle_box",true,true,true,true,"UI",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","0.4/0.4/0.28","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/battle_state_tip/fadong/Renderer0","Renderer0",false,true,true,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/ScrollViewGrid","ScrollViewGrid",false,true,false,false,"UI",true,"180/90","-30/0","0.5/1","0.5/1","0.5/1","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/sp_quality_7","sp_quality_7",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_quality_frame","im_quality_frame",true,true,true,false,"UI",true,"76/76","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts/im_start4","im_start4",true,true,false,false,"UI",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left","grid_all_buff_left",false,true,false,false,"UI",true,"250/0","2/-95","0/1","1/1","0.5/1","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|MissingScript|UnityEngine.CanvasRenderer|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/auto_bubble_tips/text_bubble","text_bubble",false,true,true,false,"UI",true,"380/90","-10/16","0.5/0.5","0.5/0.5","1/0","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_2/UI_BattleHeroItem/starts","starts",false,true,false,false,"UI",true,"0/0","-76.7/-38.7","0.5/0.5","0.5/0.5","0.5/0.5","1.667/1.667/1.667","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|MissingScript",1,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_07_ui_normalbattle_skipview/spine/spine_cut/Renderer11","Renderer11",false,true,false,false,"Default",true,"100/100","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_07_ui_normalbattle_skipview","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/TopCenter","TopCenter",false,true,true,false,"UI",true,"0/0","0/360","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform",0,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_BigSkill/im_jiantou","im_jiantou",true,true,true,true,"UI",true,"35/47","0/36","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnBuff/im_lock_buff","im_lock_buff",true,true,false,false,"UI",true,"17/22","28/2","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/bg_wave","bg_wave",true,true,true,true,"UI",true,"98/54","161/-81","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnSkip/boxcollider","boxcollider",false,true,true,true,"UI",true,"100/43","0/0","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgIconBG/tweener/starts/im_start3","im_start3",true,true,true,true,"UI",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content/root_box_position/box_pos_32","box_pos_32",false,true,true,true,"",true,"0/0","299/-290","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_02_ui_battle3dui/root_battle/UI_BattleBoxPage/pop_Content","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",0,"UnityEngine.RectTransform",0,false,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/grid_all_buff_left/item_buff_left_2/UI_BattleHeroItem","UI_BattleHeroItem",false,true,false,false,"UI",true,"146/148","-90/20","0.5/0.5","0.5/0.5","0.5/0.5","0.3/0.3/0.6","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript",1,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_right/grid_all_buff_right/item_buff_right_3/UI_BattleHeroItem/starts/im_start3","im_start3",true,true,false,false,"UI",true,"21/21","0/0","0/0","0/0","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
"battle29_saved_scene_reopen","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/bg","bg",true,true,true,true,"UI",true,"210/196.158","-75.895/-43.626","0.5/0.5","0.5/0.5","0.5/0.5","1/1/1","BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle","ScreenSpaceCamera","BattleHudSpriteAtlasTextureRuntimeBindingClip05Camera",100,"UnityEngine.RectTransform|UnityEngine.CanvasRenderer|MissingScript|MissingScript",2,true,false,"",false,false,"","",false,"","","","",false
