rootRole,prefabAsset,hierarchyPath,componentType,role,spriteName,textureName,sourceBundle,materialName,fontName,status
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/im_mask/imgPlayerHeadIcon","YouYou.YouYouImage","visual image","battlehead1001","","download/artsources/uispriteres/uiheroheadbattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/im_kuang","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtNickName","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtLevel","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtFirstAttack","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/imgVS","YouYou.YouYouImage","visual image","multilang_T_duijue","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/longzhan/imgVS/txtRound","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff","UnityEngine.UI.Image","visual image","Background","Background","","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport","UnityEngine.UI.Image","visual image","UIMask","UIMask","","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport/Content/buff_icon/buff_bg","UnityEngine.UI.Image","visual image","bufficon_bg","","download/artsources/uispriteres/uibufficon.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport/Content/buff_icon/buff_icon","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport/Content/buff_icon/text_round","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/bg_head_ditu","UnityEngine.UI.Image","visual image","bg_head_ditu","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi","UnityEngine.UI.Image","visual image","BG_tishi","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btnhelp","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btnhelp/im_help","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btnhelp/im_lock_Auto","UnityEngine.UI.Image","visual image","IC_lock","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/trans_battle_box","UnityEngine.UI.Image","visual image","zhandou_boxsmall_bg","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/trans_battle_box/text_battle_box_count","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/trans_battle_box/root_battle_box/tran_breath/im_ui_battle_box","YouYou.YouYouImage","visual image","zhandou_boxsmall","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/guideBattlejihuo","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btn_Explosive_All","UnityEngine.UI.Image","visual image","BTN_quantijiefang","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btn_Explosive_All","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel/text","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrow","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrow","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/bg","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/text_cizhui1","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/text_cizhui1/zhuangshi","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui1","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui1/zhuangshi","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui2","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui2/zhuangshi","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui3","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui3/zhuangshi","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui4","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui4/zhuangshi","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/cizhui_group/btn_arrowbg","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/im_oper_focus/im_oper_bg2/Image","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/im_oper_focus/im_oper_bg2/Image (1)","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/im_oper_focus/im_oper_bg2/Image (2)","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/im_oper_focus/im_oper_bg2/Image (3)","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/im_oper_focus/im_oper_bg2/Image (4)","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_image/image_fly","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_bg","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_xuanzhong","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_prop","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_prop/im_petEquip_icon","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_quality_frame","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_quality","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_gematr","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_qianghua","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_level","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_num","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_gem4","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_gem3","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_gem2","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_gem1","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_break_1","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_break_2","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_break_3","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_zhuanwusuipian","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/im_star","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_zhezhao","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_goldTree","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_duigou","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_icon","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_icon","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_redpoint","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_redpoint/RedDot","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian","UnityEngine.UI.Image","visual image","UISprite","UISprite","","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian/im_jian","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_baoshi","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_item_seach","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_item_seach","UnityEngine.UI.Button","button/raycast","","","","","","raycast_ready_component_only"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon/buff_bg","UnityEngine.UI.Image","visual image","bufficon_bg","","download/artsources/uispriteres/uibufficon.assetbundle","Default UI Material","","resolved_sprite_reference"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon/buff_icon","YouYou.YouYouImage","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_opra/root_buff/UI_Global_HeadBarItem_BuffIcon/text_huihe","TMPro.TextMeshProUGUI","tmp/font","","","","Default UI Material","","tmp_font_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_opra/root_buff/im_bg_left","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_opra/root_buff/im_bg_right","UnityEngine.UI.Image","visual image","","","","Default UI Material","","sprite_null_or_dependency_unresolved"
"battle_root_hud","assets/download/ui/uiprefabandres/battle_ext_prefabs/prefabs/ui_normalbattle.prefab","SpriteFontJoinHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/im_bg","UnityEngine.UI.Image","visual image","zd_diban1","","download/artsources/uispriteres/uibattle.assetbundle","Default UI Material","","resolved_sprite_reference"
