variant,name,path,parent,siblingIndex,childCount,activeSelf,activeInHierarchy,anchoredPosition,sizeDelta,localScale,anchorMin,anchorMax,pivot,imageSprite,imageColor,raycastTarget,button,buttonInteractable,tmpText,canvasSortingOrder,canvasOverrideSorting,components
"default_root_route_state","text_youjian__7272299742053370178__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/cat__8686634755495018071/text_youjian__7272299742053370178__font_EPM","cat__8686634755495018071",0,1,True,True,"0,0","330,0","1,1,1","0,0","0,0","0,1",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","bg_name__7512501487789107968","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/cat__8686634755495018071/text_youjian__7272299742053370178__font_EPM/bg_name__7512501487789107968","text_youjian__7272299742053370178__font_EPM",0,1,False,False,"3.1,0","56,22","1,1,1","0,1","0,1","0,1","fid42_-2512321741831424404_UI_liaotian_xitongtiao2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","text_name__-8262096575031980095","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/cat__8686634755495018071/text_youjian__7272299742053370178__font_EPM/bg_name__7512501487789107968/text_name__-8262096575031980095","bg_name__7512501487789107968",0,0,True,False,"0,0","36,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","dog__2739885847846514239","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/dog__2739885847846514239","Content__-2026137088678169135",1,1,True,True,"0,-70.01","300,45","1,1,1","0,1","0,1","0,1",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","text_youjian__7095391784009980487__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/dog__2739885847846514239/text_youjian__7095391784009980487__font_EPM","dog__2739885847846514239",0,2,True,True,"0,0","0,0","1,1,1","0,0","0,0","0,0",,,False,False,False,"      d",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","UIDynamicEmoj__-7161821403531233314","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/dog__2739885847846514239/text_youjian__7095391784009980487__font_EPM/UIDynamicEmoj__-7161821403531233314","text_youjian__7095391784009980487__font_EPM",1,0,True,True,"5,0","45,45","1,1,1","1,0","1,0","0,0","fid37_9207536870799425191_DOGemoji_01_001","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","bg_name__8710959220192141725","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/dog__2739885847846514239/text_youjian__7095391784009980487__font_EPM/bg_name__8710959220192141725","text_youjian__7095391784009980487__font_EPM",0,1,False,False,"3.1,0","56,22","1,1,1","0,0","0,0","0,0","fid42_-2512321741831424404_UI_liaotian_xitongtiao2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","text_name__8294660154284919816","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/dog__2739885847846514239/text_youjian__7095391784009980487__font_EPM/bg_name__8710959220192141725/text_name__8294660154284919816","bg_name__8710959220192141725",0,0,True,False,"0,0","36,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","heroEvent__-3211237115349120393","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/heroEvent__-3211237115349120393","Content__-2026137088678169135",5,1,True,True,"0,-70.01","300,45","1,1,1","0,1","0,1","0,1",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","text_youjian__-7575576641053429063__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/heroEvent__-3211237115349120393/text_youjian__-7575576641053429063__font_EPM","heroEvent__-3211237115349120393",0,2,True,True,"0,0","0,0","1,1,1","0,0","0,0","0,0",,,False,False,False,"      d",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","UIDynamicEmoj__3418179956668592041","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/heroEvent__-3211237115349120393/text_youjian__-7575576641053429063__font_EPM/UIDynamicEmoj__3418179956668592041","text_youjian__-7575576641053429063__font_EPM",1,0,True,True,"5,0","45,45","1,1,1","1,0","1,0","0,0","fid37_9207536870799425191_DOGemoji_01_001","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","bg_name__-1650192674068258022","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/heroEvent__-3211237115349120393/text_youjian__-7575576641053429063__font_EPM/bg_name__-1650192674068258022","text_youjian__-7575576641053429063__font_EPM",0,1,False,False,"3.1,0","56,22","1,1,1","0,0","0,0","0,0","fid42_-2512321741831424404_UI_liaotian_xitongtiao2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","text_name__655284311865122310","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/heroEvent__-3211237115349120393/text_youjian__-7575576641053429063__font_EPM/bg_name__-1650192674068258022/text_name__655284311865122310","bg_name__-1650192674068258022",0,0,True,False,"0,0","36,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","lucky__-4601653044190392980","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/lucky__-4601653044190392980","Content__-2026137088678169135",3,1,True,True,"0,-34.3","330,45","1,1,1","0,1","0,1","0,1",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","text_youjian__-6159838743765966061__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/lucky__-4601653044190392980/text_youjian__-6159838743765966061__font_EPM","lucky__-4601653044190392980",0,1,True,True,"0,0","330,0","1,1,1","0,0","0,0","0,0",,,False,False,False,"      dadfadsfadsf",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","bg_name__-195780120643055117","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/lucky__-4601653044190392980/text_youjian__-6159838743765966061__font_EPM/bg_name__-195780120643055117","text_youjian__-6159838743765966061__font_EPM",0,1,False,False,"3.1,0","56,22","1,1,1","0,0","0,0","0,0","fid42_-2512321741831424404_UI_liaotian_xitongtiao2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","text_name__-5082815805803890126","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/lucky__-4601653044190392980/text_youjian__-6159838743765966061__font_EPM/bg_name__-195780120643055117/text_name__-5082815805803890126","bg_name__-195780120643055117",0,0,True,False,"0,0","36,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","other__4003934377218003891","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/other__4003934377218003891","Content__-2026137088678169135",4,1,True,True,"0,-13","0,0","1,1,1","0,1","0,1","0,1",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","text_youjian__8444910397335596046__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/other__4003934377218003891/text_youjian__8444910397335596046__font_EPM","other__4003934377218003891",0,1,True,True,"0,0","330,0","1,1,1","0,0","0,0","0,1",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","bg_name__-9209347104461309832","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/other__4003934377218003891/text_youjian__8444910397335596046__font_EPM/bg_name__-9209347104461309832","text_youjian__8444910397335596046__font_EPM",0,1,False,False,"3.1,0","56,22","1,1,1","0,1","0,1","0,1","fid42_-2512321741831424404_UI_liaotian_xitongtiao2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","text_name__2121041330272079105","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/other__4003934377218003891/text_youjian__8444910397335596046__font_EPM/bg_name__-9209347104461309832/text_name__2121041330272079105","bg_name__-9209347104461309832",0,0,True,False,"0,0","36,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","superFish__9207536279890279988","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/superFish__9207536279890279988","Content__-2026137088678169135",6,1,True,True,"0,-34.3","330,45","1,1,1","0,1","0,1","0,1",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","text_youjian__-7276994393870130207__font_EPM","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/superFish__9207536279890279988/text_youjian__-7276994393870130207__font_EPM","superFish__9207536279890279988",0,1,True,True,"0,0","330,0","1,1,1","0,0","0,0","0,0",,,False,False,False,"      dadfadsfadsf",0,False,"RectTransform|CanvasRenderer|TextMeshProUGUI"
"default_root_route_state","bg_name__3311774645266079676","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/superFish__9207536279890279988/text_youjian__-7276994393870130207__font_EPM/bg_name__3311774645266079676","text_youjian__-7276994393870130207__font_EPM",0,1,False,False,"3.1,0","56,22","1,1,1","0,0","0,0","0,0","fid42_-2512321741831424404_UI_liaotian_xitongtiao2","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","text_name__4397332381772881873","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/Viewport__-5811453999897481428/Content__-2026137088678169135/superFish__9207536279890279988/text_youjian__-7276994393870130207__font_EPM/bg_name__3311774645266079676/text_name__4397332381772881873","bg_name__3311774645266079676",0,0,True,False,"0,0","36,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","btn_baiqipao__-524215810688394471","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/btn_baiqipao__-524215810688394471","liaotian__5395517689795111462",4,0,True,True,"0,0","342,135","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,"1,1,1,0",True,True,True,,0,False,"RectTransform|CanvasRenderer|Image|Button|RestoreClickLogger"
"default_root_route_state","chatBgImg__4447550639742263146","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/chatBgImg__4447550639742263146","liaotian__5395517689795111462",2,0,True,True,"7.528,-0.417","380.616,112.835","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid3_764692096595737640_chat_mainpage_frame","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","festival__-6403833266096978467","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/festival__-6403833266096978467","liaotian__5395517689795111462",3,0,True,True,"223,3.5","416,124","1.03,1.03,1.03","0.5,0.5","0.5,0.5","1,0.5","fid50_-988286642571662103_zhuye_xxbg1","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","img_chat_type__2191256044954615362","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/img_chat_type__2191256044954615362","liaotian__5395517689795111462",0,0,True,True,"-99,129.3","230,81","0.7,0.7,0.7","0.5,0","0.5,0","0.5,0","fid3_939428383457414261_chat_mainpage_title4","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","p_chat_private__2083186999486108191","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191","liaotian__5395517689795111462",1,3,True,True,"-99,78.5","181,45","0.7,0.7,0.7","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","bg__-3346789474740461942","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191/bg__-3346789474740461942","p_chat_private__2083186999486108191",0,0,True,True,"31.8,0","181,45","1,1,1","0.5,0","0.5,0","0.5,0","fid3_-1725140174272729550_chat_mainpage_title5","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","head_yuan150__-1074189520482543941","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191/head_yuan150__-1074189520482543941","p_chat_private__2083186999486108191",1,2,True,True,"-68,28","0,0","0.35,0.35,0.35","0.5,0","0.5,0","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","im_mask__-4317103581640901762","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191/head_yuan150__-1074189520482543941/im_mask__-4317103581640901762","head_yuan150__-1074189520482543941",0,1,True,True,"0,0","150,150","0.9,0.9,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_-8484185493004443083_IC_touxiangzhezhao","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","p_chat_private_head__3355289806251441275","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191/head_yuan150__-1074189520482543941/im_mask__-4317103581640901762/p_chat_private_head__3355289806251441275","im_mask__-4317103581640901762",0,0,True,True,"0,0","150,150","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_-8484185493004443083_IC_touxiangzhezhao","1,1,1,1",True,True,True,,0,False,"RectTransform|CanvasRenderer|Image|Button|RestoreClickLogger"
"default_root_route_state","p_chat_private_frame__7787300137904483618","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191/head_yuan150__-1074189520482543941/p_chat_private_frame__7787300137904483618","head_yuan150__-1074189520482543941",1,0,True,True,"0,0","200,200","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5","fid1_-8484185493004443083_IC_touxiangzhezhao","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","p_chat_private_name__7259379337509231913","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/liaotian__5395517689795111462/p_chat_private__2083186999486108191/p_chat_private_name__7259379337509231913","p_chat_private__2083186999486108191",2,0,True,True,"-24.4,0","130,40","1,1,1","0.5,0.5","0.5,0.5","0,0.5",,,False,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","root_noticeTween__-1773520110119921932","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932","left__-7709903567246479490",7,2,False,False,"306.4,-28","1,1","0.95,0.95,1","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","im_bg__-6704173744234600315","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/im_bg__-6704173744234600315","root_noticeTween__-1773520110119921932",0,0,True,False,"-12.546,68.972","459.872,33.944","0.9,0.9,1","0.5,0.5","0.5,0.5","0.5,0.5","fid3_5824713348573507194_zhuye_renwu_ht","1,1,1,1",False,False,False,,0,False,"RectTransform|CanvasRenderer|Image"
"default_root_route_state","reward_group__4102977029504676209","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209","root_noticeTween__-1773520110119921932",1,6,True,False,"-7.384,70","485.888,57.415","1,1,0","0.5,0.5","0.5,0.5","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","rewardItem__-3122651376218094078","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-3122651376218094078","reward_group__4102977029504676209",3,2,True,False,"422.944,-28.708","120,60","1,1,1","0,1","0,1","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","img_icon__-4754471351485816204","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-3122651376218094078/img_icon__-4754471351485816204","rewardItem__-3122651376218094078",1,0,True,False,"26.1,2.5","40,40","1,1,1","0,0.5","0,0.5","0.5,0.5","fid43_7417956073517072135_IC_jinbi","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","text_num__1319061410408805344","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-3122651376218094078/text_num__1319061410408805344","rewardItem__-3122651376218094078",0,0,True,False,"55.1,-0.6","140,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,True,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","rewardItem__-5927736626003208250","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-5927736626003208250","reward_group__4102977029504676209",1,2,True,False,"182.944,-28.708","120,60","1,1,1","0,1","0,1","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","img_icon__-907255348520208407","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-5927736626003208250/img_icon__-907255348520208407","rewardItem__-5927736626003208250",1,0,True,False,"26.1,2.5","40,40","1,1,1","0,0.5","0,0.5","0.5,0.5","fid43_7417956073517072135_IC_jinbi","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","text_num__-1437549446625170643","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-5927736626003208250/text_num__-1437549446625170643","rewardItem__-5927736626003208250",0,0,True,False,"55.1,-0.6","140,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,True,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","rewardItem__-8505946626613546844","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-8505946626613546844","reward_group__4102977029504676209",4,2,False,False,"540,-28.708","120,60","1,1,1","0,1","0,1","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","img_icon__4848078079332118409","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-8505946626613546844/img_icon__4848078079332118409","rewardItem__-8505946626613546844",1,0,True,False,"26.1,2.5","40,40","1,1,1","0,0.5","0,0.5","0.5,0.5","fid43_7417956073517072135_IC_jinbi","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","text_num__-8841221856868352375","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__-8505946626613546844/text_num__-8841221856868352375","rewardItem__-8505946626613546844",0,0,True,False,"55.1,-0.6","140,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,True,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","rewardItem__6606261192832120049","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__6606261192832120049","reward_group__4102977029504676209",2,2,True,False,"302.944,-28.708","120,60","1,1,1","0,1","0,1","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","img_icon__-85378631420118580","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__6606261192832120049/img_icon__-85378631420118580","rewardItem__6606261192832120049",1,0,True,False,"26.1,2.5","40,40","1,1,1","0,0.5","0,0.5","0.5,0.5","fid43_7417956073517072135_IC_jinbi","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","text_num__-4192384472190916025","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__6606261192832120049/text_num__-4192384472190916025","rewardItem__6606261192832120049",0,0,True,False,"55.1,-0.6","140,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,True,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
"default_root_route_state","rewardItem__8280375106660912517","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__8280375106660912517","reward_group__4102977029504676209",0,2,True,False,"62.944,-28.708","120,60","1,1,1","0,1","0,1","0.5,0.5",,,False,False,False,,0,False,"RectTransform"
"default_root_route_state","img_icon__4940374736419295207","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__8280375106660912517/img_icon__4940374736419295207","rewardItem__8280375106660912517",1,0,True,False,"26.1,2.5","40,40","1,1,1","0,0.5","0,0.5","0.5,0.5","fid43_7417956073517072135_IC_jinbi","1,1,1,1",True,False,False,,0,False,"RectTransform|CanvasRenderer|Image|RestoreClickLogger"
"default_root_route_state","text_num__-7854112506827058443","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface__5568884429252053541/left__-7709903567246479490/root_noticeTween__-1773520110119921932/reward_group__4102977029504676209/rewardItem__8280375106660912517/text_num__-7854112506827058443","rewardItem__8280375106660912517",0,0,True,False,"55.1,-0.6","140,40","1,1,1","0.5,0.5","0.5,0.5","0.5,0.5",,,True,False,False,,0,False,"RectTransform|CanvasRenderer|Text"
