module,path_id,file,line,kind,target_expr,target_name,event,handler,raw_line
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,108,listener,btn_right,btn_right,onClick,onBtnRight,btn_right.onClick:AddListener(onBtnRight)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,110,event_assign,t,t,onClick,onBtnSpine,t.onClick=onBtnSpine
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,130,touch_event_multi,autoHelper_Root.transform,autoHelper_Root,touch,onClickDownAutoHelper|onClickUpAutoHelper|OnBeginDragAutoHelper|onDragingAutoHelper|OnEndDragAutoHelper,"UIUtil.AddTouchEventMulti(autoHelper_Root.transform,onClickDownAutoHelper,onClickUpAutoHelper,OnBeginDragAutoHelper,onDragingAutoHelper,OnEndDragAutoHelper)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,133,listener,btn_yincang,btn_yincang,onClick,onBtnHideUI,btn_yincang.onClick:AddListener(onBtnHideUI)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,134,listener,btn_beijing,btn_beijing,onClick,onBtnBgSet,btn_beijing.onClick:AddListener(onBtnBgSet)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,135,listener,btn_marry,btn_marry,onClick,onBtnMarry,btn_marry.onClick:AddListener(onBtnMarry)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,136,listener,btn_qinmi,btn_qinmi,onClick,onBtnFavorability,btn_qinmi.onClick:AddListener(onBtnFavorability)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,137,listener,btn_watch,btn_watch,onClick,onBtnWatch,btn_watch.onClick:AddListener(onBtnWatch)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,138,listener,vip_Btn,vip_Btn,onClick,onBtnVip,vip_Btn.onClick:AddListener(onBtnVip)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,139,listener,youjian_Btn,youjian_Btn,onClick,onBtnMail,youjian_Btn.onClick:AddListener(onBtnMail)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,140,listener,haoyou_Btn,haoyou_Btn,onClick,onBtnFriend,haoyou_Btn.onClick:AddListener(onBtnFriend)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,141,listener,paihangbang_Btn,paihangbang_Btn,onClick,onBtnRank,paihangbang_Btn.onClick:AddListener(onBtnRank)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,142,listener,funhandbook_Btn,funhandbook_Btn,onClick,onBtnFunHandBook,funhandbook_Btn.onClick:AddListener(onBtnFunHandBook)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,143,listener,btn_head,btn_head,onClick,onBtnHead,btn_head.onClick:AddListener(onBtnHead)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,144,listener,bg_juese,bg_juese,onClick,onBtnHead,bg_juese.onClick:AddListener(onBtnHead)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,145,listener,btn_download,btn_download,onClick,OnShowBgDownload,btn_download.onClick:AddListener(OnShowBgDownload)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,146,listener,btn_baiqipao,btn_baiqipao,onClick,onChat,btn_baiqipao.onClick:AddListener(onChat)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,147,listener,btn_naver,btn_naver,onClick,inline_function,btn_naver.onClick:AddListener(function()
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,150,listener,btn_twitter,btn_twitter,onClick,inline_function,btn_twitter.onClick:AddListener(function()
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,153,listener,btn_discord,btn_discord,onClick,inline_function,btn_discord.onClick:AddListener(function()
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,156,listener,btn_taskNotice,btn_taskNotice,onClick,OnClickTaskNoticeBtn,btn_taskNotice.onClick:AddListener(OnClickTaskNoticeBtn)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,157,listener,faceGiftNode,faceGiftNode,onClick,inline_function,faceGiftNode.onClick:AddListener(function()
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,160,listener,btn_qinmi2,btn_qinmi2,onClick,onBtnFavorability,btn_qinmi2.onClick:AddListener(onBtnFavorability)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,161,listener,btn_watch2,btn_watch2,onClick,onBtnWatch,btn_watch2.onClick:AddListener(onBtnWatch)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,162,listener,btn_show_fanhui,btn_show_fanhui,onClick,onBtnShow,btn_show_fanhui.onClick:AddListener(onBtnShow)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,164,listener,btn_temporary_buff,btn_temporary_buff,onClick,OnBtnOpenTemporaryBuffView,btn_temporary_buff.onClick:AddListener(OnBtnOpenTemporaryBuffView)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,169,listener,bannerBgBtn,bannerBgBtn,onClick,inline_function,bannerBgBtn.onClick:AddListener(function()
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,181,listener,btn_renwu,btn_renwu,onClick,OnQuestBtnClick,btn_renwu.onClick:AddListener(OnQuestBtnClick)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,182,listener,btn_jia_gold,btn_jia_gold,onClick,onBtnAddGold,btn_jia_gold.onClick:AddListener(onBtnAddGold)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,183,listener,btn_jia_holy,btn_jia_holy,onClick,onBtnAddHoly,btn_jia_holy.onClick:AddListener(onBtnAddHoly)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,184,listener,btn_shangdian,btn_shangdian,onClick,onBtnShop,btn_shangdian.onClick:AddListener(onBtnShop)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,185,listener,worldwanfaBtn,worldwanfaBtn,onClick,onBtnWorld,worldwanfaBtn.onClick:AddListener(onBtnWorld)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,187,listener,"e[""wanfaBtn""]",wanfaBtn,onClick,onBtnAdventure,"e[""wanfaBtn""].onClick:AddListener(onBtnAdventure)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,189,listener,"e[""wanfaBtn""]",wanfaBtn,onClick,onBtnJinji,"e[""wanfaBtn""].onClick:AddListener(onBtnJinji)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,191,listener,"e[""wanfaBtn""]",wanfaBtn,onClick,onBtnLimit,"e[""wanfaBtn""].onClick:AddListener(onBtnLimit)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,193,listener,"e[""wanfaBtn""]",wanfaBtn,onClick,onBtnActJump,"e[""wanfaBtn""].onClick:AddListener(onBtnActJump)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,194,listener,btnToggle1,btnToggle1,onClick,onBtnCamp,btnToggle1.onClick:AddListener(onBtnCamp)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,195,listener,btnToggle2,btnToggle2,onClick,onBtnBag,btnToggle2.onClick:AddListener(onBtnBag)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,196,listener,btnToggle3,btnToggle3,onClick,onBtnShouhu,btnToggle3.onClick:AddListener(onBtnShouhu)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,197,listener,btnToggle4,btnToggle4,onClick,onBtnHufu,btnToggle4.onClick:AddListener(onBtnHufu)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,198,listener,btnToggle5,btnToggle5,onClick,onBtnGuild,btnToggle5.onClick:AddListener(onBtnGuild)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,199,listener,btnToggle6,btnToggle6,onClick,onBtnCity,btnToggle6.onClick:AddListener(onBtnCity)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,200,listener,btnToggle7,btnToggle7,onClick,onBtnSummonPet,btnToggle7.onClick:AddListener(onBtnSummonPet)
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,224,event_system,CommonEventId.OnPlayCurrencyRefresh,OnPlayCurrencyRefresh,EventSystem.AddListener,OnPlayCurrencyRefresh,"EventSystem.AddListener(CommonEventId.OnPlayCurrencyRefresh,OnPlayCurrencyRefresh)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,225,event_system,CommonEventId.OnPlayerChangeName,OnPlayerChangeName,EventSystem.AddListener,refreshLeft,"EventSystem.AddListener(CommonEventId.OnPlayerChangeName,refreshLeft)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,226,event_system,CommonEventId.OnMainBgChange,OnMainBgChange,EventSystem.AddListener,onMainBgChange,"EventSystem.AddListener(CommonEventId.OnMainBgChange,onMainBgChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,227,event_system,CommonEventId.OnNewChatMsg,OnNewChatMsg,EventSystem.AddListener,receiveNewMsg,"EventSystem.AddListener(CommonEventId.OnNewChatMsg,receiveNewMsg)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,228,event_system,CommonEventId.OnPlayInfoChange,OnPlayInfoChange,EventSystem.AddListener,OnPlayInfoChange,"EventSystem.AddListener(CommonEventId.OnPlayInfoChange,OnPlayInfoChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,229,event_system,CommonEventId.FormationSyncChange,FormationSyncChange,EventSystem.AddListener,refreshPlayerHeadView,"EventSystem.AddListener(CommonEventId.FormationSyncChange,refreshPlayerHeadView)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,230,event_system,SysEventId.OnUpdate,OnUpdate,EventSystem.AddListener,OnUpdate,"EventSystem.AddListener(SysEventId.OnUpdate,OnUpdate)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,231,event_system,CommonEventId.RedPointInfoChange,RedPointInfoChange,EventSystem.AddListener,onRedPointChange,"EventSystem.AddListener(CommonEventId.RedPointInfoChange,onRedPointChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,232,event_system,CommonEventId.QuestDataChange,QuestDataChange,EventSystem.AddListener,OnQuestDataChange,"EventSystem.AddListener(CommonEventId.QuestDataChange,OnQuestDataChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,233,event_system,CommonEventId.OnEventActInfoChange,OnEventActInfoChange,EventSystem.AddListener,OnEventActInfoChange,"EventSystem.AddListener(CommonEventId.OnEventActInfoChange,OnEventActInfoChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,234,event_system,CommonEventId.PlayerLevelUp,PlayerLevelUp,EventSystem.AddListener,PlayerLevelUp,"EventSystem.AddListener(CommonEventId.PlayerLevelUp,PlayerLevelUp)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,235,event_system,CommonEventId.OnLuaViewChange,OnLuaViewChange,EventSystem.AddListener,OnLuaViewChange,"EventSystem.AddListener(CommonEventId.OnLuaViewChange,OnLuaViewChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,236,event_system,CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess,EventSystem.AddListener,OnEventNetReconnectSuccess,"EventSystem.AddListener(CommonEventId.OnEventNetReconnectSuccess,OnEventNetReconnectSuccess)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,237,event_system,CommonEventId.OnEnterForeground,OnEnterForeground,EventSystem.AddListener,OnEventNetReconnectSuccess,"EventSystem.AddListener(CommonEventId.OnEnterForeground,OnEventNetReconnectSuccess)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,238,event_system,CommonEventId.NewShowInfoChange,NewShowInfoChange,EventSystem.AddListener,onNewShowChange,"EventSystem.AddListener(CommonEventId.NewShowInfoChange,onNewShowChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,239,event_system,CommonEventId.OnAtlasAndExhibitionRefresh,OnAtlasAndExhibitionRefresh,EventSystem.AddListener,OnNewHeroAtlas,"EventSystem.AddListener(CommonEventId.OnAtlasAndExhibitionRefresh,OnNewHeroAtlas)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,240,event_system,CommonEventId.OnRefreshBgDownload,OnRefreshBgDownload,EventSystem.AddListener,OnRefreshBgDownload,"EventSystem.AddListener(CommonEventId.OnRefreshBgDownload,OnRefreshBgDownload)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,241,event_system,CommonEventId.OnFavorabilityRefresh,OnFavorabilityRefresh,EventSystem.AddListener,onMainBgChange,"EventSystem.AddListener(CommonEventId.OnFavorabilityRefresh,onMainBgChange)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,242,event_system,CommonEventId.OnCloseChat,OnCloseChat,EventSystem.AddListener,OnCloseChatView,"EventSystem.AddListener(CommonEventId.OnCloseChat,OnCloseChatView)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,243,event_system,CommonEventId.NaverStageSync,NaverStageSync,EventSystem.AddListener,OnNaverStageSync,"EventSystem.AddListener(CommonEventId.NaverStageSync,OnNaverStageSync)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,244,event_system,CommonEventId.OnEventRespError,OnEventRespError,EventSystem.AddListener,OnEventRespError,"EventSystem.AddListener(CommonEventId.OnEventRespError,OnEventRespError)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,245,event_system,CommonEventId.OnActFirstDayRewardStatus,OnActFirstDayRewardStatus,EventSystem.AddListener,OnActFirstDayRewardStatus,"EventSystem.AddListener(CommonEventId.OnActFirstDayRewardStatus,OnActFirstDayRewardStatus)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,246,event_system,CommonEventId.OnEquipCountChange,OnEquipCountChange,EventSystem.AddListener,CheckBagTip,"EventSystem.AddListener(CommonEventId.OnEquipCountChange,CheckBagTip)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,247,event_system,CommonEventId.BagSizeChange,BagSizeChange,EventSystem.AddListener,CheckBagTip,"EventSystem.AddListener(CommonEventId.BagSizeChange,CheckBagTip)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,248,event_system,CommonEventId.OnItemInfoChange,OnItemInfoChange,EventSystem.AddListener,CheckBagTip,"EventSystem.AddListener(CommonEventId.OnItemInfoChange,CheckBagTip)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,249,event_system,CommonEventId.OnCloseDockAndCurrUI,OnCloseDockAndCurrUI,EventSystem.AddListener,onCloseDockAndCurrUI,"EventSystem.AddListener(CommonEventId.OnCloseDockAndCurrUI,onCloseDockAndCurrUI)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,250,event_system,CommonEventId.OnHideDockAndCurrUI,OnHideDockAndCurrUI,EventSystem.AddListener,onHideDockAndCurrUI,"EventSystem.AddListener(CommonEventId.OnHideDockAndCurrUI,onHideDockAndCurrUI)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,251,event_system,SysEventId.OnLoadingClosed,OnLoadingClosed,EventSystem.AddListener,OnLoadingClosed,"EventSystem.AddListener(SysEventId.OnLoadingClosed,OnLoadingClosed)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,252,event_system,CommonEventId.OnGuideFinishRefreshDock,OnGuideFinishRefreshDock,EventSystem.AddListener,OnGuideFinishRefreshDock,"EventSystem.AddListener(CommonEventId.OnGuideFinishRefreshDock,OnGuideFinishRefreshDock)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,253,event_system,CommonEventId.OnRespHeroCompose,OnRespHeroCompose,EventSystem.AddListener,OnRespHeroCompose,"EventSystem.AddListener(CommonEventId.OnRespHeroCompose,OnRespHeroCompose)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,254,event_system,CommonEventId.NewDay,NewDay,EventSystem.AddListener,OnNewDay,"EventSystem.AddListener(CommonEventId.NewDay,OnNewDay)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,255,event_system,CommonEventId.OnStartGuide,OnStartGuide,EventSystem.AddListener,OnStartGuide,"EventSystem.AddListener(CommonEventId.OnStartGuide,OnStartGuide)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,256,event_system,CommonEventId.OnClickNewMarketNotice,OnClickNewMarketNotice,EventSystem.AddListener,OnClickNewMarketNotice,"EventSystem.AddListener(CommonEventId.OnClickNewMarketNotice,OnClickNewMarketNotice)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,257,event_system,CommonEventId.OnMainBannerStatusRefresh,OnMainBannerStatusRefresh,EventSystem.AddListener,StopLoopImageHandler,"EventSystem.AddListener(CommonEventId.OnMainBannerStatusRefresh,StopLoopImageHandler)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,258,event_system,CommonEventId.OnCloseLuaView,OnCloseLuaView,EventSystem.AddListener,onCloseLuaView,"EventSystem.AddListener(CommonEventId.OnCloseLuaView,onCloseLuaView)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,259,event_system,CommonEventId.EVENT_FSB_MAP_CAN_REQ_SERVER,EVENT_FSB_MAP_CAN_REQ_SERVER,EventSystem.AddListener,RefrshFSBStatus,"EventSystem.AddListener(CommonEventId.EVENT_FSB_MAP_CAN_REQ_SERVER,RefrshFSBStatus)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,260,event_system,CommonEventId.OnHideMainPageHero,OnHideMainPageHero,EventSystem.AddListener,OnHideMainPageHero,"EventSystem.AddListener(CommonEventId.OnHideMainPageHero,OnHideMainPageHero)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,261,event_system,CommonEventId.OnRefreshTaskNoticeData,OnRefreshTaskNoticeData,EventSystem.AddListener,refreshTaskNoticeView,"EventSystem.AddListener(CommonEventId.OnRefreshTaskNoticeData,refreshTaskNoticeView)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,262,event_system,CommonEventId.OnGetTaskNoticeRewardSuccessful,OnGetTaskNoticeRewardSuccessful,EventSystem.AddListener,OnTaskNoticeGetReward,"EventSystem.AddListener(CommonEventId.OnGetTaskNoticeRewardSuccessful,OnTaskNoticeGetReward)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,263,event_system,CommonEventId.OnAutoHelperRedRefresh,OnAutoHelperRedRefresh,EventSystem.AddListener,RefereshAutoHelperView,"EventSystem.AddListener(CommonEventId.OnAutoHelperRedRefresh,RefereshAutoHelperView)"
UI_MainPage,-6351603197391775840,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\decoded\xlua\-6351603197391775840_UI_MainPage_security_xor_raw.lua,264,event_system,CommonEventId.OnActFoolsDollRefreshInfo,OnActFoolsDollRefreshInfo,EventSystem.AddListener,OnActFoolsDollRefreshInfo,"EventSystem.AddListener(CommonEventId.OnActFoolsDollRefreshInfo,OnActFoolsDollRefreshInfo)"
