kind,key,node,name,path,classification,detail1,detail2,detail3,decision
"AtlasRegion","8007","spine_xiaoren","b5","381,48,33,44","texture_region_trace","alphaRatio=0.76584","whiteishRatio=0","avg=138,84,131,186;pixels=1452",""
"AtlasRegion","8007","spine_xiaoren","b6","286,0,19,17","texture_region_trace","alphaRatio=0.643963","whiteishRatio=0.126935","avg=118,95,100,142;pixels=323",""
"AtlasRegion","8007","spine_xiaoren","b7","478,49,4,1","texture_region_trace","alphaRatio=1","whiteishRatio=0","avg=130,71,59,110;pixels=4",""
"AtlasRegion","8007","spine_xiaoren","b8","267,66,47,44","texture_region_trace","alphaRatio=0.712766","whiteishRatio=0","avg=122,65,116,174;pixels=2068",""
"AtlasRegion","8007","spine_xiaoren","b9","442,174,82,68","texture_region_trace","alphaRatio=0.646219","whiteishRatio=0","avg=132,75,119,161;pixels=4760",""
"AtlasRegion","8007","spine_xiaoren","c1","123,156,121,100","texture_region_trace","alphaRatio=0.734298","whiteishRatio=0.000083","avg=67,52,70,184;pixels=12100",""
"AtlasRegion","8007","spine_xiaoren","c10","114,49,8,7","texture_region_trace","alphaRatio=0.660714","whiteishRatio=0","avg=33,23,38,144;pixels=56",""
"AtlasRegion","8007","spine_xiaoren","c11","305,0,15,17","texture_region_trace","alphaRatio=0.490196","whiteishRatio=0.031373","avg=78,65,68,107;pixels=255",""
"AtlasRegion","8007","spine_xiaoren","c12","266,17,17,20","texture_region_trace","alphaRatio=0.676471","whiteishRatio=0.088235","avg=124,97,102,157;pixels=340",""
"AtlasRegion","8007","spine_xiaoren","c13","114,41,8,7","texture_region_trace","alphaRatio=0.660714","whiteishRatio=0","avg=30,21,32,144;pixels=56",""
"AtlasRegion","8007","spine_xiaoren","c14","313,20,15,17","texture_region_trace","alphaRatio=0.482353","whiteishRatio=0.031373","avg=84,66,76,106;pixels=255",""
"AtlasRegion","8007","spine_xiaoren","c2","244,177,101,79","texture_region_trace","alphaRatio=0.70485","whiteishRatio=0","avg=38,30,53,176;pixels=7979",""
"AtlasRegion","8007","spine_xiaoren","c3","392,104,73,39","texture_region_trace","alphaRatio=0.724622","whiteishRatio=0.01124","avg=155,119,127,179;pixels=2847",""
"AtlasRegion","8007","spine_xiaoren","c4","200,0,17,30","texture_region_trace","alphaRatio=0.735294","whiteishRatio=0","avg=69,47,59,173;pixels=510",""
"AtlasRegion","8007","spine_xiaoren","c5","234,3,10,24","texture_region_trace","alphaRatio=0.820833","whiteishRatio=0","avg=86,76,92,191;pixels=240",""
"AtlasRegion","8007","spine_xiaoren","c6","217,0,17,30","texture_region_trace","alphaRatio=0.735294","whiteishRatio=0","avg=71,49,62,172;pixels=510",""
"AtlasRegion","8007","spine_xiaoren","c7","486,8,10,24","texture_region_trace","alphaRatio=0.8625","whiteishRatio=0","avg=88,79,94,203;pixels=240",""
"AtlasRegion","8007","spine_xiaoren","c8","363,25,23,43","texture_region_trace","alphaRatio=0.704752","whiteishRatio=0.059656","avg=115,91,103,168;pixels=989",""
"AtlasRegion","8007","spine_xiaoren","c9","266,0,17,20","texture_region_trace","alphaRatio=0.697059","whiteishRatio=0.091176","avg=132,103,102,160;pixels=340",""
"AtlasRegion","8007","spine_xiaoren","d1","364,0,8,9","texture_region_trace","alphaRatio=0.694444","whiteishRatio=0","avg=29,24,33,143;pixels=72",""
"AtlasRegion","8007","spine_xiaoren","d2","121,97,111,59","texture_region_trace","alphaRatio=0.296839","whiteishRatio=0.005955","avg=74,59,81,69;pixels=6549",""
