candidateActiveInHierarchy,candidateActiveSelf,candidateComponentTypes,candidateHasMask,candidateHasMaskNamedComponent,candidateHasRectMask2D,candidateHasTmpText,candidateLoadedComponent,candidateMaskEnabled,candidateMaskShowMaskGraphic,candidateMissingScriptCount,candidatePath,candidateRectMaskEnabled,candidateTmpCharacterSpacing,candidateTmpEnableAutoSizing,candidateTmpFont,candidateTmpFontSize,candidateTmpFontSizeMax,candidateTmpFontSizeMin,candidateTmpMaterial,candidateTmpText,componentGap,matchKind,ownerSourceEvidence,ownershipRationale,patchDecision,primaryClassification,routeKnownInB54OrB70,sourceActiveInHierarchy,sourceActiveSelf,sourceAnchoredPosition,sourceCharacterHorizontalScale,sourceCharacterSpacing,sourceEnableAutoSizing,sourceEvidence,sourceFontAssetRef,sourceFontSize,sourceFontSizeBase,sourceFontSizeMax,sourceFontSizeMin,sourceHasMaskComponent,sourceKind,sourceLocalScale,sourceMaskComponentType,sourceMaskScriptRef,sourceName,sourceOwner,sourcePath,sourceSharedMaterialRef,sourceShowMaskGraphic,sourceSiblingIndex,sourceSizeDelta,sourceText
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto/text,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,btnAuto TMP/mask state is downstream of original Lua button state and ModulesInit.ProcedureNormalBattle,no_patch_in_battle74,component_rehydration_required,True,False,False,0/-30,1,0,0,"lines 86-110, 404-407, 441-445, 518-520, 1494+",-724809986894116682,18,18,72,18,,tmp,1.1/1/1,,,text,UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnAuto/text,3956069427523887780,,4,98.64/39.57,"""\uC790\uB3D9"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/text,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,btnTwoSpeed labels/icons are speed state owned by ProcedureNormalBattle and Lua,no_patch_in_battle74,component_rehydration_required,True,False,False,0/-30,1,0,0,"lines 111-131, 410-417, 528-530, 683-687, 1193, 1278",-724809986894116682,18,18,72,18,,tmp,1.1/1/1,,,text,UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/text,3956069427523887780,,3,98.64/39.57,"""2\uBC30\uC18D"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,50/-19,1,-5,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,18,18,72,18,,tmp,1/1/1,,,txtLevel,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/txtNickName/txtLevel,8649783434632076371,,0,84/16,Lv.{0}
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/text,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,btnFastSkill TMP/icon state is owned by ChangeGameFastSkill/CheckFastSkill runtime state,no_patch_in_battle74,component_rehydration_required,True,False,False,0/-30,1,-10,0,"lines 132-146, 533-535, 690-699, 1279",-724809986894116682,18,18,72,18,,tmp,1.1/1/1,,,text,UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/text,3956069427523887780,,3,98.64/39.57,"""\uC601\uC0C1 \uB044\uAE30"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,outside B73 focused HUD/right rail set or not enough owner evidence,no_patch_in_battle74,component_rehydration_required,True,False,True,0/22,1,0,0,BATTLE54 TMP/mask audit row,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,Text_jixu,BATTLE54 serialized source row,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/BT_jixu/Text_jixu,4174273018840097604,,0,0/0,"""\uACC4\uC18D"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,114/-17,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txt_chengzhan_name,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name,8649783434632076371,,10,112.01999/16.01,"""\uC804\uC7A5 \uAD6C\uC5ED\uC5D0\uC11C \uAD00\uC804\uD560 \uC218 \uC788\uC2B5\uB2C8\uB2E4"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,50/-19,1,-5,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,18,18,72,18,,tmp,1/1/1,,,txtLevel,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/2p/txtNickName/txtLevel,8649783434632076371,,0,84/16,Lv.{0}
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,9.6/4.7,1,10,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,454391846754054610,14,14,72,18,,tmp,1/1/1,,,text_round,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport/Content/buff_icon/text_round,3398605064068647022,,2,20/8,3
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,False,101/-42.15,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,16,16,72,18,,tmp,1/1/1,,,txtFirstAttack,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtFirstAttack,8649783434632076371,,6,200/50,"""\uC120\uC81C \uAC12: 1233214"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,12/0,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,24,24,72,18,,tmp,1/1/1,,,txtAutoTip,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip,8649783434632076371,,0,0/0,"""\uC790\uB3D9 \uC804\uD22C\uB97C \uC2DC\uC791\uD569\uB2C8\uB2E4"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,-146/-28,1,20,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtNickName,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtNickName,4174273018840097604,,4,171.23/23.5,"""\uC6A9\uC774\uB2E4 \uC6A9\uC774\uB2E4 \uC6A9\uC774\uB2E4"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/team_desc_left,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,right rail active/state children require original runtime snapshot before patching,no_patch_in_battle74,component_rehydration_required,True,False,False,0/285,1,20,0,BATTLE70 route HUD matrix; UI_NormalBattle ShowAllOperBtn/CheckPauseBtnState paths,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,team_desc_left,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/team_desc_left,4174273018840097604,,1,200/23.5,"""\uC6A9\uC774\uB2E4"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,135/-25,1,-5,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,36,36,72,18,,tmp,1/1/1,,,txt_chengzhan_zhansha_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,3932716197974622303,,13,50.42/36.01,132
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,32.7/37.5,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,18,18,72,18,,tmp,1/1/1,,,text_qianghua,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_qianghua,3932716197974622303,,9,70.7/18.5,+10
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,51.00009/0,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,24,24,72,18,,tmp,1.7/1.7/1.1111112,,,text_star_level,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level,3932716197974622303,,1,100/30,10
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,outside B73 focused HUD/right rail set or not enough owner evidence,no_patch_in_battle74,component_rehydration_required,True,False,True,0/-9,1,0,0,BATTLE54 TMP/mask audit row,2268522548353052838,36,36,72,18,,tmp,1/1/1,,,text_stop,BATTLE54 serialized source row,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/im_zhuangshi/text_stop,4174273018840097604,,0,0/0,"""\uC77C\uC2DC \uC815\uC9C0"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,False,32.7/37.5,1,6,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,454391846754054610,18,18,72,18,,tmp,1/1/1,,,text_baoshi,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_baoshi,5346313758352445069,,27,70.7/18.5,+10
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,outside B73 focused HUD/right rail set or not enough owner evidence,no_patch_in_battle74,component_rehydration_required,True,False,True,0/22,1,0,0,BATTLE54 TMP/mask audit row,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,Text_chetui,BATTLE54 serialized source row,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/BT_chetui/Text_chetui,4174273018840097604,,0,0/0,"""\uB098\uAC00\uAE30"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,0/-28,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtBeControl,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,8649876188915954944,,2,107.7/30,"""\uAE30\uC808"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/imgVS/txtRound,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,2/-27,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,20,20,72,18,,tmp,1/1/1,,,txtRound,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/imgVS/txtRound,8649783434632076371,,0,0/0,"""\uD134 30"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,0/0,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,22,22,72,18,,tmp,1/1/1,,,text,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel/text,6871398411308274113,,0,44.01/25,"""\uCDE8\uC18C"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,2/-27,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,20,20,72,18,,tmp,1/1/1,,,txtRound,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/imgVS/txtRound,8649783434632076371,,0,90.01/20.01,"""\uD134 30"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/img_yazhi/text_yahei_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-0.4/-15,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,text_yahei_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/img_yazhi/text_yahei_num,5325321661327454409,,0,0/0,+10%
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-132.6/20,1,20,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,text_player_shield_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,4174273018840097604,,4,200/23.5,"""\uC6A9\uC774\uB2E4"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,1/10,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,26,26,72,18,,tmp,1/1/1,,,text_guan_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,-4383744721098263825,,0,0/15,2
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-0.4/-15.1,1,0,0,"lines 222, 467-489, 1194, 1218, 1224",-724809986894116682,16,16,72,18,,tmp,1/1/1,,,text_yahei_num,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num,5325321661327454409,,0,0/0,+10%
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,0/0,1,-10,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,16,16,72,18,,tmp,1/1/1,,,text_cizhui3,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui3,477919381716323141,,2,192.8634/40.35,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-92/23,1,20,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtNickName,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName,4174273018840097604,,7,200/23.5,"""\uC774\uB098\uC640 \uB098\uBBF8"""
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,,,,False,False,,,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off/text_TwoSpeed_Off,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,btnTwoSpeed labels/icons are speed state owned by ProcedureNormalBattle and Lua,no_patch_in_battle74,component_rehydration_required,True,False,False,1/-1,1,0,0,"lines 111-131, 410-417, 528-530, 683-687, 1193, 1278",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,text_TwoSpeed_Off,UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off/text_TwoSpeed_Off,4174273018840097604,,0,40.01/25,X1.0
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,108/23,1,20,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtNickName,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,4174273018840097604,,7,200/23.5,"""\uC6A9\uC774\uB2E4"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,0/0,1,-10,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,16,16,72,18,,tmp,1/1/1,,,text_cizhui2,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui2,477919381716323141,,1,192.8634/40.35,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8"""
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,5.1/9.293758,1,0,1,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,-724809986894116682,18.75,20,20,10,,tmp,1/1/1,,,text_ExtAdd,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,3932716197974622303,,0,81.8665/18.7937,"""\uCD94\uAC00"""
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,,,,False,False,,,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel,,,False,,,,,,,tmp_component_absent_or_unresolved_missing_script_in_candidate,exact,,"TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-142/-40,1,-5,0,"lines 222, 467-489, 1194, 1218, 1224",2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtLevel,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel,4174273018840097604,,8,84/16,Lv.23
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,0/-28,1,0,0,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,2268522548353052838,20,20,72,18,,tmp,1/1/1,,,txtBeControl,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,8649876188915954944,,2,107.7/30,"""\uAE30\uC808"""
