file,line,evidenceKind,lineText,inference,trueAspectImpact
girlswar_battle_unity\Assets\Editor\Battle45Empty4RaycastRegistryEditor.cs,455,read_pixels,"texture.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,19,capture_path_16x9,"private const string CapturePath = ""Assets/RestoreCaptures/battle_actor/Battle43PlayableContextValidationCandidate_1920x1080.png"";",hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,20,capture_width,private const int CaptureWidth = 1920;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,21,capture_height,private const int CaptureHeight = 1080;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,62,save_scene,"EditorSceneManager.SaveScene(scene, ScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,81,canvas_scaler,int scalerCount = UnityEngine.Object.FindObjectsOfType<CanvasScaler>(true).Length;,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,98,canvas_scaler,result.beforeCanvasScalerCount = scalerCount;,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,116,canvas_scaler,result.afterCanvasScalerCount = scalerCount;,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,132,canvas_scaler,result.reopenCanvasScalerCount = scalerCount;,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,385,orthographic_size,camera.orthographicSize = 5f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,399,render_texture,"var rt = new RenderTexture(CaptureWidth, CaptureHeight, 24, RenderTextureFormat.ARGB32);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,406,texture2d,"var tex = new Texture2D(CaptureWidth, CaptureHeight, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,407,read_pixels,"tex.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,521,canvas_scaler,"return ""{\""canvas\"":"" + r.beforeCanvasCount + "",\""canvasScaler\"":"" + r.beforeCanvasScalerCount + "",\""graphicRaycaster\"":"" + r.beforeGraphicRaycasterCount + "",\""image\"":"" + r.beforeImageCount + "",\""graphic\"":"" + r.beforeGraphicCount + "",\""activeGraphic\"":"" + r.beforeActiveGraphicCount + "",\""button\"":"" + r.beforeButtonCount + "",\""activeButton\"":"" + r.beforeActiveButtonCount + "",\""mask\"":"" + r.beforeMaskCount + "",\""rectMask2D\"":"" + r.beforeRectMask2DCount + "",\""stencilMaterial\"":"" + r.beforeStencilMaterialCount + "",\""text\"":"" + r.beforeTextCount + "",\""tmp\"":"" + r.beforeTmpCount + "",\""missingScript\"":"" + r.beforeMissingScriptCount + ""}"";",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,523,canvas_scaler,"return ""{\""canvas\"":"" + r.afterCanvasCount + "",\""canvasScaler\"":"" + r.afterCanvasScalerCount + "",\""graphicRaycaster\"":"" + r.afterGraphicRaycasterCount + "",\""image\"":"" + r.afterImageCount + "",\""graphic\"":"" + r.afterGraphicCount + "",\""activeGraphic\"":"" + r.afterActiveGraphicCount + "",\""button\"":"" + r.afterButtonCount + "",\""activeButton\"":"" + r.afterActiveButtonCount + "",\""mask\"":"" + r.afterMaskCount + "",\""rectMask2D\"":"" + r.afterRectMask2DCount + "",\""stencilMaterial\"":"" + r.afterStencilMaterialCount + "",\""text\"":"" + r.afterTextCount + "",\""tmp\"":"" + r.afterTmpCount + "",\""missingScript\"":"" + r.afterMissingScriptCount + ""}"";",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,524,canvas_scaler,"return ""{\""canvas\"":"" + r.reopenCanvasCount + "",\""canvasScaler\"":"" + r.reopenCanvasScalerCount + "",\""graphicRaycaster\"":"" + r.reopenGraphicRaycasterCount + "",\""image\"":"" + r.reopenImageCount + "",\""graphic\"":"" + r.reopenGraphicCount + "",\""activeGraphic\"":"" + r.reopenActiveGraphicCount + "",\""button\"":"" + r.reopenButtonCount + "",\""activeButton\"":"" + r.reopenActiveButtonCount + "",\""mask\"":"" + r.reopenMaskCount + "",\""rectMask2D\"":"" + r.reopenRectMask2DCount + "",\""stencilMaterial\"":"" + r.reopenStencilMaterialCount + "",\""text\"":"" + r.reopenTextCount + "",\""tmp\"":"" + r.reopenTmpCount + "",\""missingScript\"":"" + r.reopenMissingScriptCount + ""}"";",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,559,canvas_scaler,"public int beforeCanvasCount, beforeCanvasScalerCount, beforeGraphicRaycasterCount, beforeImageCount, beforeGraphicCount, beforeActiveGraphicCount, beforeButtonCount, beforeActiveButtonCount, beforeMaskCount, beforeRectMask2DCount, beforeStencilMaterialCount, beforeTextCount, beforeTmpCount, beforeMissingScriptCount;",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,560,canvas_scaler,"public int afterCanvasCount, afterCanvasScalerCount, afterGraphicRaycasterCount, afterImageCount, afterGraphicCount, afterActiveGraphicCount, afterButtonCount, afterActiveButtonCount, afterMaskCount, afterRectMask2DCount, afterStencilMaterialCount, afterTextCount, afterTmpCount, afterMissingScriptCount;",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle43PlayableContextValidationEditor.cs,561,canvas_scaler,"public int reopenCanvasCount, reopenCanvasScalerCount, reopenGraphicRaycasterCount, reopenImageCount, reopenGraphicCount, reopenActiveGraphicCount, reopenButtonCount, reopenActiveButtonCount, reopenMaskCount, reopenRectMask2DCount, reopenStencilMaterialCount, reopenTextCount, reopenTmpCount, reopenMissingScriptCount;",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,18,capture_path_16x9,"private const string CapturePath = ""Assets/RestoreCaptures/battle_actor/Battle42PersistentBattleHudImagesFromOriginalSpriteEvidence_1920x1080.png"";",hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,21,capture_width,private const int CaptureWidth = 1920;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,22,capture_height,private const int CaptureHeight = 1080;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,141,save_scene,"EditorSceneManager.SaveScene(scene, ScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,223,orthographic_size,camera.orthographicSize = 5f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,237,render_texture,"var rt = new RenderTexture(CaptureWidth, CaptureHeight, 24, RenderTextureFormat.ARGB32);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,244,texture2d,"var tex = new Texture2D(CaptureWidth, CaptureHeight, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle42PersistentHudImagesEditor.cs,245,read_pixels,"tex.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,21,capture_path_16x9,"private const string CapturePath = ""Assets/RestoreCaptures/battle_actor/Battle40HudCameraRenderBindingRuntimeContext_1920x1080.png"";",hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,25,capture_width,private const int CaptureWidth = 1920;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,26,capture_height,private const int CaptureHeight = 1080;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,93,save_scene,"EditorSceneManager.SaveScene(scene, ScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,122,orthographic_size,camera.orthographicSize = 5f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,154,canvas_scaler,var scaler = canvas.GetComponent<CanvasScaler>();,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,158,canvas_scaler,row.canvasScalerReferenceResolution = Vec2(scaler.referenceResolution);,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,159,canvas_scaler,row.canvasScalerMatchWidthOrHeight = scaler.matchWidthOrHeight;,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,253,canvas_scaler,"fix.reason = ""capture_camera_render_binding_fix_for_batchmode_camera_render; original RectTransform/CanvasScaler/sibling order preserved"";",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,358,texture2d,"var tex = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,490,render_texture,"var rt = new RenderTexture(CaptureWidth, CaptureHeight, 24, RenderTextureFormat.ARGB32);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,497,texture2d,"var tex = new Texture2D(CaptureWidth, CaptureHeight, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,498,read_pixels,"tex.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\Battle40FixBattleHudCameraRenderBindingInRuntimeContextEditor.cs,689,orthographic_size,"private static string CameraInfo(Camera c) { return c == null ? """" : c.name + ""|ortho="" + Bool(c.orthographic) + ""|size="" + Num(c.orthographicSize) + ""|pos="" + Vec3(c.transform.position) + ""|depth="" + Num(c.depth) + ""|clear="" + c.clearFlags + ""|cull="" + c.cullingMask; }",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,18,capture_path_16x9,"private const string CapturePath = ""Assets/RestoreCaptures/battle_actor/Battle39RuntimeActorsMap11003HudContext_1920x1080.png"";",hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,21,capture_width,private const int CaptureWidth = 1920;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,22,capture_height,private const int CaptureHeight = 1080;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,89,save_scene,"EditorSceneManager.SaveScene(scene, ScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,134,orthographic_size,camera.orthographicSize = 5f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,461,render_texture,"var rt = new RenderTexture(CaptureWidth, CaptureHeight, 24, RenderTextureFormat.ARGB32);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,467,texture2d,"var tex = new Texture2D(CaptureWidth, CaptureHeight, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,468,read_pixels,"tex.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\Battle39AttachRuntimeActorsToMap11003HudContextWithEvidenceEditor.cs,499,orthographic_size,"sb.AppendLine(""  \""camera\"": {\""name\"":\"""" + Json(camera != null ? camera.name : """") + ""\"",\""orthographic\"":"" + Bool(camera != null && camera.orthographic) + "",\""orthographicSize\"":"" + (camera != null ? camera.orthographicSize.ToString(""0.###"") : ""0"") + "",\""position\"":\"""" + Json(camera != null ? Vec(camera.transform.position) : """") + ""\"",\""background\"":\"""" + Json(camera != null ? camera.backgroundColor.ToString() : """") + ""\""},"");",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,13,capture_path_16x9,"private const string CapturePath = ""Assets/RestoreCaptures/battle_hud/BattleHeroListSkillCardBindClip05_1920x1080.png"";",hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,17,capture_width,private const int CaptureWidth = 1920;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,18,capture_height,private const int CaptureHeight = 1080;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,44,save_scene,"EditorSceneManager.SaveScene(UnityEngine.SceneManagement.SceneManager.GetActiveScene(), ScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,219,texture2d,"var texture = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,262,texture2d,"var texture = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,365,render_texture,"var rt = new RenderTexture(CaptureWidth, CaptureHeight, 24);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,371,texture2d,"var texture = new Texture2D(CaptureWidth, CaptureHeight, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHeroListSkillCardBindClip05Editor.cs,372,read_pixels,"texture.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,16,capture_path_16x9,"private const string CapturePath = ""Assets/RestoreCaptures/battle_hud/BattleCorrectMapSceneHudPreviewClip05_1920x1080.png"";",hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,24,capture_width,private const int CaptureWidth = 1920;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,25,capture_height,private const int CaptureHeight = 1080;,hardcoded_16_9_capture_dimension_or_filename,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,60,save_scene,"EditorSceneManager.SaveScene(SceneManager.GetActiveScene(), ScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,95,texture2d,"var texture = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,255,texture2d,"var texture = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,438,texture2d,"var texture = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,652,texture2d,"var texture = new Texture2D(2, 2, TextureFormat.RGBA32, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,788,render_texture,"var rt = new RenderTexture(CaptureWidth, CaptureHeight, 24);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,794,texture2d,"var texture = new Texture2D(CaptureWidth, CaptureHeight, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,795,read_pixels,"texture.ReadPixels(new Rect(0, 0, CaptureWidth, CaptureHeight), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\BattleCorrectMapSceneHudPreviewClip05Editor.cs,819,orthographic_size,camera.orthographicSize = 5f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudAttachToFlowEditor.cs,59,save_scene,"EditorSceneManager.SaveScene(EditorSceneManager.GetActiveScene(), OutputScenePath);",existing_build_path_mutates_scene_asset,blocks_existing_true_capture
girlswar_battle_unity\Assets\Editor\BattleHudAttachToFlowEditor.cs,184,canvas_scaler,"else if (typeName == ""CanvasScaler"") result.canvasScalerCount++;",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudAttachToFlowEditor.cs,221,orthographic_size,camera.orthographicSize = 7.0f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudAttachToFlowEditor.cs,234,render_texture,"var rt = new RenderTexture(1680, 720, 24);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudAttachToFlowEditor.cs,239,texture2d,"var texture = new Texture2D(1680, 720, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudAttachToFlowEditor.cs,240,read_pixels,"texture.ReadPixels(new Rect(0, 0, 1680, 720), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,11,canvas_scaler,public static class BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,17,canvas_scaler,"private const string CapturePath = ""Assets/RestoreCaptures/battle_hud/BattleHudCanvasScalerSpriteTextureLuaStateClip05_1680x720.png"";",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,47,canvas_scaler,var rows = new List<BattleHudCanvasScalerRow24>();,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,58,canvas_scaler,"Debug.Log(""BattleHudCanvasScalerSpriteTextureLuaStateClip05 generated. rows="" + rows.Count + "", deps="" + loadResults.Count + "", visibleOriginal="" + Count(rows, r => r.visibleOriginalSpriteCandidate) + "", placeholders="" + Count(rows, r => r.visiblePlaceholderBlock));",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,63,canvas_scaler,"var root = new GameObject(""BattleHudCanvasScalerSpriteTextureLuaStateClip05Root"");",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,75,canvas_scaler,var marker = instance.AddComponent<BattleHudCanvasScalerSourceMarker24>();,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,84,canvas_scaler,"private static void TraceComponents(GameObject hudRoot, Camera camera, List<BattleHudCanvasScalerRow24> rows)",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,91,canvas_scaler,var marker = component.GetComponentInParent<BattleHudCanvasScalerSourceMarker24>(true);,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,92,canvas_scaler,var row = new BattleHudCanvasScalerRow24();,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,166,canvas_scaler,private static string Reason(BattleHudCanvasScalerRow24 row),canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,176,canvas_scaler,"private static bool Project(RectTransform rect, Camera camera, BattleHudCanvasScalerRow24 row)",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,198,canvas_scaler,private static string Zone(BattleHudCanvasScalerRow24 row),canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,257,canvas_scaler,"private static void CaptureRectAndCanvas(RectTransform rect, BattleHudCanvasScalerRow24 row)",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,282,canvas_scaler,var scaler = rect.GetComponentInParent<CanvasScaler>(true);,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,286,canvas_scaler,row.scalerReferenceResolution = Vec2(scaler.referenceResolution);,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,288,canvas_scaler,row.scalerMatchWidthOrHeight = scaler.matchWidthOrHeight;,canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,296,canvas_scaler,"private static void FillSpriteInfo(Sprite sprite, BattleHudCanvasScalerRow24 row)",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,335,render_texture,"var rt = new RenderTexture(1680, 720, 24);",capture_output_size_comes_from_render_texture_dimensions,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,341,texture2d,"var texture = new Texture2D(1680, 720, TextureFormat.RGB24, false);",capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,342,read_pixels,"texture.ReadPixels(new Rect(0, 0, 1680, 720), 0, 0);",pixel_readback_size_matches_render_texture_or_constants,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,356,canvas_scaler,"var go = new GameObject(""BattleHudCanvasScalerSpriteTextureLuaStateClip05Camera"");",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,359,orthographic_size,camera.orthographicSize = 5f;,capture_pipeline_evidence,trace_required
girlswar_battle_unity\Assets\Editor\BattleHudCanvasScalerSpriteTextureLuaStateClip05Editor.cs,371,canvas_scaler,"private static void WriteCsv(string path, List<BattleHudCanvasScalerRow24> rows)",canvas_scaler_or_canvas_render_mode_may_affect_true_viewrect_validation,trace_required
