path,name,fileId,activeSelf,activeInHierarchy,layer,parentPath,siblingIndex,siblingCount,transformType,localPosition,anchoredPosition,localScale,sizeDelta,anchorMin,anchorMax,pivot,childNames,componentTypes,warning,text,fontSize,fontSizeBase,enableAutoSizing,fontSizeMin,fontSizeMax,characterSpacing,characterHorizontalScale,overflowMode,textWrappingMode,fontAssetRef,sharedMaterialRef
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtNickName,txtNickName,1282404718,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2,4,7,RectTransform,0/0/0,-146/-28,1/1/1,171.23/23.5,0.5/0.5,0.5/0.5,0/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,active_self_but_inactive_parent,"""\uC6A9\uC774\uB2E4 \uC6A9\uC774\uB2E4 \uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/team_desc_left,team_desc_left,1319643397,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left,1,4,RectTransform,0/0/0,0/285,1/1/1,200/23.5,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,"""\uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,0,0,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,txt_chengzhan_zhansha_num,1448635615,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo,13,14,RectTransform,0/0/0,135/-25,1/1/1,50.42/36.01,0.5/0.5,0.5/0.5,1/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,132,36,36,0,18,72,-5,1,0,1,-724809986894116682,3932716197974622303
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_qianghua,text_qianghua,1449749951,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76,9,29,RectTransform,0/0/0,32.7/37.5,1/1/1,70.7/18.5,0.5/0.5,0.5/0.5,1/1,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,active_self_but_inactive_parent,+10,18,18,0,18,72,0,1,0,1,-724809986894116682,3932716197974622303
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level,text_star_level,1468230967,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level,1,2,RectTransform,0/0/0,51.00009/0,1.7/1.7/1.1111112,100/30,0/0.5,0/0.5,0/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,active_self_but_inactive_parent,10,24,24,0,18,72,0,1,0,1,-724809986894116682,3932716197974622303
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/im_zhuangshi/text_stop,text_stop,1612797171,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/im_zhuangshi,0,3,RectTransform,0/0/0,0/-9,1/1/1,0/0,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,active_self_but_inactive_parent | has_missing_script_component,"""\uC77C\uC2DC \uC815\uC9C0""",36,36,0,18,72,0,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_baoshi,text_baoshi,1657266950,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76,27,29,RectTransform,0/0/0,32.7/37.5,1/1/1,70.7/18.5,0.5/0.5,0.5/0.5,1/1,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,+10,18,18,0,18,72,6,1,0,1,454391846754054610,5346313758352445069
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/BT_chetui/Text_chetui,Text_chetui,1660182992,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/BT_chetui,0,1,RectTransform,0/0/0,0/22,1/1/1,0/0,0.5/0,0.5/0,0.5/1,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,active_self_but_inactive_parent | has_missing_script_component,"""\uB098\uAC00\uAE30""",20,20,0,18,72,0,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,txtBeControl,1662043172,True,True,0,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036,2,6,RectTransform,0/0/0,0/-28,1/1/1,107.7/30,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,"""\uAE30\uC808""",20,20,0,18,72,0,1,0,1,2268522548353052838,8649876188915954944
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/imgVS/txtRound,txtRound,1664859073,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/imgVS,0,1,RectTransform,0/0/0,2/-27,1/1/1,0/0,0.5/0.5,0.5/0.5,0.5/1,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,"""\uD134 30""",20,20,0,18,72,0,1,0,1,-724809986894116682,8649783434632076371
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel/text,text,1673414955,True,False,0,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel,0,1,RectTransform,0/0/0,0/0,1/1/1,44.01/25,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,active_self_but_inactive_parent | has_missing_script_component,"""\uCDE8\uC18C""",22,22,0,18,72,0,1,0,1,2268522548353052838,6871398411308274113
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/imgVS/txtRound,txtRound,1734285883,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/imgVS,0,1,RectTransform,0/0/0,2/-27,1/1/1,90.01/20.01,0.5/0.5,0.5/0.5,0.5/1,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,active_self_but_inactive_parent | has_missing_script_component,"""\uD134 30""",20,20,0,18,72,0,1,0,1,-724809986894116682,8649783434632076371
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/img_yazhi/text_yahei_num,text_yahei_num,1778185042,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/img_yazhi,0,1,RectTransform,0/0/0,-0.4/-15,1/1/1,0/0,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,+10%,16,16,0,18,72,0,1,0,1,-724809986894116682,5325321661327454409
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,text_player_shield_num,1834283939,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG,4,5,RectTransform,0/0/0,-132.6/20,1/1/1,200/23.5,0.5/0.5,0.5/0.5,0/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,"""\uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,text_guan_num,1858724043,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi,0,1,RectTransform,0/0/0,1/10,1/1/1,0/15,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,2,26,26,0,18,72,0,1,0,1,2268522548353052838,-4383744721098263825
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num,text_yahei_num,1872536419,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi,0,1,RectTransform,0/0/0,-0.4/-15.1,1/1/1,0/0,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,+10%,16,16,0,18,72,0,1,0,1,-724809986894116682,5325321661327454409
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui3,text_cizhui3,1908950044,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group,2,4,RectTransform,0/0/0,0/0,1/1/1,192.8634/40.35,0/0,0/0,0.5/1,zhuangshi,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8""",16,16,0,18,72,-10,1,0,1,-724809986894116682,477919381716323141
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName,txtNickName,1910227125,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo,7,14,RectTransform,0/0/0,-92/23,1/1/1,200/23.5,0.5/0.5,0.5/0.5,0/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,"""\uC774\uB098\uC640 \uB098\uBBF8""",20,20,0,18,72,20,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off/text_TwoSpeed_Off,text_TwoSpeed_Off,1983153039,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off,0,1,RectTransform,0/0/0,1/-1,1/1/1,40.01/25,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,X1.0,20,20,0,18,72,0,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,txtNickName,1985538535,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo,7,14,RectTransform,0/0/0,108/23,1/1/1,200/23.5,0.5/0.5,0.5/0.5,1/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,"""\uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui2,text_cizhui2,2044212436,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group,1,4,RectTransform,0/0/0,0/0,1/1/1,192.8634/40.35,0/0,0/0,0.5/1,zhuangshi,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI|<missing>,has_missing_script_component,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8""",16,16,0,18,72,-10,1,0,1,-724809986894116682,477919381716323141
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,text_ExtAdd,2056271895,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd,0,1,RectTransform,0/0/0,5.1/9.293758,1/1/1,81.8665/18.7937,0/0.5,0/0.5,0/1,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,active_self_but_inactive_parent,"""\uCD94\uAC00""",18.75,20,1,10,20,0,1,0,1,-724809986894116682,3932716197974622303
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel,txtLevel,2069295879,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo,8,14,RectTransform,0/0/0,-142/-40,1/1/1,84/16,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,Lv.23,20,20,0,18,72,-5,1,0,1,2268522548353052838,4174273018840097604
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,txtBeControl,2113296760,True,True,0,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002,2,6,RectTransform,0/0/0,0/-28,1/1/1,107.7/30,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|TMPro.TextMeshProUGUI,,"""\uAE30\uC808""",20,20,0,18,72,0,1,0,1,2268522548353052838,8649876188915954944
