evidenceType,sourceFile,line,text,implication
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260621,private Action<PlayableDirector> paused; // 0x20,PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260624,private Action<PlayableDirector> stopped; // 0x28,PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260673,"public void SetGenericBinding(Object key, Object value) { }",PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260728,public Object GetGenericBinding(Object key) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260736,public void RebindPlayableGraphOutputs() { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260769,"private void Internal_SetGenericBinding(Object key, Object value) { }",PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260779,public void add_played(Action<PlayableDirector> value) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260783,public void remove_played(Action<PlayableDirector> value) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260787,public void add_paused(Action<PlayableDirector> value) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260791,public void remove_paused(Action<PlayableDirector> value) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260795,public void add_stopped(Action<PlayableDirector> value) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260799,public void remove_stopped(Action<PlayableDirector> value) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260808,private void SendOnPlayableDirectorPlay() { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260812,private void SendOnPlayableDirectorPause() { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,260816,private void SendOnPlayableDirectorStop() { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,325814,"public void GatherProperties(PlayableDirector director, IPropertyCollector driver) { }",PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,326222,internal Animator GetBinding(PlayableDirector director) { },PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_playable_director_binding,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,326243,"public override void GatherProperties(PlayableDirector director, IPropertyCollector driver) { }",PlayableDirector binding API and xLua wrappers exist in original runtime.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,326728,"public class TimelineAsset : PlayableAsset, ISerializationCallbackReceiver, ITimelineClipAsset, IPropertyPreview // TypeDefIndex: 5352",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,474065,public class YouYouTimelineEffectWrap // TypeDefIndex: 8912,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,474098,private static int _m_PlayTimeLine(IntPtr L) { },Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,474122,private static int _g_get_CurrPlayableDirector(IntPtr L) { },Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,474134,private static int _g_get_OnStopped(IntPtr L) { },ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,474142,private static int _s_set_CurrPlayableDirector(IntPtr L) { },Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,474154,private static int _s_set_OnStopped(IntPtr L) { },ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,497826,public PlayableDirector CurrPlayableDirector; // 0x0,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,512131,public class TimelineEffect : MonoBehaviour // TypeDefIndex: 9869,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,512134,public PlayableDirector CurrPlayableDirector; // 0x18,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,512140,public BaseAction OnStopped; // 0x40,ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,512175,public void PlayTimeLine() { },Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536452,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_InitTimeline0 = 6253;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536455,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_GetClipsOfTime0 = 6255;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536456,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_MakeClipTriggerInfo0 = 6261;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536458,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_GetNextClipByInstanceID0 = 6262;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536460,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_SetWrapMode0 = 6264;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536465,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_PlayTimeLine0 = 6266;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536466,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_Pause0 = 6274;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
il2cpp_timeline_effect_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536467,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_m_Resume0 = 6275;,Original IL2CPP contains YouYou.TimelineEffect and xLua wrapper methods.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536476,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_g_get_OnStopped0 = 6284;,ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\dump.cs,536481,public const IDMAP0 XLua-CSObjectWrap-YouYouTimelineEffectWrap-_s_set_OnStopped0 = 6289;,ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\stringliteral.json,27251,"""value"": ""OnStopped"",",ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482027,"""Name"": ""UnityEngine.Timeline.TimelineAsset.EditorSettings$$get_fps"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482033,"""Name"": ""UnityEngine.Timeline.TimelineAsset.EditorSettings$$set_fps"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482039,"""Name"": ""UnityEngine.Timeline.TimelineAsset.EditorSettings$$.ctor"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482045,"""Name"": ""UnityEngine.Timeline.TimelineAsset.EditorSettings$$.cctor"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482051,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$.ctor"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482057,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$System.IDisposable.Dispose"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482063,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$MoveNext"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482069,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$\u003C\u003Em__Finally1"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482075,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$\u003C\u003Em__Finally2"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482081,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$System.Collections.Generic.IEnumerator\u003CUnityEngine.Playables.PlayableBinding\u003E.get_Current"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482087,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$System.Collections.IEnumerator.Reset"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482093,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$System.Collections.IEnumerator.get_Current"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482099,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$System.Collections.Generic.IEnumerable\u003CUnityEngine.Playables.PlayableBinding\u003E.GetEnumerator"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482105,"""Name"": ""UnityEngine.Timeline.TimelineAsset.\u003Cget_outputs\u003Ed__27$$System.Collections.IEnumerable.GetEnumerator"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482111,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$UpgradeToLatestVersion"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482117,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$get_editorSettings"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482123,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$get_duration"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482129,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$get_fixedDuration"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482135,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$set_fixedDuration"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482141,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$get_durationMode"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482147,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$set_durationMode"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482153,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$get_outputs"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
il2cpp_timeline_asset_type,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,482159,"""Name"": ""UnityEngine.Timeline.TimelineAsset$$get_clipCaps"",",Original IL2CPP contains UnityEngine.Timeline.TimelineAsset inheriting PlayableAsset.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,650255,"""Name"": ""XLua.CSObjectWrap.YouYouTimelineEffectWrap$$_g_get_OnStopped"",",ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
lua_timeline_lifecycle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\script.json,650256,"""Signature"": ""int32_t XLua_CSObjectWrap_YouYouTimelineEffectWrap___g_get_OnStopped (intptr_t L, const MethodInfo* method);"",",ProcedureNormalBattle toggles timeline battle state and restores actor state around playback.
