path,name,fileId,activeSelf,activeInHierarchy,layer,parentPath,siblingIndex,siblingCount,transformType,localPosition,anchoredPosition,localScale,sizeDelta,anchorMin,anchorMax,pivot,childNames,componentTypes,warning
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/UI_touxianghuxi,UI_touxianghuxi,745344691,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002,5,6,Transform,0/-1.782494/0,,0.53/0.53/1,,,,,Particle System,Transform|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/UI_touxianghuxi/Particle System,Particle System,1104861368,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/UI_touxianghuxi,0,1,Transform,0/0/0,,1/1/1,,,,,touxianghuxi (1),Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/UI_touxianghuxi/Particle System/touxianghuxi (1),touxianghuxi (1),500511238,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/UI_touxianghuxi/Particle System,0,1,Transform,1.1/0.8/0,,80/80/80,,,,,,Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/btnAttack,btnAttack,1096577468,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002,3,6,RectTransform,0/0/0,0/-1.0999985,1/1/1,110/108,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|61|<missing>|UnityEngine.UI.Image,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG,imgIconBG,296446976,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002,0,6,RectTransform,0/0/0,0/-1.7824936,0.6/0.6/0.6,146/148,0.5/0.5,0.5/0.5,0.5/0.5,tweener,RectTransform|CanvasRenderer|UnityEngine.UI.Image|95|BattleHudExtractedSpriteBindingMarker25,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,tweener,1373603559,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG,0,1,RectTransform,0/0/0,0/0,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,imgHeadIcon | ui_touxiangsg | im_frame | UIEffect_normalSkill | im_quality | starts | im_zhiye | UIEffect_SmallSkill | UIEffect_AllSkillNew | UIEffect_meili | UIEffect_BigSkill | im_SmallSkill | im_BigSkill,RectTransform|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_AllSkillNew,UIEffect_AllSkillNew,1266909259,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,8,13,RectTransform,0/0/0,0/60,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_BigSkill,UIEffect_BigSkill,649141317,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,10,13,RectTransform,0/0/0,0/31,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill,UIEffect_SmallSkill,1185068492,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,7,13,RectTransform,0/0/-16.299936,3.9000444/-45,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,Particle System,RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,Particle System,695319863,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill,0,1,Transform,0/0/0,,1/1/1,,,,,ult1 | lizi | gy1 | huan1 (1),Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/gy1,gy1,2008224228,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,2,4,Transform,0/33.7/0,,80/80/80,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/huan1 (1),huan1 (1),1700218310,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,3,4,Transform,0/32.2/0,,80/80/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/lizi,lizi,562160365,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,1,4,Transform,0/59.6/0,,80/80/80,,,,,,Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System/ult1,ult1,1985462094,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_SmallSkill/Particle System,0,4,Transform,0/94.2/0,,57.4456/57.4456/57.4456,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili,UIEffect_meili,724543846,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,9,13,RectTransform,0/0/0,0/28.000015,0/0/0,100/100,0.5/0.5,0.5/0.5,0.5/0.5,Particle System (1),RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),active_route_has_zeroish_local_scale
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1),Particle System (1),235114166,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili,0,1,Transform,0/0/0,,1.1125/0.9875001/1,,,,,gy1 | huan1 | lizi | rxt | huan2,Transform|198|199,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1)/gy1,gy1,1762192971,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1),0,5,Transform,-0.43362007/-35.375084/-15.026802,,71.91012/81.01266/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1)/huan1,huan1,768188584,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1),1,5,Transform,-5/-25.728506/-15.36544,,80.89888/76.96202/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1)/huan2,huan2,1802890772,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1),4,5,Transform,-3.4/-25.728506/-15.36544,,80.89888/76.96202/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1)/lizi,lizi,62179247,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1),2,5,Transform,0/-21.5/0,,80/80/80,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1)/rxt,rxt,1956805069,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_meili/Particle System (1),3,5,Transform,-2.6/-35.5/0.6,,117.54165/121.95673/-279.67288,,,,,,Transform|198|199|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill,UIEffect_normalSkill,1651506250,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,3,13,RectTransform,0/0/0,0.79996735/0.40002182,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,Particle System,RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill/Particle System,Particle System,677095149,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill,0,1,Transform,0/0/0,,1/1/1,,,,,gy1 | huan1 (1),Transform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill/Particle System/gy1,gy1,311810530,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill/Particle System,0,2,Transform,0/0/0,,80/80/80,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill/Particle System/huan1 (1),huan1 (1),1827065057,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/UIEffect_normalSkill/Particle System,1,2,Transform,-0.6/2.2/0,,80/80/80,,,,,,Transform|198|199|<missing>,active_self_but_inactive_parent | has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_BigSkill,im_BigSkill,1470984076,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,12,13,RectTransform,0/0/0,2/103,1.6666664/1.6666664/1.6666664,51/29,0.5/0.5,0.5/0.5,0.5/0.5,im_jiantou,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_BigSkill/im_jiantou,im_jiantou,626443609,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_BigSkill,0,1,RectTransform,0/0/0,0/36.00007,1/1/1,35/47,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_SmallSkill,im_SmallSkill,1483911016,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,11,13,RectTransform,0/0/0,0/-46,1.6666664/1.6666664/1.6666664,57/23,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_frame,im_frame,942974242,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,2,13,RectTransform,0/0/0,1/0,1.03/1.03/1.03,146/146,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality,im_quality,1889654170,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,4,13,RectTransform,0/0/0,-81/56.000004,1/1/1,84/45,0.5/0.5,0.5/0.5,0/0.5,un_quality_7 | sp_quality_7,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/sp_quality_7,sp_quality_7,611091091,False,False,0,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality,1,2,RectTransform,0/0/0,0/0,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script)|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7,un_quality_7,858811008,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality,0,2,RectTransform,0/0/0,0/0,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,effect,RectTransform|CanvasRenderer|UnityEngine.UI.Graphic(serialized_missing_script),
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7/effect,effect,1938294392,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7,0,1,RectTransform,0/0/0,0/0,1/1/1,100/100,0.5/0.5,0.5/0.5,0.5/0.5,lizi | lizi (1),RectTransform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7/effect/lizi,lizi,926221868,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7/effect,0,2,RectTransform,0/0/0,10.300102/0.60002255,100/100/100,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7/effect/lizi (1),lizi (1),894354311,True,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_quality/un_quality_7/effect,1,2,RectTransform,0/0/0,10.3/0.6,100/100/100,100/100,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|198|199,active_self_but_inactive_parent
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/im_zhiye,im_zhiye,1746579839,False,False,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,6,13,RectTransform,0/0/0,68/57.5,0.6333332/0.6333332/0.6333332,76/72,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/imgHeadIcon,imgHeadIcon,1687458824,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,0,13,RectTransform,0/0/0,0/0,-0.9/0.9/0.9,150/150,0.5/0.5,0.5/0.5,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts,starts,1480824653,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener,5,13,RectTransform,0/0/0,-76.7/-38.7,1.6666665/1.6666665/1.6666665,0/0,0.5/0.5,0.5/0.5,0.5/0.5,im_start1 | im_start2 | im_start3 | im_start4 | im_start5 | im_start6 | im_start7,RectTransform|<missing>,has_missing_script_component
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts/im_start1,im_start1,902078207,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts,0,7,RectTransform,0/0/0,0/0,1/1/1,21/21,0/0,0/0,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts/im_start2,im_start2,2081206215,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts,1,7,RectTransform,0/0/0,0/0,1/1/1,21/21,0/0,0/0,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts/im_start3,im_start3,841249098,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts,2,7,RectTransform,0/0/0,0/0,1/1/1,21/21,0/0,0/0,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts/im_start4,im_start4,1927742758,True,True,5,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgIconBG/tweener/starts,3,7,RectTransform,0/0/0,0/0,1/1/1,21/21,0/0,0/0,0.5/0.5,,RectTransform|CanvasRenderer|UnityEngine.UI.Image|BattleHudExtractedSpriteBindingMarker25|UnityEngine.UI.Image,
