sourceKind,sourcePath,sourceName,sourceActiveSelf,sourceActiveInHierarchy,sourceSiblingIndex,sourceAnchoredPosition,sourceLocalScale,sourceSizeDelta,sourceText,sourceFontSize,sourceFontSizeBase,sourceEnableAutoSizing,sourceFontSizeMin,sourceFontSizeMax,sourceCharacterSpacing,sourceCharacterHorizontalScale,sourceFontAssetRef,sourceSharedMaterialRef,matchKind,candidatePath,candidateActiveSelf,candidateActiveInHierarchy,candidateMissingScriptCount,candidateComponentTypes,candidateHasTmpText,candidateTmpText,candidateTmpFontSize,candidateTmpEnableAutoSizing,candidateTmpFontSizeMin,candidateTmpFontSizeMax,candidateTmpCharacterSpacing,candidateTmpFont,candidateTmpMaterial,candidateLoadedComponent,componentGap,routeKnownInB54OrB70,sourceOwner,sourceEvidence,ownershipRationale,primaryClassification,patchDecision
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/txtNickName/txtLevel,txtLevel,True,False,0,50/-19,1/1/1,84/16,Lv.{0},18,18,0,18,72,-5,1,-724809986894116682,8649783434632076371,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/text,text,False,False,3,0/-30,1.1/1/1,98.64/39.57,"""\uC601\uC0C1 \uB044\uAE30""",18,18,0,18,72,-10,1,-724809986894116682,3956069427523887780,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnFastSkill/text,False,False,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua,"lines 132-146, 533-535, 690-699, 1279",btnFastSkill TMP/icon state is owned by ChangeGameFastSkill/CheckFastSkill runtime state,component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/BT_jixu/Text_jixu,Text_jixu,True,False,0,0/22,1/1/1,0/0,"""\uACC4\uC18D""",20,20,0,18,72,0,1,2268522548353052838,4174273018840097604,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,BATTLE54 serialized source row,BATTLE54 TMP/mask audit row,outside B73 focused HUD/right rail set or not enough owner evidence,component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name,txt_chengzhan_name,False,False,10,114/-17,1/1/1,112.01999/16.01,"""\uC804\uC7A5 \uAD6C\uC5ED\uC5D0\uC11C \uAD00\uC804\uD560 \uC218 \uC788\uC2B5\uB2C8\uB2E4""",16,16,0,18,72,0,1,-724809986894116682,8649783434632076371,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txt_chengzhan_name,False,False,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/2p/txtNickName/txtLevel,txtLevel,True,False,0,50/-19,1/1/1,84/16,Lv.{0},18,18,0,18,72,-5,1,-724809986894116682,8649783434632076371,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport/Content/buff_icon/text_round,text_round,True,True,2,9.6/4.7,1/1/1,20/8,3,14,14,0,18,72,10,1,454391846754054610,3398605064068647022,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtFirstAttack,txtFirstAttack,False,False,6,101/-42.15,1/1/1,200/50,"""\uC120\uC81C \uAC12: 1233214""",16,16,0,18,72,0,1,-724809986894116682,8649783434632076371,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/Center/imgAutoTip/bg_tishi/txtAutoTip,txtAutoTip,True,True,0,12/0,1/1/1,0/0,"""\uC790\uB3D9 \uC804\uD22C\uB97C \uC2DC\uC791\uD569\uB2C8\uB2E4""",24,24,0,18,72,0,1,-724809986894116682,8649783434632076371,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/txtNickName,txtNickName,True,False,4,-146/-28,1/1/1,171.23/23.5,"""\uC6A9\uC774\uB2E4 \uC6A9\uC774\uB2E4 \uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,2268522548353052838,4174273018840097604,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/team_desc_left,team_desc_left,False,False,1,0/285,1/1/1,200/23.5,"""\uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,2268522548353052838,4174273018840097604,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/root_buff/root_buff_left/team_desc_left,False,False,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,original prefab + UI_NormalBattle.lua,BATTLE70 route HUD matrix; UI_NormalBattle ShowAllOperBtn/CheckPauseBtnState paths,right rail active/state children require original runtime snapshot before patching,component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,txt_chengzhan_zhansha_num,False,False,13,135/-25,1/1/1,50.42/36.01,132,36,36,0,18,72,-5,1,-724809986894116682,3932716197974622303,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txt_chengzhan_zhansha_num,False,False,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_qianghua,text_qianghua,True,False,9,32.7/37.5,1/1/1,70.7/18.5,+10,18,18,0,18,72,0,1,-724809986894116682,3932716197974622303,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_star_level/text_star_level,text_star_level,True,False,1,51.00009/0,1.7/1.7/1.1111112,100/30,10,24,24,0,18,72,0,1,-724809986894116682,3932716197974622303,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/im_zhuangshi/text_stop,text_stop,True,False,0,0/-9,1/1/1,0/0,"""\uC77C\uC2DC \uC815\uC9C0""",36,36,0,18,72,0,1,2268522548353052838,4174273018840097604,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,BATTLE54 serialized source row,BATTLE54 TMP/mask audit row,outside B73 focused HUD/right rail set or not enough owner evidence,component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/text_baoshi,text_baoshi,False,False,27,32.7/37.5,1/1/1,70.7/18.5,+10,18,18,0,18,72,6,1,454391846754054610,5346313758352445069,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_06_ui_normalbattle_pause/Center/BT_chetui/Text_chetui,Text_chetui,True,False,0,0/22,1/1/1,0/0,"""\uB098\uAC00\uAE30""",20,20,0,18,72,0,1,2268522548353052838,4174273018840097604,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,BATTLE54 serialized source row,BATTLE54 TMP/mask audit row,outside B73 focused HUD/right rail set or not enough owner evidence,component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/txtBeControl,txtBeControl,True,True,2,0/-28,1/1/1,107.7/30,"""\uAE30\uC808""",20,20,0,18,72,0,1,2268522548353052838,8649876188915954944,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/imgVS/txtRound,txtRound,True,True,0,2/-27,1/1/1,0/0,"""\uD134 30""",20,20,0,18,72,0,1,-724809986894116682,8649783434632076371,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/imgVS/txtRound,True,True,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/btn_Explosive_Cancel/text,text,True,False,0,0/0,1/1/1,44.01/25,"""\uCDE8\uC18C""",22,22,0,18,72,0,1,2268522548353052838,6871398411308274113,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/imgVS/txtRound,txtRound,True,False,0,2/-27,1/1/1,90.01/20.01,"""\uD134 30""",20,20,0,18,72,0,1,-724809986894116682,8649783434632076371,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/img_yazhi/text_yahei_num,text_yahei_num,True,True,0,-0.4/-15,1/1/1,0/0,+10%,16,16,0,18,72,0,1,-724809986894116682,5325321661327454409,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/img_yazhi/text_yahei_num,True,True,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,text_player_shield_num,True,True,4,-132.6/20,1/1/1,200/23.5,"""\uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,2268522548353052838,4174273018840097604,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/text_player_shield_num,True,True,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,text_guan_num,True,True,0,1/10,1/1/1,0/15,2,26,26,0,18,72,0,1,2268522548353052838,-4383744721098263825,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/bg_guanzhi/text_guan_num,True,True,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num,text_yahei_num,True,True,0,-0.4/-15.1,1/1/1,0/0,+10%,16,16,0,18,72,0,1,-724809986894116682,5325321661327454409,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/img_yazhi/text_yahei_num,True,True,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui3,text_cizhui3,True,True,2,0/0,1/1/1,192.8634/40.35,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8""",16,16,0,18,72,-10,1,-724809986894116682,477919381716323141,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName,txtNickName,True,True,7,-92/23,1/1/1,200/23.5,"""\uC774\uB098\uC640 \uB098\uBBF8""",20,20,0,18,72,20,1,2268522548353052838,4174273018840097604,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtNickName,True,True,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off/text_TwoSpeed_Off,text_TwoSpeed_Off,False,False,0,1/-1,1/1/1,40.01/25,X1.0,20,20,0,18,72,0,1,2268522548353052838,4174273018840097604,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_opra/btnTwoSpeed/im_off/text_TwoSpeed_Off,False,False,2,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua,"lines 111-131, 410-417, 528-530, 683-687, 1193, 1278",btnTwoSpeed labels/icons are speed state owned by ProcedureNormalBattle and Lua,component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,txtNickName,True,True,7,108/23,1/1/1,200/23.5,"""\uC6A9\uC774\uB2E4""",20,20,0,18,72,20,1,2268522548353052838,4174273018840097604,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/txtNickName,True,True,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/cizhui_group/cizhui_group/text_cizhui2,text_cizhui2,True,True,1,0/0,1/1/1,192.8634/40.35,"""\uC624\uB298 \uB0A8\uC740 \uAD6C\uB9E4 \uD69F\uC218: \uC624\uB298 \uB0A8""",16,16,0,18,72,-10,1,-724809986894116682,477919381716323141,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/UI_BattleItemFly/root_item/itemCell76/im_ExtAdd/text_ExtAdd,text_ExtAdd,True,False,0,5.1/9.293758,1/1/1,81.8665/18.7937,"""\uCD94\uAC00""",18.75,20,1,10,20,0,1,-724809986894116682,3932716197974622303,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel,txtLevel,True,True,8,-142/-40,1/1/1,84/16,Lv.23,20,20,0,18,72,-5,1,2268522548353052838,4174273018840097604,exact,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/txtLevel,True,True,1,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>,False,,,False,,,,,,False,tmp_component_absent_or_unresolved_missing_script_in_candidate,True,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",component_rehydration_required,no_patch_in_battle74
tmp,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/txtBeControl,txtBeControl,True,True,2,0/-28,1/1/1,107.7/30,"""\uAE30\uC808""",20,20,0,18,72,0,1,2268522548353052838,8649876188915954944,none,,,,,,,,,,,,,,,False,source_row_not_present_in_b73_candidate_focus_or_path_missing,True,original prefab + UI_NormalBattle.lua,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",component_rehydration_required,no_patch_in_battle74
