side,waveNo,ownerHeroDid,ownerHeroId,skillType,skillDid,skillActFound,skillPassiveFound,skillHeroId,scriptId,prefabField,prefabId,assetPathViaGetSysprefabData,sysPrefabFound,sysPrefabName,timelineFound,timelineLine,skillBundle,skillBundleExists,prefabDeps,audioDeps,videoDeps,status,evidence
enemy,2,1100121,-1,1,1012201,True,False,1012,1012201,prefabId,1012201,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,True,真田幸村小技能1,True,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100121,-1,1,1012301,True,False,1012,1012301,prefabId,1012301,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,True,真田幸村绝技1,True,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100121,-1,1,1012301,True,False,1012,1012301,fastPrefabId,1012351,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,True,真田幸村(快速)绝技1,True,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100121,-1,2,1012401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100121,-1,2,1012403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100122,-2,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100122,-2,1,1012201,True,False,1012,1012201,prefabId,1012201,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,True,真田幸村小技能1,True,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100122,-2,1,1012301,True,False,1012,1012301,prefabId,1012301,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,True,真田幸村绝技1,True,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100122,-2,1,1012301,True,False,1012,1012301,fastPrefabId,1012351,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,True,真田幸村(快速)绝技1,True,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100122,-2,2,1012401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100122,-2,2,1012403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100123,-3,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100123,-3,1,1012201,True,False,1012,1012201,prefabId,1012201,Assets/Download/SkillPrefabsAndRes/1012/1012201.prefab,True,真田幸村小技能1,True,112,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz2Variant.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/lztyz1.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/xbz.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012201,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100123,-3,1,1012301,True,False,1012,1012301,prefabId,1012301,Assets/Download/SkillPrefabsAndRes/1012/1012301.prefab,True,真田幸村绝技1,True,114,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab,event:/BattleSE/1012301|event:/DUBVOICE/DUBVOICE_1012_EXSKILL1|event:/DUBVOICE/DUBVOICE_1012_EXSKILL2,Assets/Download/SkillPrefabsAndRes/1012/1012dh.mp4,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100123,-3,1,1012301,True,False,1012,1012301,fastPrefabId,1012351,Assets/Download/SkillPrefabsAndRes/1012/1012351.prefab,True,真田幸村(快速)绝技1,True,118,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/CommonPrefabsAndRes/SkillEffect/CommonSkillPrefabsAndRes1/redspeedline/redspeedline.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/qbz.prefab|Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/dzbd.prefab,event:/BattleSimple/1012351,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100123,-3,2,1012401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,2,1100123,-3,2,1012403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100131,-1,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100131,-1,2,1001401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100131,-1,2,1001403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100132,-2,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100132,-2,2,1001401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100132,-2,2,1001403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100133,-3,1,1012101,True,False,1012,1012101,prefabId,1012101,Assets/Download/SkillPrefabsAndRes/1012/1012101.prefab,True,真田幸村普攻,True,111,download/skillprefabsandres/1012.assetbundle,True,Assets/Download/SkillPrefabsAndRes/1012/ZTXC1012/bd1/bdx1.prefab,event:/DUBVOICE/DUBVOICE_1012_ATK1|event:/DUBVOICE/DUBVOICE_1012_ATK2|event:/DUBVOICE/DUBVOICE_1012_ATK3|event:/BattleSE/1012101,,timeline_resolved,DTSkillAct.prefabId -> DTSysPrefab direct decode/LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100133,-3,2,1001401,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
enemy,3,1100133,-3,2,1001403,False,True,,,,,,,,False,,,False,,,,missing_DTSkillAct_prefab_mapping,BattleResPreloadMgr:GetSkillPrefabAllRes uses LuaUtils.GetSysprefabData(prefabId).AssetPath -> BattleTimelineResMap[AssetPath]
