source_kind,source_path,line_or_range,class_or_file,symbol,evidence_type,detail,token_or_address,interpretation,decision
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,174,YouYou.AbstractUIManager,LoadUIAsset,method,"private GameObject LoadUIAsset(string assetPath, out AssetInfo assetInfo)","[Token(Token = ""0x60033F1"")] [Address(RVA = ""0x1431390"", Offset = ""0x1431390"", VA = ""0x1431390"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,180,YouYou.AbstractUIManager,public abstract void OnShowUI(UIFormBase uiFormBase);,field,public abstract void OnShowUI(UIFormBase uiFormBase);,"[Token(Token = ""0x60033F2"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,183,YouYou.AbstractUIManager,public abstract void OnHideUI(UIFormBase uiFormBase);,field,public abstract void OnHideUI(UIFormBase uiFormBase);,"[Token(Token = ""0x60033F3"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,186,YouYou.AbstractUIManager,"protected abstract void OnCloseUIForm(UIFormBase formBase, bool isImmediately);",field,"protected abstract void OnCloseUIForm(UIFormBase formBase, bool isImmediately);","[Token(Token = ""0x60033F4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,190,YouYou.AbstractUIManager,CloseUIForm,method,public void CloseUIForm(int uiFormId),"[Token(Token = ""0x60033F5"")] [Address(RVA = ""0x1431BD0"", Offset = ""0x1431BD0"", VA = ""0x1431BD0"", Slot = ""6"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,196,YouYou.AbstractUIManager,CloseUIForm,method,"public void CloseUIForm(int uiFormId, bool isImmediately)","[Token(Token = ""0x60033F6"")] [Address(RVA = ""0x1431D6C"", Offset = ""0x1431D6C"", VA = ""0x1431D6C"", Slot = ""7"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,202,YouYou.AbstractUIManager,CloseUIForm,method,"public void CloseUIForm(UIFormBase formBase, bool isImmediately = false)","[Token(Token = ""0x60033F7"")] [Address(RVA = ""0x1431C7C"", Offset = ""0x1431C7C"", VA = ""0x1431C7C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,208,YouYou.AbstractUIManager,HideUIForm,method,public void HideUIForm(int uiFormId),"[Token(Token = ""0x60033F8"")] [Address(RVA = ""0x1431E1C"", Offset = ""0x1431E1C"", VA = ""0x1431E1C"", Slot = ""8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,214,YouYou.AbstractUIManager,HideUIForm,method,public void HideUIForm(UIFormBase uiFormBase),"[Token(Token = ""0x60033F9"")] [Address(RVA = ""0x1431ED0"", Offset = ""0x1431ED0"", VA = ""0x1431ED0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,220,YouYou.AbstractUIManager,ShowUIForm,method,public void ShowUIForm(int uiFormId),"[Token(Token = ""0x60033FA"")] [Address(RVA = ""0x1431F70"", Offset = ""0x1431F70"", VA = ""0x1431F70"", Slot = ""9"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,226,YouYou.AbstractUIManager,ShowUIForm,method,public void ShowUIForm(UIFormBase uiFormBase),"[Token(Token = ""0x60033FB"")] [Address(RVA = ""0x1432024"", Offset = ""0x1432024"", VA = ""0x1432024"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,232,YouYou.AbstractUIManager,IsExists,method,public bool IsExists(int uiFormId),"[Token(Token = ""0x60033FC"")] [Address(RVA = ""0x14309B0"", Offset = ""0x14309B0"", VA = ""0x14309B0"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,239,YouYou.AbstractUIManager,IsDisableUILayer,method,public bool IsDisableUILayer(int uiFormId),"[Token(Token = ""0x60033FD"")] [Address(RVA = ""0x14320C4"", Offset = ""0x14320C4"", VA = ""0x14320C4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,246,YouYou.AbstractUIManager,GetBgMusic,method,public int GetBgMusic(int uiFormId),"[Token(Token = ""0x60033FE"")] [Address(RVA = ""0x14322C4"", Offset = ""0x14322C4"", VA = ""0x14322C4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,253,YouYou.AbstractUIManager,GetLastUILayer,method,public int GetLastUILayer(),"[Token(Token = ""0x60033FF"")] [Address(RVA = ""0x14324BC"", Offset = ""0x14324BC"", VA = ""0x14324BC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,260,YouYou.AbstractUIManager,GetLastEnableUILayer,method,public int GetLastEnableUILayer(),"[Token(Token = ""0x6003400"")] [Address(RVA = ""0x1432550"", Offset = ""0x1432550"", VA = ""0x1432550"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,267,YouYou.AbstractUIManager,GetLastEnableUILayerByGroupId,method,public UIFormBase GetLastEnableUILayerByGroupId(int groupId),"[Token(Token = ""0x6003401"")] [Address(RVA = ""0x1432624"", Offset = ""0x1432624"", VA = ""0x1432624"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,274,YouYou.AbstractUIManager,CloseAllUI,method,public void CloseAllUI(),"[Token(Token = ""0x6003402"")] [Address(RVA = ""0x143270C"", Offset = ""0x143270C"", VA = ""0x143270C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,279,YouYou.AbstractUIManager,public abstract int GetSubtopUIFormId();,field,public abstract int GetSubtopUIFormId();,"[Token(Token = ""0x6003403"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,283,YouYou.AbstractUIManager,AbstractUIManager,method,protected AbstractUIManager(),"[Token(Token = ""0x6003404"")] [Address(RVA = ""0x14327B8"", Offset = ""0x14327B8"", VA = ""0x14327B8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,21,YouYou.UIManager,<>4__this,field,public UIManager <>4__this;,"[Token(Token = ""0x400223D"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,25,YouYou.UIManager,uiFormId,field,public int uiFormId;,"[Token(Token = ""0x400223E"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,29,YouYou.UIManager,sysUIForm,field,public DTSysUIForm sysUIForm;,"[Token(Token = ""0x400223F"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,33,YouYou.UIManager,userData,field,public object userData;,"[Token(Token = ""0x4002240"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,37,YouYou.UIManager,onOpen,field,public BaseAction<UIFormBase> onOpen;,"[Token(Token = ""0x4002241"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,41,YouYou.UIManager,<>c__DisplayClass9_0,method,public <>c__DisplayClass9_0(),"[Token(Token = ""0x60034E5"")] [Address(RVA = ""0xD8EF14"", Offset = ""0xD8EF14"", VA = ""0xD8EF14"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,47,YouYou.UIManager,<OpenUIForm>b__0,method,internal void <OpenUIForm>b__0(),"[Token(Token = ""0x60034E6"")] [Address(RVA = ""0xD8EF1C"", Offset = ""0xD8EF1C"", VA = ""0xD8EF1C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,58,YouYou.UIManager,<>4__this,field,public UIManager <>4__this;,"[Token(Token = ""0x4002242"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,62,YouYou.UIManager,sys_UIForm,field,public DTSysUIForm sys_UIForm;,"[Token(Token = ""0x4002243"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,66,YouYou.UIManager,formBase,field,public UIFormBase formBase;,"[Token(Token = ""0x4002244"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,70,YouYou.UIManager,onOpen,field,public BaseAction<UIFormBase> onOpen;,"[Token(Token = ""0x4002245"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,74,YouYou.UIManager,<>c__DisplayClass10_0,method,public <>c__DisplayClass10_0(),"[Token(Token = ""0x60034E7"")] [Address(RVA = ""0xD8EEE4"", Offset = ""0xD8EEE4"", VA = ""0xD8EEE4"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,80,YouYou.UIManager,<OpenUI>b__0,method,internal void <OpenUI>b__0(),"[Token(Token = ""0x60034E8"")] [Address(RVA = ""0xD8EEEC"", Offset = ""0xD8EEEC"", VA = ""0xD8EEEC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,92,YouYou.UIManager,<>9,field,public static readonly <>c <>9;,"[Token(Token = ""0x4002246"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,96,YouYou.UIManager,<>9__11_0,field,public static Comparison<UIFormBase> <>9__11_0;,"[Token(Token = ""0x4002247"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,100,YouYou.UIManager,<>c,method,public <>c(),"[Token(Token = ""0x60034EA"")] [Address(RVA = ""0xD8EE8C"", Offset = ""0xD8EE8C"", VA = ""0xD8EE8C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,106,YouYou.UIManager,<CheckAndIsFull>b__11_0,method,"internal int <CheckAndIsFull>b__11_0(UIFormBase x, UIFormBase y)","[Token(Token = ""0x60034EB"")] [Address(RVA = ""0xD8EE94"", Offset = ""0xD8EE94"", VA = ""0xD8EE94"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,118,YouYou.UIManager,<>1__state,field,private int <>1__state;,"[Token(Token = ""0x4002248"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,122,YouYou.UIManager,<>2__current,field,private object <>2__current;,"[Token(Token = ""0x4002249"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,126,YouYou.UIManager,formBase,field,public UIFormBase formBase;,"[Token(Token = ""0x400224A"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,130,YouYou.UIManager,<>4__this,field,public UIManager <>4__this;,"[Token(Token = ""0x400224B"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,159,YouYou.UIManager,<YieldCloseUIForm>d__34,method,public <YieldCloseUIForm>d__34(int <>1__state),"[Token(Token = ""0x60034EC"")] [Address(RVA = ""0xD8EF48"", Offset = ""0xD8EF48"", VA = ""0xD8EF48"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,166,YouYou.UIManager,private void System.IDisposable.Dispose(),method,private void System.IDisposable.Dispose(),"[Token(Token = ""0x60034ED"")] [Address(RVA = ""0xD8EF74"", Offset = ""0xD8EF74"", VA = ""0xD8EF74"", Slot = ""5"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,172,YouYou.UIManager,MoveNext,method,private bool MoveNext(),"[Token(Token = ""0x60034EE"")] [Address(RVA = ""0xD8EF78"", Offset = ""0xD8EF78"", VA = ""0xD8EF78"", Slot = ""6"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,180,YouYou.UIManager,private void System.Collections.IEnumerator.Reset(),method,private void System.Collections.IEnumerator.Reset(),"[Token(Token = ""0x60034F0"")] [Address(RVA = ""0xD8F410"", Offset = ""0xD8F410"", VA = ""0xD8F410"", Slot = ""8"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,187,YouYou.UIManager,m_OpenUIFormList,field,private LinkedList<UIFormBase> m_OpenUIFormList;,"[Token(Token = ""0x4002235"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,191,YouYou.UIManager,m_ReverseChangeUIStack,field,private Stack<UIFormBase> m_ReverseChangeUIStack;,"[Token(Token = ""0x4002236"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,195,YouYou.UIManager,m_ActiveFalseList,field,private List<NextFrameActiveParams> m_ActiveFalseList;,"[Token(Token = ""0x4002237"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,199,YouYou.UIManager,m_ActiveFalsePool,field,private List<NextFrameActiveParams> m_ActiveFalsePool;,"[Token(Token = ""0x4002238"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,203,YouYou.UIManager,m_LoadingUIFormList,field,private LinkedList<int> m_LoadingUIFormList;,"[Token(Token = ""0x4002239"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,207,YouYou.UIManager,m_CloseCoroutine,field,private Coroutine m_CloseCoroutine;,"[Token(Token = ""0x400223A"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,211,YouYou.UIManager,doSomethingNextFrame,field,public bool doSomethingNextFrame;,"[Token(Token = ""0x400223B"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,215,YouYou.UIManager,m_FuncTOABNames,field,"private Dictionary<string, string> m_FuncTOABNames;","[Token(Token = ""0x400223C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,219,YouYou.UIManager,UIManager,method,public UIManager(),"[Token(Token = ""0x60034C8"")] [Address(RVA = ""0xDCDD6C"", Offset = ""0xDCDD6C"", VA = ""0xDCDD6C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,225,YouYou.UIManager,OpenUIForm,method,"internal void OpenUIForm(int uiFormId, [Optional] object userData, [Optional] BaseAction<UIFormBase> onOpen)","[Token(Token = ""0x60034C9"")] [Address(RVA = ""0xDCE008"", Offset = ""0xDCE008"", VA = ""0xDCE008"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,232,YouYou.UIManager,OpenUI,method,"private void OpenUI(int uiFormId, DTSysUIForm sys_UIForm, object userData, BaseAction<UIFormBase> onOpen)","[Token(Token = ""0x60034CA"")] [Address(RVA = ""0xDCEAFC"", Offset = ""0xDCEAFC"", VA = ""0xDCEAFC"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,238,YouYou.UIManager,CheckAndIsFull,method,private void CheckAndIsFull(),"[Token(Token = ""0x60034CB"")] [Address(RVA = ""0xDCF63C"", Offset = ""0xDCF63C"", VA = ""0xDCF63C"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
ilspy_dummy_dll_decompile,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\il2cpp_dump\DummyDll\Assembly-CSharp.dll,245,YouYou.UIManager,OpenUI,method,"private void OpenUI(DTSysUIForm sys_UIForm, UIFormBase formBase, BaseAction<UIFormBase> onOpen)","[Token(Token = ""0x60034CC"")] [Address(RVA = ""0xDCFE18"", Offset = ""0xDCFE18"", VA = ""0xDCFE18"")]","DummyDll exposes signature/field shape but not the IL2CPP native method body; use as structural evidence, not algorithm proof.",algorithm_body_not_recovered_from_dummy_dll
