evidence_kind,source,target,path,component_types,active_state,rect_or_canvas,snippet,interpretation,patch_decision
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__7829900269131217863,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle5__3989089819604024096/im_qipao2__-380348069336290365/text_num__7829900269131217863,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_new__-8852094568978209698,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle5__3989089819604024096/im_new__-8852094568978209698,CanvasRenderer|Image|RectTransform,activeSelf=False; activeInHierarchy=False,"anchored=30,73.3; size=27,27; scale=1,1,1; sibling=5",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,sp_guild__5586381430955413960,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/sp_guild__5586381430955413960,RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=5,37; size=96.372,88.693; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_on__-3542802835436383425,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_on__-3542802835436383425,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_on__-8555840723276919587__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_on__-3542802835436383425/text_on__-8555840723276919587__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=False,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_off__4975218722388425263,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_off__4975218722388425263,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=True; activeInHierarchy=True,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_off__-8666989276781493796__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_off__4975218722388425263/text_off__-8666989276781493796__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=True,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao1__-2442664563886683524,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_qipao1__-2442664563886683524,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=27,27; scale=1,1,1; sibling=3",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,RedDot__-4072932297547259788,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_qipao1__-2442664563886683524/RedDot__-4072932297547259788,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=27,27; scale=0.8,0.8,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__-6822110339123934195,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_qipao1__-2442664563886683524/text_num__-6822110339123934195,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao2__-6524982336280679286,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_qipao2__-6524982336280679286,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=45,56; size=27,27; scale=1,1,1; sibling=4",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,RedDot__5274632270563094811,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_qipao2__-6524982336280679286/RedDot__5274632270563094811,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=27,27; scale=0.8,0.8,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__-7953939942620642684,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_qipao2__-6524982336280679286/text_num__-7953939942620642684,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_new__8554088382836717937,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_new__8554088382836717937,CanvasRenderer|Image|RectTransform,activeSelf=False; activeInHierarchy=False,"anchored=43,73.3; size=27,27; scale=1,1,1; sibling=5",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_guild_can_join__1948381038355247688,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle6__4819124037445857078/im_guild_can_join__1948381038355247688,CanvasRenderer|Image|RectTransform,activeSelf=False; activeInHierarchy=False,"anchored=43,73.3; size=27,27; scale=1,1,1; sibling=6",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,sp_maincity__2275674091209698383,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/sp_maincity__2275674091209698383,RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=3,36; size=109.999,94; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_on__2411793564342831924,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_on__2411793564342831924,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_on__-5510173544870416412__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_on__2411793564342831924/text_on__-5510173544870416412__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=False,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_off__-214759850272892160,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_off__-214759850272892160,Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=True; activeInHierarchy=True,"anchored=0,-10; size=167,98; scale=1,1,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_off__8693197015696369089__font_riyu,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_off__-214759850272892160/text_off__8693197015696369089__font_riyu,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=True,"anchored=0,-40; size=70,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,RedDot__3411870868266379925,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/RedDot__3411870868266379925,CanvasRenderer|Image|RectTransform,activeSelf=False; activeInHierarchy=False,"anchored=38.8,67.5; size=27,27; scale=0.8,0.8,1; sibling=3",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao1__-9050064193153203824,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_qipao1__-9050064193153203824,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=36,33; scale=1,1,1; sibling=4",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__7801758371330488663,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_qipao1__-9050064193153203824/text_num__7801758371330488663,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=1.5,0; size=40,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipao2__-1014376862256848298,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_qipao2__-1014376862256848298,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=40,70; size=36,33; scale=1,1,1; sibling=5",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_num__6734302884479835448,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_qipao2__-1014376862256848298/text_num__6734302884479835448,CanvasRenderer|RectTransform|Text,activeSelf=True; activeInHierarchy=False,"anchored=0,0; size=40,30; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_city_qipaoup__7501584913401455250,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_city_qipaoup__7501584913401455250,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=26.14,49.58; size=41,58; scale=1.05,1.05,1.05; sibling=6",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_qipaofast__8525070468584182321,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_qipaofast__8525070468584182321,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=24.8,49; size=66,48; scale=1,1,1; sibling=7",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,num__8618292812933439582__font_num,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_qipaofast__8525070468584182321/num__8618292812933439582__font_num,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=False,"anchored=-13.3,6.6; size=21.66,50; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_city_qipaoup2__-3677207162392417941,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/toggle7__-3817517230233315748/im_city_qipaoup2__-3677207162392417941,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=-23.5,68; size=112,41; scale=1.05,1.05,1.05; sibling=8",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,bg_ditu__-6764919561489401875,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi__-8508595273736828006/bg_ditu__-6764919561489401875,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=489,-193; size=253.5,93; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_jiantou__3305284616206979530,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi__-8508595273736828006/im_jiantou__3305284616206979530,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=489,-236; size=28,19; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_message__3557758630990146798,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi__-8508595273736828006/text_message__3557758630990146798,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=489,-193; size=200,45; scale=1,1,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_tmp_message__-637086105896227588__font_EPM,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi__-8508595273736828006/text_tmp_message__-637086105896227588__font_EPM,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=True,"anchored=482,-190; size=211.8,30; scale=1,1,1; sibling=3",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,bg_ditu__-5366794343355021401,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi2__8257156722157295232/bg_ditu__-5366794343355021401,CanvasRenderer|Image|RectTransform,activeSelf=True; activeInHierarchy=True,"anchored=296.4,-190; size=236.2,112; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_renwu__-2179817142706244057,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi2__8257156722157295232/im_renwu__-2179817142706244057,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=178.9,-172; size=110,135; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_biaoqing1__1834538569224189764,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi2__8257156722157295232/im_renwu__-2179817142706244057/im_biaoqing1__1834538569224189764,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=False; activeInHierarchy=False,"anchored=11,2; size=51,28; scale=1,1,1; sibling=0",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,im_biaoqing2__6030595119816213301,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi2__8257156722157295232/im_renwu__-2179817142706244057/im_biaoqing2__6030595119816213301,CanvasRenderer|Image|RectTransform|RestoreClickLogger,activeSelf=True; activeInHierarchy=False,"anchored=6,-2; size=73,53; scale=1,1,1; sibling=1",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_message__-2856066976137449644,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi2__8257156722157295232/text_message__-2856066976137449644,CanvasRenderer|RectTransform|Text,activeSelf=False; activeInHierarchy=False,"anchored=296.4,-188.2; size=164.9,40; scale=1,1,1; sibling=2",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
ui136_scene_probe,C:\Users\godho\Downloads\girlswar\reports\maininterface\MAININTERFACE_136_uidock_candidate_scene_probe.csv,text_tmp_message__7964745134258700940__font_EPM,Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_Dock_OpenStack_UI136/middle__-8466828004930285515/gongnengrukou__-5389576201289399819/bg_gongneng__-2565117311671495054/toogles__-8086237336721494818/jiarutishi2__8257156722157295232/text_tmp_message__7964745134258700940__font_EPM,CanvasRenderer|RectTransform|TextMeshProUGUI,activeSelf=True; activeInHierarchy=True,"anchored=295,-187; size=205.4,30; scale=1,1,1; sibling=3",source-built UI_Dock hierarchy row; no coordinate-only patch applied,UI136 candidate scene evidence,trace_only_no_patch
