"game_object_name","game_object_id","game_object_active","father_id","father_name","path_id","anchored_pos_x","anchored_pos_y","size_delta_x","size_delta_y","local_scale_x","local_scale_y","child_ids"
"bg_juese","-3618791806314478432","True","-7709903567246479490","","8924767933396413025","175.0","293.70001220703125","253.5","68.0","1.0","1.0","1541906479260934459;-2773496565854113313;-3481527396824609616;-1299672952214551046;7563613817165128761;2373153506476881520;-8534250633972333745;2764982086506843084;8621551243087461226;-910126287860930647;-2480755093783065391;-3311789473616963467"
"toggle_battle_set_45","3425322038482447765","True","-7712274775158510570","","1497242631444291566","0.0","0.0","100.0","30.0","1.0","1.0","-3987991034235630700;-5456933333464895060"
"toggle_battle_set_30","4834603699365358974","True","-7712274775158510570","","2403640878819769736","0.0","0.0","100.0","30.0","1.0","1.0","-3201618461493506345;7322973272979383729"
"toggle_battle_set_60","-2647323436395058353","True","-7712274775158510570","","4624278114102347406","0.0","0.0","100.0","30.0","1.0","1.0","-8094660494775696453;-3475882401662875408"
"btnToggle3","-3593029120460745446","True","-7748643058723455256","","-5731503814949141683","-1.2000000476837158","1.0","100.0","98.0","1.0","1.0","-7196299360274307351"
"text_wanfaTips","-4402067903995416693","False","-7748643058723455256","","7136319762775728839","0.0","20.0","100.0","50.0","1.0","1.0",""
"btnToggle7","-221070569679405601","True","7794207423867286431","","-7696161517847213932","0.0","1.0","100.0","98.0","1.0","1.0","7519715443340010670"
"text_wanfaTips","7253345514939460615","False","7794207423867286431","","-2479363539983671439","0.0","20.0","100.0","50.0","1.0","1.0",""
"wanfaBgImg","5125774641126061909","True","7836085562230756963","","-7952813358366190174","0.0","0.0","144.0","144.0","1.0","1.0",""
"text_wanfaTips","4337440627242472922","True","7836085562230756963","","-3039270450605219620","-90.0","-35.599998474121094","180.0","30.0","1.0","1.0",""
"wanfaBtn","-1989194518598755751","True","7836085562230756963","","-2510216933665100986","0.0","0.0","130.0","130.0","1.0","1.0",""
"p_chat_private_frame","1471632918470315019","True","-7848748669470143469","","4722122412667686506","0.0","0.0","200.0","200.0","1.0","1.0",""
"toggle3","3455716351362602624","True","-8086237336721494818","","-6972970831923998147","-166.0","0.0","0.0","0.0","1.0","1.0","3425111358649296926;-4554973158640049960;518680114936329312;2497753938370143474"
"toggle4","-1222977969123356831","True","-8086237336721494818","","-6804366038503861017","0.0","0.0","0.0","0.0","1.0","1.0","-5242930961941176902;-1222559236234254205;7609373578294030332;-2400423475754272933;9195652009850613392;8902403107068456858;-4598243874201664563;2595274916376899356"
"toggle7","2095760640387320538","True","-8086237336721494818","","-3817517230233315748","332.0","0.0","0.0","0.0","1.0","1.0","2275674091209698383;2411793564342831924;-214759850272892160;3411870868266379925;-9050064193153203824;-1014376862256848298;7501584913401455250;8525070468584182321;-3677207162392417941;-2960132540872145043"
"toggle5","-4448131232342505652","True","-8086237336721494818","","3989089819604024096","166.0","0.0","0.0","0.0","1.0","1.0","6488046465587119062;-5215337679687611488;-4795627789347214698;694121115891590875;-380348069336290365;-8852094568978209698"
"toggle6","-3468240844043522866","True","-8086237336721494818","","4819124037445857078","498.0","0.0","0.0","0.0","1.0","1.0","5586381430955413960;-3542802835436383425;4975218722388425263;-2442664563886683524;-6524982336280679286;8554088382836717937;1948381038355247688"
"toggle1","-4417052639649613101","True","-8086237336721494818","","7591293892622252672","-498.0","0.0","0.0","0.0","1.0","1.0","3835362230345717257;-5891749526711796232;-8260082556590129835;-7474895910225272508;5016486893132270327"
"toggle2","5135619327622276220","True","-8086237336721494818","","7950299754146285530","-332.0","0.0","0.0","0.0","1.0","1.0","4593879884870609137;4968733986243935381;5193622481985759590;7250120232226155695;1377076115514586360;-2760416223835654137;-5947067968447913142"
"toggle_node","-3867057951065104428","True","8371218141009531374","","-4064055762651516724","0.0","0.0","100.0","100.0","1.0","1.0","4416951584085268321;7180016627557478747;-6130468911095588268;-8115060381664646458"
"bg_dibu","-2552456473308715524","True","-8605903632453188793","","-5688848724933659197","0.0","-360.0","2500.0","48.0","1.0","1.0","7890730691179541720"
"txt_act_leftTime","-635418476074080082","True","8780490937826274486","","6461886494149976420","0.0","-52.599998474121094","110.0","14.010000228881836","1.0","1.0",""
"UI_Main_wanfa_item_2","3652740288344327392","True","9056630568254389742","","-3930377403474185176","18.0","192.0","100.0","100.0","1.0","1.0","-6087085470653368835;-8318423108051799291;-9047331040974660233;2337463915861829486;2778291803801687173;7817983549160651324;-5936139281737355205;-8246999005634469339;840801985878816193"
"wanfaWorldNode","-7125569857159217321","True","9056630568254389742","","-3820167396480157270","-12.0","87.0","100.0","100.0","1.0","1.0","3512211464843089861;3375689855543054311;5611221341508507661;4226973974425312330;3339705364331503776;4770820143629459276"
"UI_Main_wanfa_item_1","2741717018572241449","True","9056630568254389742","","51920382737909704","-246.0","192.0","100.0","100.0","1.0","1.0","-2847822897649166745;1449871701069084495;-6801489505443444490;-4882528769436301220;-2209049531134370308;-5982825750273040741;1624559177700309340;7513344076664902408;1986840053565196790"
"UI_Main_wanfa_item_3","-5284405456658630512","True","9056630568254389742","","1745568030950951925","-246.0","-14.0","100.0","100.0","1.0","1.0","-2011011070318215459;-249494615586118723;3550262967849686076;-1786927514953282374;-4444991916405094732;-6275118336609310875;1061094201511039461;8735560845260607414;7344258773029800384"
"UI_Main_wanfa_item_4","7024431992645423050","True","9056630568254389742","","7836085562230756963","18.0","-14.0","100.0","100.0","1.0","1.0","-7952813358366190174;-2663983105510939953;2420700212528543409;412788869340406666;-3039270450605219620;-3578904844754949875;5954440455150368682;-3521887510053148211;-2510216933665100986"
"toggle","6418340880953165316","True","-9167957265922100291","","4093325246576984847","0.0","-191.0","100.0","100.0","1.0","1.0","1201920377440664971;3621980959781458762"
"btnToggle1","6458587595025163362","True","-935808717851147801","","9148457326747207575","0.0","1.0","100.0","98.0","1.0","1.0","-8644893969609994203"
