referenceElement,rootName,hierarchyPath,gameObjectName,gameObjectId,rectPathId,active,depth,anchoredPos,sizeDelta,localScale,spriteNames,texts,buttonHandlers,candidateReason
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer39,Renderer39,-6186484686887261952,-5120408283524487944,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_7/btn_act,btn_act,-6178576418460602108,-5119292688878394390,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,UI_MainPageActItem.inline_function:24,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/Viewport/Content/lucky/text_youjian/bg_name/text_name,text_name,-2501870962174975777,-5082815805803890126,True,8,"0.0,0.0","36.0,40.0","1.0,1.0,1.0",,시스템 ,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_12/im_qipao1,im_qipao1,211189600655343853,-5055448804683807220,True,4,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/btn_download/qipao,qipao,2325243621332004607,-5020015804280540570,True,3,"0.0,0.0","81.0,87.0","1.0,1.0,1.0",Icon_qipai_3,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/im_redpoint_shangdian/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-3152454806439981595,-4994906613014233868,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/im_redpoint_shangdian/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-3152454806439981595,-4994906613014233868,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/im_zhan,im_zhan,-5963601350466448683,-4963393399791802639,True,3,"-32.20000076293945,26.700000762939453","42.0,40.0","1.0,1.0,1.0",multilang_IC_zhandouli,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_2/im_qipao1/text_num,text_num,-5763841338298484450,-4958620652890888395,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_19/im_qipao1/text_num,text_num,6274914472830409322,-4943183911821435813,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface,UI_MainInterface/left/bg_juese/head_yuan150/im_xuanzhong,im_xuanzhong,2420713352264289637,-4933049869330783874,False,4,"0.0,0.0","200.0,200.0","1.0,1.0,1.0",T_xuanzhongxiaoguo,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/dog/text_youjian/bg_name/text_name,text_name,-5697565362855235581,-4902973507757689182,True,8,"0.0,0.0","36.0,40.0","1.0,1.0,1.0",,시스템,,strong_reference_layout_candidate_old_root_has_matching_stack
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/head_yuan150/im_mask/btn_head,btn_head,-2102545924765719241,-4898884475171848860,True,5,"0.0,0.0","145.0,145.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/head_yuan150/im_mask/btn_head,btn_head,-2102545924765719241,-4898884475171848860,True,5,"0.0,0.0","145.0,145.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface,UI_MainInterface/left/bg_juese/bg_jingyan/im_jingyan,im_jingyan,-2529692953516548227,-4893102460208870818,True,4,"-0.899993896484375,0.0","266.0,8.0","1.0,1.0,1.0",zhuye_jindu2,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_3/im_new/NewShow,NewShow,9131791977050764456,-4891013447454227327,True,5,"0.0,0.0","100.0,100.0","0.699999988079071,0.699999988079071,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_1/im_bg,im_bg,353001438332471237,-4882528769436301220,False,4,"0.0,-21.100006103515625","140.22999572753906,27.0","1.0,1.0,1.0",BG_wave,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/im_red/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-4596804578726764947,-4865915500040690324,False,8,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/im_red/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-4596804578726764947,-4865915500040690324,False,8,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_13/txt_act_name,txt_act_name,3388711752727808777,-4841666426536854686,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_8/txt_act_name,txt_act_name,-8835942810468792613,-4807811758746054002,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/worldwanfaBtn/spine_diqiu/Renderer7,Renderer7,6124721463024973101,-4798735519099997581,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_10/im_qipao1/text_num,text_num,-3662224725214948114,-4755132385089042776,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_4/im_bg,im_bg,-2573393635009129663,-4749550879176329443,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/btn_renwu_2,btn_renwu_2,8291743918765496444,-4730123679661778056,False,4,"0.0,0.0","79.0,82.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/btn_renwu_2,btn_renwu_2,8291743918765496444,-4730123679661778056,False,4,"0.0,0.0","79.0,82.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/btn_discord,btn_discord,4940045955779494912,-4707263110286473242,True,3,"109.0,-63.0","150.0,150.0","0.30000001192092896,0.30000001192092896,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_1/root_red_fix/root_red_special,root_red_special,3118865213596791566,-4681498205391840029,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface,UI_MainInterface/right/UI_currency/im_zuanshi,im_zuanshi,7743674925364481481,-4680304242911466212,True,3,"-69.0,1.0","100.0,100.0","0.5,0.5,0.2800000011920929",itemicon_1001,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_tujian/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),3342904776638245116,-4636189398742794277,False,4,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_11/root_red_fix/root_red_special,root_red_special,-6763949002928718630,-4617022152998497027,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_16,btn_act_16,-1010733087534241123,-4607820658579468155,True,3,"-500.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/Viewport/Content/lucky,lucky,-7687355601174140462,-4601653044190392980,True,5,"0.0,-34.29999923706055","330.0,45.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_4/root_red_fix,root_red_fix,3108156812783856122,-4581994279340905278,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/heroEvent/text_youjian/UIDynamicEmoj,UIDynamicEmoj,-7191635575027083457,-4577141721163042638,True,7,"5.0,0.0","45.0,45.0","1.0,1.0,1.0",DOGemoji_01_001,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_4/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),5038427739632370798,-4555871611100336795,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/btn_haoyou/im_qipao2/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),886923913982184513,-4545053568198261070,False,5,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/btn_show/btn_qinmi2,btn_qinmi2,-786272667744349988,-4496666522938041730,True,2,"-100.0,-252.0","158.0,142.0","0.7999999523162842,0.7999999523162842,1.0",T_daojudi,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/jiarutishi5/text_tmp_message/bg_ditu/im_tanhao,im_tanhao,5800839253666909320,-4465988758657841116,True,6,"20.0,-36.0","29.0,41.0","1.0,1.0,1.0",txzb_jiaobiao,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/worldwanfaBtn/spine_diqiu/Renderer8,Renderer8,1279731467368847454,-4449085232745005001,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_3/text_wanfaTips,text_wanfaTips,-3767891808747950243,-4444991916405094732,False,4,"-90.0,-35.599998474121094","180.0,30.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu2/btn_qianwang/bg,bg,56601064147613072,-4440345112627740083,True,6,"77.4000015258789,0.0","82.0,37.0","1.0,1.0,1.0",BTN_kaiguan,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_8/spine_root,spine_root,6697416878977860451,-4422614119933997998,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_2/root_red_fix,root_red_fix,6434952141318341479,-4403470344577452324,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_8/im_qipao1/RedDot,RedDot,-1250249229300163010,-4401613512004649658,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle4/toggle_node/btnToggle4/text_off,text_off,6358563347593162612,-4390073720717625840,True,7,"0.0,-24.0","70.0,30.0","1.0,1.0,1.0",,수호부,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle5/toggle_node/im_guild_can_join,im_guild_can_join,-6664755336396899662,-4334062403915638437,False,6,"34.0,44.0","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu,node_renwu,-7103682295769966833,-4328360473624011333,True,3,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu,node_renwu,-7103682295769966833,-4328360473624011333,True,3,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/left/left_node_face_btn/btn_face_item_3/txt_act_name,txt_act_name,8092235672866061430,-4327092035796571576,True,4,"0.0,-29.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장의 약속,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface,UI_MainInterface/left/liaotian/p_chat_private/head_yuan150/im_mask,im_mask,-7254246642412957990,-4317103581640901762,True,5,"0.0,0.0","150.0,150.0","0.8999999761581421,0.8999999761581421,1.0",IC_touxiangzhezhao,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/p_chat_private/head_yuan150/im_mask,im_mask,-7254246642412957990,-4317103581640901762,True,5,"0.0,0.0","150.0,150.0","0.8999999761581421,0.8999999761581421,1.0",IC_touxiangzhezhao,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface,UI_MainInterface/left/liaotian/p_chat_private/head_yuan150/im_mask,im_mask,-7254246642412957990,-4317103581640901762,True,5,"0.0,0.0","150.0,150.0","0.8999999761581421,0.8999999761581421,1.0",IC_touxiangzhezhao,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_2/im_qipao1/text_num,text_num,-7741460210314033726,-4306555507224085388,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface,UI_MainInterface/mask/btn_jiantou1,btn_jiantou1,7397495788158367873,-4297991356429001013,True,2,"344.79998779296875,50.0","32.0,33.0","0.8999999761581421,0.8999999761581421,0.8999999761581421",T_guajitanchuang_jiantou_1,,UI_MainPage.onBtnLeft:107,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface,UI_MainInterface/mask/btn_jiantou1,btn_jiantou1,7397495788158367873,-4297991356429001013,True,2,"344.79998779296875,50.0","32.0,33.0","0.8999999761581421,0.8999999761581421,0.8999999761581421",T_guajitanchuang_jiantou_1,,UI_MainPage.onBtnLeft:107,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/left/leftbannerNode/showBannerDescNode/node_actbanner/ScrollViewActBanner/Viewport/Content/tab_item/im_redpoint/RedDot,RedDot,6969828829231438330,-4286983473043025121,True,10,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom,node_bottom,-2522233879682458525,-4278720413118513639,True,2,"0.0,-312.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_19/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-4208403690222276168,-4278289828620899368,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/dog/text_youjian/bg_name,bg_name,3879818763420292964,-4275294038850347917,False,7,"3.100006103515625,0.0","56.0,22.0","1.0,1.0,1.0",UI_liaotian_xitongtiao2,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_13/im_qipao1,im_qipao1,7330771033074954658,-4246174826047018726,True,4,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/text,text,8561149659368592950,-4219719416989272269,True,4,"0.0,-37.0","0.0,25.0","1.0,1.0,1.0",,임무,,strong_reference_layout_candidate_old_root_has_matching_stack
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/worldwanfaBtn/spine_diqiu/Renderer14,Renderer14,-7465833858200391908,-4208393173433888115,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle1/toggle_node/im_camp_red_point/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),6121265570377062239,-4157695601330549403,False,8,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/btn_shangdian/node_friday,node_friday,-3492218023427635730,-4156573093961331498,True,3,"17.3748779296875,15.125015258789062","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/btn_shangdian/node_friday,node_friday,-3492218023427635730,-4156573093961331498,True,3,"17.3748779296875,15.125015258789062","100.0,100.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle2/toggle_node/spine_bag_full,spine_bag_full,-2354530595395290388,-4096251616176208989,True,6,"40.0,25.0","0.0,0.0","2.0,2.0,2.0",,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle5/toggle_node/text_wanfaTips,text_wanfaTips,-8221637171712529452,-4084247756989972966,False,6,"0.0,20.0","100.0,50.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle4/toggle_node,toggle_node,-3867057951065104428,-4064055762651516724,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer24,Renderer24,7440290478401222911,-4051857591581728444,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/lab_shangdian_text,lab_shangdian_text,-7982451266254442775,-3977453356989481465,True,4,"0.0,-36.0","100.0,22.0","1.0,1.0,1.0",,상점 ,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/lab_shangdian_text,lab_shangdian_text,-7982451266254442775,-3977453356989481465,True,4,"0.0,-36.0","100.0,22.0","1.0,1.0,1.0",,상점 ,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_15/im_qipao1,im_qipao1,2719345016502957991,-3942676366660704621,True,4,"26.0,27.299999237060547","27.0,27.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_2,UI_Main_wanfa_item_2,3652740288344327392,-3930377403474185176,True,3,"18.0,192.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_wuyu/sp_newWuyu,sp_newWuyu,8238928416691052321,-3923995700111316168,False,3,"41.29999923706055,32.0","100.0,100.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle1/toggle_node/im_camp_new/NewShow,NewShow,-4214022439232176298,-3866803886851607221,True,7,"0.0,0.0","0.0,0.0","0.699999988079071,0.699999988079071,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_8/im_qipao1/RedDot,RedDot,-6512658435290241584,-3862418985693208565,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface,UI_MainInterface/right/UI_currency/txt_act_name,txt_act_name,5705769611268762917,-3851376042824498869,True,3,"-2.5,0.0","0.0,0.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/UI_currency/txt_act_name,txt_act_name,5705769611268762917,-3851376042824498869,True,3,"-2.5,0.0","0.0,0.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode,wanfaWorldNode,-7125569857159217321,-3820167396480157270,True,3,"-12.0,87.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/p_chat_private,p_chat_private,-3180581178672936887,-3796294102302663824,True,3,"-89.0,81.19999694824219","181.0,45.0","0.699999988079071,0.699999988079071,0.699999988079071",,,,strong_reference_layout_candidate_old_root_has_matching_stack
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer31,Renderer31,4895607149421884263,-3785141884729996484,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/text_name,text_name,-7920073282247712660,-3709878076741140776,True,3,"-51.599998474121094,-8.4000244140625","0.0,20.0","1.0,1.0,1.0",,구나,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle6/toggle_node/text_wanfaTips,text_wanfaTips,-5038400558281525007,-3672314570509988370,False,6,"0.0,20.0","100.0,50.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_6,btn_act_6,4081664766649922914,-3654042949265191491,True,3,"-300.0,-90.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_6/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-8319560243336959597,-3652381174875006308,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_2/root_red_fix/root_red_special,root_red_special,-4739114676675436752,-3591970203558225823,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_4/text_name,text_name,-7326818543664987603,-3578904844754949875,True,4,"0.0,-35.19500732421875","200.0,0.0","1.0,1.0,1.0",,모험,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),6668041593475532076,-3571120016883822299,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_11/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-6709423128362805972,-3570407065200884025,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/text_num,text_num,-7566271219758052902,-3543131233577450414,True,3,"-137.39999389648438,-48.900001525878906","0.0,15.0","1.0,1.0,1.0",,Lv.199,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle5/toggle_node/guild_red_point/RedDot,RedDot,4273581054700836989,-3529186230086160385,True,7,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_4/im_new,im_new,2070505350930230136,-3521887510053148211,False,4,"56.70000076293945,45.29999923706055","27.0,27.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
