model_id,homePara,home_scale,home_x,home_y,home_flip_flag,teamPara,awakePara,soulPara,paintingBg,interpretation,source
81012,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -177.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82001,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -220.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82002,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -260.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82003,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -220.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82004,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -140.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82005,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -140.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82006,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82007,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82008,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82009,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82010,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82011,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82012,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
82013,"[1.0, 50.0, 0.0]",1.0,50.0,0.0,,"[1.0, 0.0, -205.0]","[0.8, 0.0, 0.0]","[0.75, -100.0, 50.0]",0,"homePara[1]=scale; [2]=local x; [3]=local y; [4] optional horizontal flip, per decoded UIUtil.GetPlayerBigSpineAll",C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a6bf6dda1077db5c\textassets\-741484770043515851_DTmodelEntityTableData.txt
