hierarchyPath,gameObjectName,componentType,textSample,activeInHierarchy,enabled,visible,classification,sourceReason,fontName,materialName,evidenceMaterialName,evidenceSharedMaterialPathId,evidenceBundle,bindingStatus,fontSize,raycastTarget,rect
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/heroEvent__-2712219505218864606/text_youjian__-1439724834876228026__font_EPM","text_youjian__-1439724834876228026__font_EPM","TextMeshProUGUI","d","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:0:0:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/heroEvent__-2712219505218864606/text_youjian__-1439724834876228026__font_EPM/bg_name__-2064928153079664707/text_name__8907087383516615084","text_name__8907087383516615084","UnityEngine.UI.Text","시스템","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:0:36:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/lucky__-5427177317845567743/text_youjian__3875300297791017535__font_EPM","text_youjian__3875300297791017535__font_EPM","TextMeshProUGUI","dadfadsfadsf","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:0:330:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/lucky__-5427177317845567743/text_youjian__3875300297791017535__font_EPM/bg_name__3023562985887739478/text_name__-6344312909970706729","text_name__-6344312909970706729","UnityEngine.UI.Text","시스템","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:0:36:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/other__6461912968298304033/text_youjian__-2734711361980246127__font_EPM","text_youjian__-2734711361980246127__font_EPM","TextMeshProUGUI","","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:0:330:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/liaotian__1445380050083804015/Viewport__-5205119580147920772/Content__4423139322027542649/other__6461912968298304033/text_youjian__-2734711361980246127__font_EPM/bg_name__6101057136040366033/text_name__4803386121824778179","text_name__4803386121824778179","UnityEngine.UI.Text","시스템","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:0:36:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_1__-5881528278310961717/im_qipao1__7135931620456019494/text_num__94745661033692816","text_num__94745661033692816","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_10__-2168972876104337494/im_qipao1__4440926699662483566/text_num__-4755132385089042776","text_num__-4755132385089042776","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_11__989367443082764204/im_qipao1__3259803311090246995/text_num__-7860808050149727780","text_num__-7860808050149727780","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_12__2652907961449290088/im_qipao1__-5055448804683807220/text_num__7811289604023962668","text_num__7811289604023962668","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_13__-417605672092456394/im_qipao1__-4246174826047018726/text_num__1903892289664942656","text_num__1903892289664942656","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_14__-7919623630181505348/im_qipao1__3267976971513925781/text_num__-7176358315036662958","text_num__-7176358315036662958","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_15__-2893957436677342243/im_qipao1__-3942676366660704621/text_num__6796648814279802319","text_num__6796648814279802319","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_16__-4607820658579468155/im_qipao1__-6620943645781232429/text_num__1453819824062722687","text_num__1453819824062722687","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_17__-1732933284312421217/im_qipao1__2073121775666343840/text_num__9185873352228505160","text_num__9185873352228505160","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_18__6343944122542663963/im_qipao1__3793558998434395750/text_num__7088610758340643002","text_num__7088610758340643002","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_19__493921710596589694/im_qipao1__-2763686120665235875/text_num__-4943183911821435813","text_num__-4943183911821435813","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_2__3285201882750613537/im_qipao1__3484101692991022469/text_num__-4958620652890888395","text_num__-4958620652890888395","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_3__-5404255600438024217/im_qipao1__-6440835834038389165/text_num__7685654362129559621","text_num__7685654362129559621","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_4__4702396179718381985/im_qipao1__2455655083926117378/text_num__154940231305652153","text_num__154940231305652153","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_5__-8868008597477657724/im_qipao1__8758175843580569203/text_num__9011431135577688262","text_num__9011431135577688262","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_6__-3654042949265191491/im_qipao1__-8231863444120917264/text_num__-9003613713569164504","text_num__-9003613713569164504","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_7__-6545293350130081106/im_qipao1__-8379458155913049180/text_num__1479697185269996448","text_num__1479697185269996448","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_8__3167836818120550198/im_qipao1__-6762854418643636747/text_num__8026139831091561952","text_num__8026139831091561952","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_act_btn__-2702129779362243929/btn_act_9__6854209893219227321/im_qipao1__-8335111215806171655/text_num__-2409229292701828136","text_num__-2409229292701828136","UnityEngine.UI.Text","","False","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","20","True","0:0:40:30"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/UI_currency__1979162691310507434/txt_act_name__-842365026376400814__font_num","txt_act_name__-842365026376400814__font_num","TextMeshProUGUI","","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_num_TMP","TMPShared_num_5346313758352445069","TMPShared_num_5346313758352445069","5346313758352445069","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","-2.5:0:0:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/UI_currency__8634241280729765950/txt_act_name__6950360992341110645__font_num","txt_act_name__6950360992341110645__font_num","TextMeshProUGUI","","True","True","False","dynamic_runtime_snapshot_required","Activity, face activity, chat/account/player/currency, or server-driven text path; UI130 snapshot replay is required before value/icon/slot changes.","GirlsWarStaticProbe_num_TMP","TMPShared_num_5346313758352445069","TMPShared_num_5346313758352445069","5346313758352445069","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","-2.5:0:0:0"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/btn_beijing__7759692211599757190/text_beijing__-382206250612887101__font_riyu","text_beijing__-382206250612887101__font_riyu","TextMeshProUGUI","문지기","False","True","False","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","20","False","0.6:-50.2:60.01:50"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/btn_yincang__-2103011487764177230/text_yincang__1707867626890496239__font_riyu","text_yincang__1707867626890496239__font_riyu","TextMeshProUGUI","전체 화면","False","True","False","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","20","False","0.6:-50.2:60.01:50"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/btn_tujian__-7176579048736111160/text_tujian__2624727026368678635__font_riyu","text_tujian__2624727026368678635__font_riyu","TextMeshProUGUI","도감","True","True","False","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","22","False","0:-50.4:0:50"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/btn_wuyu__-7504787285556248522/text_wuyu__2856848393971462972__font_riyu","text_wuyu__2856848393971462972__font_riyu","TextMeshProUGUI","이야기","True","True","False","static_source_identified","Static object-name/path token matches source TMP material evidence and is not in a dynamic/runtime or guardrail path.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","source_backed_material_already_bound","22","False","0:-50.4:0:50"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/bg_dibu__3952187160617600986/text__-335120057160315000","text__-335120057160315000","UnityEngine.UI.Text","탭하여 계속","True","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","22","False","0:0:0:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/bg_juese__-2194597288458085354/text_name__-3709878076741140776__font_EPM","text_name__-3709878076741140776__font_EPM","TextMeshProUGUI","구나","True","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","-51.6:-8.4:0:20"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/bg_ditu1__2367876014968496357/text__1232844075836322441__font_EPM","text__1232844075836322441__font_EPM","TextMeshProUGUI","임무 관련 설명","True","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","GirlsWarStaticProbe_EPM_TMP","TMPShared_EPM_477919381716323141","TMPShared_EPM_477919381716323141","477919381716323141","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","15:0:0:25"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/bg_ditu2__-5669402737250495281/btn_lingqu__5201801466445626401/text__464459436152818844__font_riyu","text__464459436152818844__font_riyu","TextMeshProUGUI","수령","False","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_m6469808170336859405","TMPShared_riyu_m6469808170336859405","-6469808170336859405","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","0:3:44.01:25"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/bg_ditu2__-5669402737250495281/btn_qianwang__-5914687578434399247/text__6698406511024676206__font_riyu","text__6698406511024676206__font_riyu","TextMeshProUGUI","확인","False","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","GirlsWarStaticProbe_riyu_TMP","TMPShared_riyu_6871398411308274113","TMPShared_riyu_6871398411308274113","6871398411308274113","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","20","False","77.4:1:44.01:25"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/bg_ditu2__-5669402737250495281/mask_notice__776782486124243841/text_notice_desc__7995274795384618328__font_EPM","text_notice_desc__7995274795384618328__font_EPM","TextMeshProUGUI","임무 관련 설명","False","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","GirlsWarStaticProbe_EPM_bai_0_2_0_2_TMP","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","GirlsWarStaticProbe_EPM_bai_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","18","False","-84.9:0:180.01:25"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/text__-4219719416989272269__font_riyu","text__-4219719416989272269__font_riyu","TextMeshProUGUI","임무","True","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","","Assets/RestoreData/TMP/static_probe","not_static_tmp_candidate","22","False","0:-37:0:25"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/bg_duihua__3306616464675970194/text_duihua__1337115387009666525","text_duihua__1337115387009666525","UnityEngine.UI.Text","차차: 너무 하잖아! 게다가 이 배는 MS 이거 밖에 없다고 뭐야뭐야뭐야","False","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","-3:0:470:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751/offset__7746427643963765293/text__8147238823470714233","text__8147238823470714233","UnityEngine.UI.Text","New Text","False","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","18","False","0:2.4:392.51:40"
"Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/node_negative__8940927701377314207/Text__-6716529103537172610","Text__-6716529103537172610","UnityEngine.UI.Text","성주님 계정은 환불 관련 이상 행위로 홍옥이 차감됩니다. 서포트 메일로 연락주시면 확인 도움드리겠습니다.","False","True","False","unknown_needs_probe","Insufficient node-level source evidence for automatic static TMP material patch.","Malgun Gothic","Default UI Material","","","","not_static_tmp_candidate","14","False","0:0:380:50"
