bundle,path_id,game_object_id,game_object_name,game_object_active,father_id,father_name,child_ids,anchor_min_x,anchor_min_y,anchor_max_x,anchor_max_y,anchored_pos_x,anchored_pos_y,size_delta_x,size_delta_y,pivot_x,pivot_y,local_pos_x,local_pos_y,local_pos_z,local_scale_x,local_scale_y,local_scale_z
download/ui/uiprefabandres/maininterface.assetbundle,-6124789171513350485,-3708009317272821038,root_red_special,True,-1778813318859190409,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6097719900192407483,92874284820763099,btn_act,True,-5881528278310961717,,,0.5,0.5,0.5,0.5,0.0,0.0,80.0,80.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6088923976060150010,377483974886303981,im_qipao2,False,8323302097355927964,,-5896112566980612074,0.5,0.5,0.5,0.5,40.0,70.0,36.0,33.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6087085470653368835,2207864959603348708,wanfaBgImg,True,-3930377403474185176,,,0.5,0.5,0.5,0.5,0.0,0.0,144.0,144.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6081547107319302654,-7880255958848255339,im_bg,True,8780490937826274486,,,0.5,0.5,0.5,0.5,0.0,0.0,79.0,80.0,0.5,0.5,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6064814721411876321,-4683327800261080248,text_vip_num,True,-4560014356866549307,,,0.5,0.5,0.5,0.5,-20.399999618530273,-12.399999618530273,40.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6050138707530382152,723914069151155929,guide_mask,False,5568884429252053541,,,0.5,0.5,0.5,0.5,0.0,0.0,1680.0,720.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6048010144009652953,7173960087080987887,show_mask,False,7409970622389811116,,,0.5,0.5,0.5,0.5,0.0,0.0,1680.0,720.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6043997171014531229,7632541445361125350,btn_act,True,6121557205818703146,,,0.5,0.5,0.5,0.5,0.0,0.0,80.0,80.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6039862831015277560,5713303990360010633,im_guan,False,-2141024915064566162,,,0.5,0.5,0.5,0.5,-35.0,0.0,73.0,32.0,0.5,0.5,0.0,0.0,0.0,0.7599999904632568,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6032047995708216305,8904030895818889665,text_title,True,-4178992046181179666,,,0.0,0.5,0.0,0.5,68.0,0.0,0.0,50.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6027442445255872850,-3683968108930302861,im_city_qipaoup2,False,-3001135698830835598,,,0.5,0.5,0.5,0.5,0.0,44.20000457763672,112.0,41.0,0.5,0.14000000059604645,0.0,0.0,0.0,1.0499999523162842,1.0499999523162842,1.0499999523162842
download/ui/uiprefabandres/maininterface.assetbundle,-6022165655162107944,-3114174476683128720,text_tmp_message2,True,4204883052151701807,,-8482203760845978104;1512984715174270165,0.5,0.5,0.5,0.5,152.5,-197.5,157.60000610351562,68.4000015258789,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6011417219477049460,-189526805836538566,text,True,4541500596926227947,,,0.5,0.5,0.5,0.5,77.4000015258789,1.0,44.0099983215332,25.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5996229397019419426,-7563554791991204691,bg_bottom,True,-4278720413118513639,,2946336967454967190,0.5,0.5,0.5,0.5,66.0,-15.0,870.0,52.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5995342259481522083,-1558371420794582439,Handle,True,-7784786924272731868,,,0.0,0.0,0.0,0.0,0.0,0.0,41.0,31.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5995177703163073384,3561293188082009530,btn_yong,True,-4088807071610956079,,,0.5,0.0,0.5,0.0,0.0,277.0,54.0,53.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5987087176875912807,-7354449830071076735,root_red_fix,True,-417605672092456394,,-6964599902981897995,0.5,0.5,0.5,0.5,26.0,26.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5982825750273040741,-8854196726050555180,text_name,True,51920382737909704,,,0.5,0.5,0.5,0.5,-50.20000076293945,-49.20000076293945,100.0,35.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5979448343599192768,1598222401775828652,Renderer6,False,-1766545527926586392,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5962593012642824418,-2761435673641733634,bg_shiyongzhong,True,6924410366288105288,,4614730366286292479,0.5,0.5,0.5,0.5,0.0,-36.0,65.0,20.0,0.5,0.5,0.0,0.0,0.0,1.2000000476837158,1.2000000476837158,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5961178482958433406,9208864584828972610,im_kai,True,3882226028388156155,,,0.5,0.5,0.5,0.5,31.0,0.0,73.0,32.0,0.5,0.5,0.0,0.0,0.0,0.7599999904632568,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5960925784038688309,-6057786312656200626,root_red_fix,True,-6331543869366284602,,-1068784810031985660,0.5,0.5,0.5,0.5,26.0,26.0,50.0,50.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5960312381522179326,-7198086893913394671,root_red_special,True,-5824389547781358557,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5947520303835957185,-6156321836159454448,SkeletonGraphic (hongdian01),False,-8354297994812907167,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5947067968447913142,7160885459278858210,im_camp_shengji,False,7950299754146285530,,-560719156024242135,0.5,0.5,0.5,0.5,35.0,62.899993896484375,29.0,46.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5939057618326872255,7309472186463485944,haoyou_img,True,6554577700480855780,,,0.5,0.5,0.5,0.5,0.10000000149011612,-0.20000000298023224,26.0,28.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5936139281737355205,-8398635482730774901,im_redpoint,False,-3930377403474185176,,-7035573911186859124;362938325050769905,0.5,0.5,0.5,0.5,40.0,44.0,27.0,27.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5927736626003208250,4000053091385818618,rewardItem,True,4102977029504676209,,-1437549446625170643;-907255348520208407,0.0,1.0,0.0,1.0,182.94419860839844,-28.707500457763672,120.0,60.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5925838934914764327,922952154109130058,root_red_fix,True,6121557205818703146,,2251761857552326948,0.5,0.5,0.5,0.5,26.0,26.0,50.0,50.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5923532916528446016,-6812173747335075819,festival_1,True,2946336967454967190,,,0.0,0.5,0.0,0.5,41.900001525878906,8.399999618530273,80.0,62.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5923263283702425730,4307782877884265298,text_qianghua,True,8907339625383667941,,,0.5,0.5,0.5,0.5,0.0,4.0,110.0,20.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5914687578434399247,-4869113302450049424,btn_qianwang,False,-5669402737250495281,,-4440345112627740083;6698406511024676206,0.5,0.5,0.5,0.5,29.399999618530273,0.20000000298023224,329.20001220703125,37.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5913865010179658834,1827243085730985232,vip_Btn,True,4898268749995599164,,,0.5,0.5,0.5,0.5,0.0,0.0,50.0,50.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5913593361079723427,7856350652977645132,RedDot,True,-1609091759666491160,,1369604894955413808,0.5,0.5,0.5,0.5,0.0,0.0,27.0,27.0,0.5,0.5,0.0,0.0,0.0,0.800000011920929,0.800000011920929,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5896112566980612074,-5263500692873989470,text_num,True,-6088923976060150010,,,0.5,0.5,0.5,0.5,0.0,0.0,40.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5891749526711796232,-1372478591751528098,im_on,True,7591293892622252672,,-1911850861218050760,0.5,0.0,0.5,0.0,0.0,-10.0,167.0,98.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5881528278310961717,6304455798991497811,btn_act_1,True,-2702129779362243929,,-2624994378140843125;-310901400336723787;7135931620456019494;6739934036309755628;-6097719900192407483;6627386512671872781,0.5,0.5,0.5,0.5,-100.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5859580621533971545,1465970991206462632,im_bg,True,-3654042949265191491,,,0.5,0.5,0.5,0.5,0.0,0.0,79.0,80.0,0.5,0.5,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5854002648347004081,-3471503163442611755,Renderer7,False,-7124818692613558310,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5845117017100797734,-7086276461570848083,bg_mohuzhezhao,True,-6416344286478723216,,,0.5,0.5,0.5,0.5,0.0,0.0,2500.0,2500.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5839769291912471448,4358766163448529707,text_time,True,8437712296621412283,,,0.5,0.5,0.5,0.5,-30.0,-2.0,80.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5824389547781358557,-7190624526526466835,root_red_fix,True,2652907961449290088,,-5960312381522179326,0.5,0.5,0.5,0.5,26.0,26.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5820777284059013895,-8561725280337607681,text_off,True,5193622481985759590,,,0.5,0.5,0.5,0.5,0.0,-40.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5811453999897481428,-8620671768359110951,Viewport,True,5395517689795111462,,-2026137088678169135,0.5,0.5,0.5,0.5,0.0,45.42510223388672,350.0,92.32510375976562,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5804017074968486386,-5667268894720914655,text,True,8024607321834159563,,,0.5,0.5,0.5,0.5,0.0,0.0,0.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5796758961952991193,5700589994673606807,im_bg,True,-8437242418157137607,,,0.5,0.5,0.5,0.5,1.440000057220459,1.4199999570846558,942.0,521.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5791008185821152093,-5247421378083060640,text_off,True,-1097301430722702355,,,0.5,0.5,0.5,0.5,0.0,-24.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5790964109513527531,8085268400828264630,lizi (1),True,7056402417557788313,,,0.5,0.5,0.5,0.5,10.300000190734863,0.6000000238418579,100.0,100.0,0.5,0.5,0.0,0.0,0.0,100.0,100.0,100.0
download/ui/uiprefabandres/maininterface.assetbundle,-5779140716071442862,-4043011159727993485,im_start6,True,7408752140907071250,,,0.5,0.5,0.5,0.5,71.0,-31.0,94.0,94.0,0.5,0.5,0.0,0.0,0.0,0.33000001311302185,0.33000001311302185,0.33000001311302185
download/ui/uiprefabandres/maininterface.assetbundle,-5779106439612760069,3500306241665875426,Content,True,-3362254963943026914,,6928105957701392740,0.0,1.0,1.0,1.0,0.0,0.0,0.0,550.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5775024368756591615,4913076362513536371,text_name,True,-3243088453989950946,,,0.0,1.0,0.0,1.0,-240.39999389648438,-235.0,0.0,32.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5771794818549169128,5920351076424378390,text_title,True,5601453163088820726,,,0.5,0.5,0.5,0.5,3.0,251.0,150.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5770848341577514668,2452299881955803702,btn_tujian,True,-8437242418157137607,,-4735117439688463488,0.5,0.5,0.5,0.5,534.0,-224.0,86.0,89.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5768712410510802662,5971849668136102395,NewShow,True,4253927034083721213,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.699999988079071,0.699999988079071,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5750651822583549907,-6941401023795538930,btn_download,True,8354406432209300530,,-5020015804280540570;7971043610003479197;4079603433747714960;5265363052602055773;7055286671752122062,0.0,0.5,0.0,0.5,409.0,-155.6999969482422,81.0,87.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5736247179694415488,1786893724467295450,SkeletonGraphic (hongdian01),False,7055286671752122062,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5731503814949141683,-3593029120460745446,btnToggle3,True,-7748643058723455256,,-7196299360274307351,0.5,0.0,0.5,0.0,-1.2000000476837158,1.0,100.0,98.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5726440382078613339,6245921904458840326,foolsDollNoed,True,6922878451781464554,,,0.5,0.5,0.5,0.5,-98.0,-222.0,200.0,226.0,0.5,0.5,0.0,0.0,0.0,-1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5720071650836674782,-7184903690037445889,titan_move_box,True,8271973229136916334,,,0.0,0.0,0.0,0.0,-298.0,-184.0,500.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5709675382019562111,3902150363741132424,text_kai,True,2367580959756604036,,,0.0,0.5,0.0,0.5,35.0,0.0,60.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5709011800109032647,8347384690259056976,toggle6,True,3866169621397050666,,-3001135698830835598,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5701156401099451883,-5148316719897511515,Viewport,True,-6923339611916587718,,570439501178649495,0.0,0.0,1.0,1.0,-10.0,10.0,20.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5688848724933659197,-2552456473308715524,bg_dibu,True,-8605903632453188793,,7890730691179541720,0.5,0.5,0.5,0.5,0.0,-360.0,2500.0,48.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5686636319611475899,-5989584830477090976,btn_act,True,-6545293350130081106,,,0.5,0.5,0.5,0.5,0.0,0.0,80.0,80.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5674508480706072066,8551599332610891091,text,True,-5439028221904330430,,,0.5,0.5,0.5,0.5,-1.0,2.0,100.0,25.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5673164720088696609,-3576228622140794219,Renderer12,False,-3554275595740588331,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5670784760406835829,-1530297410951016236,text_kai,True,-6527990580268811134,,,0.0,0.5,0.0,0.5,35.0,0.0,60.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5669402737250495281,-6676632188885869023,bg_ditu2,False,-8867955425087948189,,776782486124243841;-5914687578434399247;-341009660319589515;5201801466445626401,0.5,0.5,0.5,0.5,170.89999389648438,-4.400000095367432,260.0,37.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5655459220535499912,779767625800159046,text_on,True,8185923956634499018,,,0.5,0.5,0.5,0.5,0.0,-40.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5654383391089909060,7129733417601509607,im_fengxian0 (1),True,-7439923719705402882,,,0.5,0.5,0.5,0.5,0.0,-107.30000305175781,516.0,9.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5638911419576785696,9212235239979282209,btn_title,True,3777259328428099603,,-6556678128735979147,0.5,0.5,0.5,0.5,1.0,208.0,160.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5608452871522361105,8246230127205365299,Fill Area,True,-8922558372551875431,,8491618035010243184,0.0,0.5,1.0,0.5,-1.5,0.0,-5.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5601277332580164703,-3091660177777203937,bg_ditu,True,-6967838406495907012,,6425223398315563413,0.5,0.5,0.5,0.5,331.0,-252.1000213623047,196.0,133.89999389648438,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5596943776860123591,-3461099738976598453,text_1,True,-3056532386060783687,,,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5570888931261172933,-5819855304891950969,sp_icon,True,-143968277265638168,,,0.5,0.5,0.5,0.5,0.0,2.0,74.70259094238281,78.8658676147461,0.5767543911933899,0.6032236218452454,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5570029072498579179,6605149765018737229,boxcollider,True,-913908977571907959,,,0.5,0.5,0.5,0.5,0.0,0.0,60.0,60.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5557452005662496963,7152930532940946717,btn_mail,True,-363436099895426859,,7984437384215458472,0.0,0.0,0.0,0.0,0.0,0.0,77.0,81.0,0.5,0.5,0.0,0.0,0.0,0.800000011920929,0.800000011920929,0.800000011920929
download/ui/uiprefabandres/maininterface.assetbundle,-5553838803126382298,3170679409313559450,text,True,-5497860742565646253,,,0.5,0.5,0.5,0.5,0.0,0.0,220.0,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5551774702119383430,-7920317590879115453,Viewport,True,4115011983198084924,,-3416026092217416707,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5547583119611159670,2034885132330051578,im_off,False,2563066504165521427,,-7503131602709956740,0.5,0.5,0.5,0.5,-274.0,167.0,270.0,42.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5547549951823550838,998856563346183801,spine_root,True,8780490937826274486,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,0.699999988079071
download/ui/uiprefabandres/maininterface.assetbundle,-5534238854774513108,4952391745385262100,btn_queren,True,-4676634785448051882,,-7310661001471968987,0.5,0.5,0.5,0.5,167.0,-220.0,228.0,63.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5533406156242143957,5983221704899991947,text_youjian,True,7307600918734731727,,5342270635738855364,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5530068474499979047,-8045264809828615794,SkeletonGraphic (hongdian01),False,681385885347883902,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5529148737384381682,-5845752146611103991,Renderer19,False,3122424037418622381,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5510173544870416412,-4336606352320595248,text_on,True,2411793564342831924,,,0.5,0.5,0.5,0.5,0.0,-40.0,70.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5503182073617502246,-2598259242191046383,Renderer9,False,-1766545527926586392,,,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5500646774811673294,9093541918183891397,Placeholder,True,6155679121026090349,,,0.0,0.0,1.0,1.0,0.0,-0.5,-20.0,-13.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5497860742565646253,-1468725173002504807,bg_dibu,False,2919483037020922393,,-5553838803126382298,0.5,0.5,0.5,0.5,0.0,-360.0,2500.0,48.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5482275001127271065,-4004340269006295430,SkeletonGraphic (hongdian01),False,4168734085730221935,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5456933333464895060,-1630477654354613615,text_title,True,1497242631444291566,,,0.0,0.5,0.0,0.5,68.0,0.0,0.0,50.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5439028221904330430,8997222110332429027,btn_queding,True,-4987324820668545187,,-5674508480706072066,0.5,0.5,0.5,0.5,-123.0,-295.0,228.0,63.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5435855937292151471,-4167614338200313322,text_message,False,-821442751079771230,,,0.5,0.5,0.5,0.5,296.3999938964844,-188.1999969482422,164.89999389648438,40.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5431748199273016714,6499289943705277990,SkeletonGraphic (hongdian01),False,-8548211768999764717,,,0.5,0.5,0.5,0.5,0.0,0.0,33.0,32.0,0.5151515007019043,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5427177317845567743,7555608240972394519,lucky,True,4423139322027542649,,3875300297791017535,0.0,1.0,0.0,1.0,0.0,-34.29999923706055,330.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5410850810638076974,1555822920384030595,SkeletonGraphic (sp_blackfridaysaletag),True,1037273744600676234,,,0.5,0.5,0.5,0.5,0.0,0.0,57.999996185302734,64.00000762939453,0.01724078878760338,0.03125017508864403,0.0,0.0,0.0,0.6000000238418579,0.6000000238418579,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5404255600438024217,106586731413280439,btn_act_3,True,-2702129779362243929,,-6185002834727713790;3462938518044616350;-6440835834038389165;4508198155941120747;5031178314584889840;-3271215064667473731,0.5,0.5,0.5,0.5,0.0,-90.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5389576201289399819,2887321682108461467,gongnengrukou,True,-8466828004930285515,,-2565117311671495054,0.5,0.5,0.5,0.5,0.0,-20.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5382165766749718432,-8311138471917487641,im_temporary_buff_bg,True,-4503624219808831110,,,0.5,0.5,0.5,0.5,0.0,0.0,207.0,44.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5378092167677093850,608694059067168238,toggle_node,True,4700239085922634030,,-7790852293832054063;2076358912804206005;4310580248580987200;4695885736368790137;-4334062403915638437;-4084247756989972966,0.5,0.5,0.5,0.5,0.0,0.0,100.0,100.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5366794343355021401,3005640619839704814,bg_ditu,True,8257156722157295232,,,0.5,0.5,0.5,0.5,296.3999938964844,-190.0,236.1999969482422,112.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5356550910504281656,2235889287015223365,text_num,False,6956463994264687021,,,0.5,0.5,0.5,0.5,0.0,0.0,40.0,30.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
