bundle,component_path_id,game_object_id,game_object_name,script_id,sprite_ref,material_ref,raycast_target,maskable,image_type,preserve_aspect,fill_method,fill_amount,color_r,color_g,color_b,color_a
download/ui/uiprefabandres/maininterface.assetbundle,-6638105850991676301,7686369863241287202,im_redpoint_vip,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6622154784856795337,7129733417601509607,im_fengxian0 (1),-7030229213176759517,1:-6611447783599523946,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6617471130923277958,462118269580539506,btn_fanhui,-7030229213176759517,8:1154577011564608905,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6607512124867853046,5031097393348093697,bg_name,1242602534869556086,42:-2512321741831424404,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6592693758386539491,-5063074268802454007,Viewport,-7030229213176759517,-2320101112833093935,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6590017952421852411,-1948854012402105917,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6574225591082641350,-1831250996353450965,bg_ditu,-7030229213176759517,3:-3583236969578776251,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6566302024041808880,-5123615900605901475,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6560769536603412764,-2735557736518508753,bg_shiyongzhong,-7030229213176759517,1:3767306702705834126,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6545351276954418517,-6456353372462296841,warn_icon,1242602534869556086,11:-3463130419380364082,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6500116191228811613,-4359008946934700625,bg_mohuzhezhao,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543
download/ui/uiprefabandres/maininterface.assetbundle,-6493574159548805109,-799076526226732382,img_icon,1242602534869556086,43:7417956073517072135,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6481629798256038984,-7603842229919533670,btn_youjian,-7030229213176759517,3:2572087760242287891,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6466075734500542667,-4534632691249665095,sound_on,-7030229213176759517,8:-5812958169149757080,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6413138466888998895,137972459969931941,boxcollider,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-6347285457923262700,3737614533509863847,im_new,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6324775601470340875,-3863625236343104784,Viewport,-7030229213176759517,-2320101112833093935,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6313870502503742596,3879818763420292964,bg_name,1242602534869556086,42:-2512321741831424404,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6309676467919754502,4404046971794452483,im_start,-7030229213176759517,1:8752745723531376067,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6242397901815328306,7710966822818341753,Image,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-6204197762204709608,-7683883089165133578,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6195531720611881582,-288453289069324663,im_biaoqing2,-7030229213176759517,3:5528929139094226854,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6194608495983081580,1061625365357468740,im_tanhao,-7030229213176759517,3:-694878043922505322,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6194134741734743233,7539544116257429673,im_lover,1242602534869556086,1:-5862618822027723571,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6157292698900690590,8537989947079013552,im_shangdian_bg,-7030229213176759517,11:-4321217211312616168,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6103813012178160934,-8781158340890982579,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6075396776471744483,984179714418110986,im_tanhao,-7030229213176759517,3:-8787804881480062287,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6072689450385041381,-9183522401660256794,zongxiang,-7030229213176759517,-6932470282978226757,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-6070128847888836679,6543730125660042134,bg_dengji,-7030229213176759517,1:8289117381427851916,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-6062502802467956486,-1391418151371263437,bg,-7030229213176759517,3:6773407288378370059,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5990921426728196087,3836609072530922073,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5961567546408371300,6626004033881626346,img_icon,1242602534869556086,43:7417956073517072135,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5942843075410082891,-8135187495921240444,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5936167455047698748,4176637055133076331,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5933039584100590660,-786272667744349988,btn_qinmi2,-7030229213176759517,36:-1121192961255645693,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5931297384466332236,2814371307771885402,im_biaoqing2,-7030229213176759517,3:5528929139094226854,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5924236661942596197,1330375758685075088,btn_fight,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5923034441353153868,-5122372954115709015,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5921831384688586447,6092355302883134904,bg_guanzhi,1242602534869556086,1:4706490186155028499,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5919704148008571667,9198969182964340148,im_start1,-7030229213176759517,1:-3991815054087902777,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5910710753056993338,1546373263663745891,im_beigingRed,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5903046857839701963,-7087727289658159564,Checkmark,-7030229213176759517,1:-4466887312369507679,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5898163936347522414,-4435596856299933591,im_fengxian3,-7030229213176759517,1:-2700720894813267555,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5882571206624512019,7160885459278858210,im_camp_shengji,-7030229213176759517,1:-2009262604407475877,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5880943680292820489,-1897198430371190375,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5853357491132085241,-7637271781091746491,bg_jingyan,-7030229213176759517,11:5224562917610092977,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5740242890252651072,-8883531350448583426,wanfaBtn,-7030229213176759517,1:6617065208850742552,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5721606511893006349,3924212790019845995,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5700960786595756262,-495909494759320434,im_city_qipaoup,-7030229213176759517,3:8695740265935060658,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5696354823186409097,-954121371446162469,im_new,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5686154257137976001,-4902615335856898762,btn_cancel,-7030229213176759517,40:4006104109200630483,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5671083051537636857,6569245046781814939,UI_heroSpine,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5656509416883643208,4565396052117152462,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5622477376397598005,4625106393784952043,im_biaoqing1,-7030229213176759517,3:7524518653404322461,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5598316856791685233,6523061289964239731,Handle,-7030229213176759517,8:-3346286593782526508,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5587648153054289245,-5506068946264172887,huodong3,-7030229213176759517,-6932470282978226757,0,0,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5533349242796141963,8997222110332429027,btn_queding,-7030229213176759517,8:8764589017035742242,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5509530611171349187,1774505521901587768,zongxiang,-7030229213176759517,1:3559619696163231748,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5497889184347458152,-3188680322310215250,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5475155770540491057,2369769907165382734,bg_ditu,-7030229213176759517,3:-3583236969578776251,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5474067839415912698,8021113186786277739,im_jingyan,-7030229213176759517,3:-3354866890457298947,0,0,1,3,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5450073819052222889,-8853155048100486670,im_AutoHelper,-7030229213176759517,11:-2803814795013174158,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5438718529984359611,-8169924794923681434,im_tanhao,-7030229213176759517,3:-694878043922505322,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5407688299862230766,-5586894584856445900,bg_dibu,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47843137383461
download/ui/uiprefabandres/maininterface.assetbundle,-5337982942872281130,-5717598085541216543,paihangbang_img,-7030229213176759517,11:-100282971205591573,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5292829937797700829,2628580758217919458,bg_set1,-7030229213176759517,1:8289117381427851916,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5274675715818547097,-8607703013101977503,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5272963545142681456,9096236817018864814,im_sakura,-7030229213176759517,3:-8182052990551705472,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5261817745543235566,-5965228812578147118,im_qipao1,-7030229213176759517,1:7394082491903213668,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5255930255328118921,4492213896415149202,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5218709041211443158,-7644037337345342191,im_beigingRed,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5165323820643851523,6049173782654997225,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5158382986790754280,269919480588369530,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5154996211519838122,2156417948901570735,im_red,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5107915723678746250,1815458400053325847,im_on,-7030229213176759517,8:-7228277309881816607,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5102880319727519613,-8948567188134762882,wuyu_img,-7030229213176759517,11:-397911510302451416,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5098285444159296149,5125774641126061909,wanfaBgImg,1242602534869556086,11:-1459155864645330874,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-5063100777397813511,6605149765018737229,boxcollider,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5028567586005070203,1960183107629154489,Image,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-5028434822084539250,-3574000680510365444,Tips_Green,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4987850735973275055,-7411390134429474157,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-4946881105171529618,-6926923601059840767,btn_paihangbang,-7030229213176759517,3:4018227311706116213,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4931864981982671716,6541226652221079437,im_red,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4867817136169433251,6686883723211369389,pop_Content,-7030229213176759517,34:2224739345743275005,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4809352236215611740,-7700914144249324652,btn_head,1242602534869556086,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4789101365446440789,7173960087080987887,show_mask,1242602534869556086,0,0,1,1,0,0,4,1.0,0.0,0.0,0.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4781009268166433802,3115364429263071560,btn_fanhui,-7030229213176759517,8:-484562080628181104,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4767625488904506389,7150033218668650250,im_zhiye,1242602534869556086,1:-1067481106314980267,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4748447924338192505,3162074945722731914,btn_watch2,-7030229213176759517,36:-2316428109377570394,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4737920785693300832,-6621140682834404392,im_stop,-7030229213176759517,1:-1403102245567770816,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4678781334925247861,8240796144703018536,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4628994735254822274,-9134418998045074793,Fill,-7030229213176759517,3:166703289665786918,0,1,1,3,0,0,0.4690000116825104,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4604625200521657018,-6324089681944910148,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4533446747826523702,534524621439165752,btn_jiantou1,-7030229213176759517,1:504898600118097118,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4517496689722865519,8775242793843612423,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4478243569214338545,-8303540234838955400,bg_kaiguan,-7030229213176759517,8:430237908708297658,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4474388009436293325,1051958797259429360,im_zhan,-7030229213176759517,1:3394737168634826602,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4472326707640878991,-2559912592050077592,boxcollider,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-4464906463918797630,8395939205662602880,im_on,-7030229213176759517,43:-6360470046227669576,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4454762864321309959,7611939459512622160,im_qipao2,-7030229213176759517,1:8310869441475037279,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4378571345430154532,-2882206062457493997,im_xuanzhong,-7030229213176759517,1:-3341524470259435328,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4360419491016178042,-8630391070025743704,im_camp_red_point,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4349802599155087523,8502819214648992497,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4348032543761231805,5659146817338970482,xingxiang1,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-4268639395703641607,6256794807133905081,im_mask,-7030229213176759517,1:-8484185493004443083,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4250581575903266286,-9167931137149699169,im_fengxian2,-7030229213176759517,1:-388399315194175388,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4246330270227597480,3192722493522338600,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4245168715097394244,-7106754761665114026,im_tanhao,-7030229213176759517,3:-1663854595147985003,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4191646104612532123,-3195090019076860099,warn_bg,-7030229213176759517,11:469540964723321015,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4171624123484203873,-5796883763832497182,im_kuang,1242602534869556086,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4134864826377998230,-6017238133181329382,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4125571368445838787,-6926428304307769450,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4119996812951520018,-9002287858755285448,im_newstar,1242602534869556086,3:-1635105358631793827,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4116902918216701929,-8301782704179852581,im_qipao2,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4100541410459397982,-7468116794811241289,zongxiang,-7030229213176759517,-6932470282978226757,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-4076015104190072389,-4678932801993414867,im_fengxian2,-7030229213176759517,1:-388399315194175388,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4066848200426995856,-2967200226901065137,bg_set2,-7030229213176759517,1:8289117381427851916,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4058270490838213390,3276633028993136667,im_redpoint_shangdian,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4044324655361617050,922943449724968699,im_selfMarry,-7030229213176759517,3:8952924678050639177,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4041127217481305669,-7807726851571274678,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4029948897328007177,4476909068857271045,im_off,-7030229213176759517,8:-1824316551551709718,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-4000700466937308905,9175853281445361144,liaotian,-7030229213176759517,3:764692096595737640,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3984086178746947192,-5352793498426996434,im_tanhao,-7030229213176759517,3:-8787804881480062287,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3902566523526259751,-8827510564005904654,Image,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-3833179425993518522,8459629459552406692,im_tanhao,-7030229213176759517,3:-2369374275481710243,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3819725925613598425,-1658376663430662019,im_qipao1,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3791364183605266743,830087794218597881,im_fengxian2,-7030229213176759517,1:-388399315194175388,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3721176479869437019,-6163406847121938091,im_vip,-7030229213176759517,3:4541435469818242821,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3719452134910079242,-6736597407398157586,img_icon,1242602534869556086,43:7417956073517072135,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3681541655304657651,-8790052722181271206,im_tanhao,-7030229213176759517,3:-1663854595147985003,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3660033501930334438,8528721235614914537,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3657816306047962784,-6178576418460602108,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-3656088823143480270,-7343703579676887300,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-3650331368365474946,-2911752112333562426,im_bg,-7030229213176759517,3:4634103554720675837,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3633186844727652062,9119333285178196426,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3587305094760359209,-2503929094663505783,im_dot,-7030229213176759517,1:-2271749065223651739,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3552790926719614769,7399388063685633183,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3543564775413647430,9212235239979282209,btn_title,-7030229213176759517,0,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-3536654491633620350,-7434548981661058032,img_actBannerJiantouLeft,1242602534869556086,11:-6270577352366989475,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3519002021741562192,-4819340387733569707,im_zuanshi,1242602534869556086,49:-8503035858619706313,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3507859777482872678,1386880477761161476,im_guan,-7030229213176759517,8:-1026313465074516684,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3496840921967252659,-7051510587253676883,boxcollider,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-3490269276118094161,-8804541675654520729,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
