time,motion_all,motion_top,motion_center,motion_bottom_hud,motion_right_rail,bright_ratio,dark_ratio
179.1,0.021888,0.013082,0.028014,0.023634,0.00821,0.039416,0.011272
179.6,0.020612,0.007824,0.029709,0.018973,0.007769,0.039472,0.011709
180.11,0.020586,0.008111,0.025582,0.026988,0.007158,0.040281,0.011663
180.62,0.426714,0.390333,0.414247,0.462457,0.501002,0.06263,0.521754
181.12,0.130487,0.062885,0.142149,0.229648,0.002694,0.002279,0.605339
181.63,0.05263,0.049033,0.049969,0.090938,0.003276,0.00466,0.569792
182.13,0.143457,0.079236,0.192762,0.162895,0.010775,0.041434,0.464537
182.64,0.147822,0.085771,0.196943,0.172182,0.014201,0.004343,0.571131
183.15,0.18701,0.039787,0.194311,0.339513,0.253646,0.053413,0.35917
183.65,0.187773,0.073408,0.198444,0.298848,0.249576,0.016704,0.43724
184.16,0.130734,0.066049,0.203302,0.094462,0.033838,0.017522,0.452251
184.66,0.326162,0.299395,0.329128,0.379741,0.327653,0.005813,0.01423
185.17,0.021439,0.004836,0.03676,0.013834,0.003404,0.004009,0.014704
185.68,0.044107,0.030613,0.044496,0.050694,0.033077,0.017336,0.011709
186.18,0.232661,0.262951,0.244115,0.235353,0.172459,0.002604,0.071354
186.69,0.031475,0.001248,0.062671,0.006976,2.8e-05,0.002669,0.070396
187.19,0.050952,0.009813,0.092446,0.021345,0.006977,0.003032,0.066137
187.7,0.085541,0.023473,0.131204,0.084043,0.010713,0.047535,0.028358
188.2,0.081251,0.020003,0.134135,0.063539,0.006458,0.003683,0.066611
188.71,0.042855,0.003521,0.071397,0.038853,0.001219,0.002269,0.072312
189.22,0.016175,0.001622,0.019547,0.032561,0.000331,0.001432,0.073847
189.72,0.118809,0.123799,0.133778,0.094652,0.081664,0.002809,0.065885
190.23,0.195214,0.20392,0.203806,0.202625,0.167785,0.004967,0.01623
190.73,0.009725,0.002473,0.016526,0.006732,0.000104,0.003441,0.016434
191.24,0.043508,0.031753,0.046864,0.038939,0.038123,0.012881,0.012249
191.75,0.41592,0.512758,0.434324,0.291609,0.398466,0.471884,0.000363
192.25,0.05258,0.016421,0.091237,0.021773,0.012176,0.400047,0.002362
192.76,0.018679,0.008228,0.031227,0.006991,0.006466,0.379306,0.00333
193.26,0.070788,0.016849,0.105853,0.05798,0.042989,0.227669,0.000298
193.77,0.168403,0.2078,0.172173,0.158133,0.094947,0.074405,0.000353
194.28,0.080134,0.043075,0.130687,0.042131,0.010863,0.065634,0.000632
194.78,0.443125,0.511363,0.470946,0.298225,0.484512,0.0,0.130971
195.29,0.387912,0.458712,0.514505,0.100415,0.305152,0.036021,0.042243
195.79,0.002048,0.001898,0.000572,0.005949,2.9e-05,0.036551,0.042234
196.3,0.00167,0.002764,0.000669,0.003513,0.000111,0.036654,0.042262
196.81,0.032242,0.004623,0.048141,0.045707,0.003375,0.040253,0.051125
197.31,0.023653,0.012516,0.038041,0.015037,7e-06,0.039555,0.052279
197.82,0.021508,0.017708,0.02479,0.023716,0.008329,0.038756,0.047833
198.32,0.412475,0.304576,0.263564,0.7655,0.516917,0.914602,0.00027
198.83,0.058153,0.028918,0.088477,0.047123,0.005665,0.566462,0.000344
199.34,0.109512,0.079266,0.148262,0.107625,0.017421,0.469531,0.000456
199.84,0.131058,0.129529,0.152864,0.123654,0.070203,0.384347,0.000474
200.35,0.107829,0.095323,0.122812,0.110439,0.067894,0.378404,0.000688
200.85,0.090093,0.108718,0.094786,0.075931,0.089226,0.39801,0.000828
201.36,0.191929,0.12624,0.245256,0.174023,0.111265,0.322368,0.000428
201.86,0.13056,0.105165,0.139502,0.133946,0.14339,0.091509,0.000121
202.37,0.268652,0.247823,0.280064,0.234463,0.24778,0.008826,0.000326
202.88,0.071485,0.034919,0.09997,0.066622,0.022946,0.006957,0.000353
203.38,0.300111,0.305521,0.276533,0.342989,0.322091,0.083026,0.00319
203.89,0.004454,0.003761,0.005403,0.00362,0.004132,0.078283,0.003209
204.39,0.024661,0.008564,0.036579,0.02137,0.003246,0.092671,0.002762
204.9,0.011288,0.006045,0.013539,0.014791,0.001166,0.077046,0.003255
205.41,0.065777,0.037374,0.096639,0.047442,0.029969,0.029139,0.003878
205.91,0.211936,0.175367,0.292256,0.127744,0.146921,0.002511,0.001097
206.42,0.29893,0.130994,0.321442,0.304806,0.345029,0.00878,0.000465
206.92,0.061515,0.062621,0.048788,0.107359,0.036921,0.012705,0.000474
207.43,0.213948,0.117566,0.257729,0.1761,0.215164,0.002269,0.000539
207.94,0.080518,0.053462,0.0917,0.073256,0.076706,0.002744,0.00013
208.44,0.284719,0.16389,0.341701,0.230729,0.286991,0.016732,0.000391
208.95,0.089539,0.041484,0.11515,0.078544,0.068177,0.029753,0.000837
209.45,0.200229,0.129944,0.226977,0.163455,0.224616,0.002241,0.000595
209.96,0.015692,0.003929,0.019842,0.021659,0.004894,0.009728,0.000614
210.47,0.019891,0.006105,0.022339,0.032824,0.006016,0.011003,0.000567
210.97,0.014784,0.002394,0.019675,0.01958,0.003947,0.011914,0.000567
211.48,0.018426,0.0147,0.023809,0.018199,0.004413,0.010426,0.000558
211.98,0.270553,0.171523,0.310628,0.223746,0.288043,0.015513,0.000242
212.49,0.031787,0.018955,0.044735,0.020546,0.018556,0.011533,0.000419
213.0,0.034299,0.014738,0.040421,0.04482,0.017331,0.017253,0.000632
213.5,0.330246,0.495997,0.250584,0.397769,0.345128,0.035612,0.000372
214.01,0.274611,0.190368,0.359578,0.193375,0.170818,0.002288,0.000381
214.51,0.163046,0.189043,0.144729,0.179637,0.14019,0.004641,0.006203
215.02,0.066796,0.052496,0.094237,0.039966,0.042024,0.030041,0.003237
215.52,0.069403,0.039758,0.101969,0.043718,0.035202,0.043034,0.002716
216.03,0.041866,0.023977,0.057863,0.040887,0.007091,0.058026,0.002679
216.54,0.036789,0.007578,0.065966,0.015986,0.004544,0.048038,0.002679
217.04,0.02166,0.008594,0.033596,0.016771,0.00441,0.044652,0.002679
217.55,0.045137,0.058993,0.041754,0.060861,0.006603,0.046838,0.007385
218.05,0.036523,0.063398,0.034179,0.037447,0.003968,0.042457,0.006948
218.56,0.061659,0.014742,0.106083,0.020068,0.029479,0.054501,0.00745
219.07,0.038422,0.007872,0.067699,0.01139,0.013868,0.03843,0.008956
219.57,0.120215,0.072713,0.142471,0.133963,0.087699,0.049498,0.007524
220.08,0.213689,0.227496,0.181559,0.258648,0.279863,0.004911,0.001042
220.58,0.031396,0.012827,0.025833,0.070005,0.010568,0.006473,0.000921
221.09,0.283439,0.290681,0.259457,0.316126,0.365655,0.049656,0.007199
221.6,0.451485,0.434525,0.405203,0.534652,0.593814,0.003711,0.5726
222.1,0.043365,0.021183,0.056646,0.051552,0.011433,0.002204,0.576107
222.61,0.113421,0.049194,0.121066,0.071047,0.317924,0.035286,0.391369
223.11,0.113621,0.062412,0.120842,0.063686,0.316337,0.003525,0.559496
223.62,0.068199,0.089187,0.087674,0.04521,0.023081,0.002353,0.693034
224.13,0.033814,0.01513,0.04779,0.032614,0.023996,0.001972,0.818936
224.63,0.018684,0.018172,0.016985,0.027114,0.013856,0.00119,0.807245
225.14,0.103109,0.130052,0.147825,0.032865,0.017616,0.004195,0.521298
225.64,0.085346,0.113153,0.109423,0.055886,0.009826,0.003971,0.596652
226.15,0.315407,0.281515,0.25398,0.420535,0.479597,0.013291,0.017857
226.66,0.166798,0.205339,0.166859,0.145434,0.16401,0.00611,0.010742
227.16,0.037829,0.023278,0.043039,0.053409,0.013324,0.020703,0.008324
227.67,0.405623,0.417214,0.353532,0.47064,0.553278,0.001888,0.840978
228.17,0.116643,0.032139,0.196218,0.044262,0.098616,0.006687,0.529362
228.68,0.114975,0.042978,0.18819,0.055521,0.088151,0.00944,0.548056
229.18,0.126254,0.059049,0.206438,0.073052,0.022254,0.047089,0.425493
229.69,0.096089,0.055476,0.147972,0.071412,0.012083,0.02128,0.464472
230.2,0.109188,0.064527,0.177921,0.057911,0.009568,0.004185,0.563449
230.7,0.153514,0.140826,0.145046,0.170692,0.197558,0.003106,0.183966
231.21,0.252509,0.269771,0.233379,0.26419,0.327316,0.00372,0.012286
231.71,0.347684,0.388073,0.281059,0.404429,0.530152,0.001256,0.658054
232.22,0.076957,0.050604,0.095323,0.089701,0.009048,0.002167,0.54043
232.73,0.103463,0.053002,0.115946,0.172233,0.014672,0.005822,0.535984
233.23,0.09106,0.033332,0.140828,0.077884,0.028226,0.027576,0.438997
233.74,0.139937,0.034634,0.234589,0.093092,0.026945,0.008305,0.479846
234.24,0.257976,0.066042,0.315491,0.368489,0.27452,0.088337,0.296196
234.75,0.123708,0.072361,0.158668,0.130267,0.087545,0.01742,0.379278
235.26,0.149048,0.041194,0.133474,0.311594,0.191402,0.005562,0.489351
235.76,0.171958,0.157387,0.180854,0.16091,0.205861,0.001181,0.139379
236.27,0.23332,0.238775,0.223734,0.236483,0.308616,0.004046,0.012844
236.77,0.026367,0.014528,0.041133,0.015123,0.013289,0.010379,0.010621
237.28,0.055752,0.035011,0.07967,0.033979,0.043857,0.028637,0.008157
237.79,0.045964,0.021341,0.065002,0.039592,0.026543,0.045117,0.007803
238.29,0.427494,0.36594,0.476107,0.394303,0.306441,0.864965,0.021159
238.8,0.087846,0.055297,0.137392,0.05076,0.000113,0.883026,0.072842
239.3,0.076597,0.000285,0.159932,8e-06,5.7e-05,0.944847,0.000391
239.81,0.049468,0.028293,0.057418,0.036865,0.109489,0.911198,0.01742
240.32,0.729783,0.478035,0.942757,0.448362,0.740046,0.129901,0.701516
240.82,0.690966,0.481451,0.864406,0.461948,0.724252,0.84734,0.076609
241.33,0.197374,0.070713,0.283318,0.116083,0.243454,0.793387,0.10479
241.83,0.07753,0.012178,0.115847,0.008114,0.143084,0.874107,0.048717
242.34,0.011113,0.000566,0.021589,0.00021,0.005079,0.881427,0.049051
242.84,0.164187,0.009224,0.306989,0.082381,0.013249,0.834589,0.027837
243.35,0.114049,0.181748,0.152696,0.049677,5e-06,0.763095,0.061914
243.86,0.181715,0.194343,0.21069,0.151207,0.110105,0.000372,0.062779
244.36,0.541269,0.530079,0.522914,0.578332,0.566297,0.000335,0.048363
244.87,0.250074,0.2545,0.243108,0.260808,0.254647,0.000381,0.951953
245.37,0.288701,0.334298,0.243361,0.332109,0.369725,0.00053,0.054957
245.88,0.150028,0.174804,0.151651,0.114728,0.194727,0.00106,0.141722
246.39,0.106891,0.089522,0.119807,0.108694,0.09022,0.002353,0.199126
246.89,0.084635,0.034854,0.109165,0.104387,0.036034,0.00199,0.211802
247.4,0.075764,0.034066,0.093413,0.098419,0.034887,0.001256,0.206297
247.9,0.241862,0.282985,0.230937,0.176364,0.384404,0.001181,0.015774
248.41,0.030529,0.020707,0.04032,0.023664,0.024036,0.003451,0.013328
248.92,0.045139,0.032024,0.063169,0.027242,0.03755,0.018201,0.00877
249.42,0.052072,0.026686,0.07351,0.04237,0.033325,0.041425,0.008119
249.93,0.0432,0.020285,0.058823,0.039519,0.023256,0.043769,0.007775
250.43,0.038758,0.010858,0.053653,0.046596,0.002156,0.044764,0.007561
250.94,0.025109,0.011398,0.041695,0.012365,0.005743,0.044355,0.007487
251.45,0.021522,0.009586,0.036846,0.009318,0.002773,0.044085,0.007617
251.95,0.030009,0.010666,0.034836,0.047188,0.005716,0.050967,0.00744
252.46,0.326039,0.317974,0.350665,0.28947,0.334431,0.003497,0.092308
252.96,0.051584,0.00188,0.097926,0.023459,0.001135,0.004725,0.076646
253.47,0.068208,0.012049,0.120158,0.03945,0.009168,0.003348,0.085454
253.98,0.062396,0.007198,0.105231,0.049067,0.003708,0.003767,0.10266
254.48,0.031604,0.003181,0.048161,0.037343,7.2e-05,0.004074,0.104027
254.99,0.049932,0.011348,0.081925,0.037537,0.006462,0.005366,0.107738
255.49,0.026921,0.005399,0.041056,0.030531,1.6e-05,0.003943,0.116955
256.0,0.114909,0.118471,0.121601,0.106297,0.109699,0.002427,0.064955
256.5,0.188801,0.208415,0.183745,0.179375,0.232277,0.004511,0.014779
257.01,0.017316,0.009076,0.026599,0.012276,0.003982,0.005757,0.013783
257.52,0.055358,0.035452,0.075223,0.042442,0.040985,0.021605,0.009133
258.02,0.056248,0.032386,0.072816,0.053913,0.034631,0.037295,0.008222
258.53,0.470921,0.451717,0.453772,0.49897,0.61608,0.001842,0.868722
259.03,0.124665,0.028039,0.213999,0.053518,0.087383,0.006892,0.528702
259.54,0.114011,0.035744,0.192726,0.04845,0.074236,0.014063,0.541899
260.05,0.133228,0.148313,0.1977,0.049568,0.017459,0.056557,0.446559
260.55,0.099757,0.125495,0.139272,0.047211,0.013543,0.020638,0.482617
261.06,0.10723,0.079172,0.172356,0.050677,0.007302,0.002251,0.594085
261.56,0.091334,0.063776,0.113601,0.074484,0.088469,0.002567,0.432803
262.07,0.323154,0.331313,0.300624,0.340662,0.433841,0.003097,0.013309
262.58,0.020428,0.007164,0.034321,0.009762,0.008136,0.005162,0.011821
263.08,0.062954,0.037504,0.076756,0.069047,0.043499,0.030459,0.008268
263.59,0.292497,0.303452,0.289469,0.268714,0.369298,0.042085,0.081008
264.09,0.167627,0.04328,0.267022,0.117633,0.064418,0.024535,0.155441
264.6,0.108913,0.053392,0.137999,0.113272,0.073023,0.001981,0.239816
265.11,0.256743,0.298272,0.247939,0.225011,0.322122,0.002948,0.013049
265.61,0.026287,0.012989,0.037913,0.018602,0.015641,0.005432,0.013486
266.12,0.042116,0.030439,0.060288,0.023309,0.03343,0.019466,0.009831
266.62,0.051551,0.030222,0.074181,0.032731,0.035665,0.03617,0.008612
267.13,0.322027,0.352706,0.329842,0.229067,0.479649,0.001656,0.207859
267.64,0.036236,0.002437,0.056345,0.043595,8e-05,0.001665,0.201209
268.14,0.048553,0.005463,0.072475,0.058876,0.005608,0.00146,0.205627
268.65,0.125873,0.131737,0.126192,0.115189,0.151347,0.001339,0.096624
269.15,0.209022,0.247127,0.199146,0.177196,0.284623,0.002995,0.015067
269.66,0.021246,0.015974,0.031899,0.011498,0.008703,0.00665,0.011598
270.16,0.053289,0.036517,0.074332,0.032116,0.045788,0.025558,0.008891
270.67,0.051455,0.032048,0.072279,0.035534,0.031971,0.040978,0.007831
271.18,0.038019,0.019547,0.057644,0.025634,0.010698,0.043592,0.007878
271.68,0.034054,0.010747,0.04679,0.039896,0.004156,0.044661,0.007385
272.19,0.023371,0.007429,0.04081,0.010857,0.003177,0.043266,0.007394
272.69,0.026673,0.009042,0.036077,0.03219,0.005267,0.046261,0.007487
273.2,0.023622,0.006192,0.031064,0.032157,0.003981,0.05,0.007478
273.71,0.023861,0.007223,0.032049,0.029216,0.006382,0.054036,0.007645
274.21,0.021247,0.007696,0.02992,0.023395,0.001893,0.0476,0.007719
274.72,0.208689,0.354904,0.129432,0.159398,0.425482,0.00519,0.111198
275.22,0.168854,0.032163,0.244765,0.206523,0.029038,0.008315,0.156222
275.73,0.165693,0.144408,0.133902,0.265563,0.163441,0.000391,0.641248
276.24,0.479943,0.462248,0.552189,0.480201,0.281534,0.19748,0.012323
276.74,0.310406,0.350314,0.235646,0.326936,0.486218,0.103795,0.000409
277.25,0.125715,0.061842,0.124083,0.183442,0.147705,0.079632,0.000149
277.75,0.117096,0.095967,0.109524,0.180445,0.067709,0.073158,7.4e-05
278.26,0.119465,0.073842,0.128591,0.163478,0.070933,0.070061,3.7e-05
278.77,0.20475,0.191037,0.18118,0.235158,0.266534,0.970238,9e-06
279.27,0.202791,0.188371,0.203334,0.214665,0.198125,0.007701,9e-06
279.78,0.13778,0.170581,0.146491,0.114515,0.078767,0.016332,0.004613
280.28,0.121563,0.103879,0.152018,0.08685,0.076025,0.019336,0.004855
280.79,0.065955,0.064557,0.074281,0.057166,0.045156,0.031641,0.00692
281.3,0.059368,0.041463,0.077259,0.05122,0.031362,0.044596,0.007803
281.8,0.05111,0.024841,0.072577,0.049312,0.010775,0.051935,0.007887
282.31,0.536575,0.52871,0.501155,0.617247,0.630366,0.000567,0.917708
282.81,0.110169,0.012264,0.120889,0.184529,0.001142,0.00492,0.807608
283.32,0.472744,0.566622,0.507417,0.348184,0.483719,0.000353,0.003125
283.82,0.244575,0.23666,0.231905,0.227832,0.342731,0.076497,1.9e-05
284.33,0.191522,0.186342,0.199071,0.177603,0.183143,0.10107,0.0
284.84,0.192481,0.07451,0.204852,0.308383,0.129012,0.024116,0.018127
285.34,0.203484,0.146875,0.201854,0.219019,0.267767,0.057794,0.022061
285.85,0.289621,0.372538,0.324033,0.165911,0.237556,0.164081,0.261403
286.35,0.367285,0.470565,0.35137,0.377307,0.193342,0.112109,0.122163
286.86,0.370216,0.101887,0.447941,0.466266,0.254579,0.003106,0.807664
287.37,0.259956,0.193628,0.258614,0.321072,0.295768,0.002083,0.05864
287.87,0.221175,0.245235,0.208739,0.228138,0.265032,0.01037,0.003423
288.38,0.195242,0.241881,0.193952,0.180919,0.157233,0.010677,0.009933
288.88,0.05927,0.046942,0.079095,0.040351,0.045036,0.030729,0.008715
289.39,0.079482,0.025481,0.088613,0.128761,0.023874,0.058975,0.0141
289.9,0.382738,0.441313,0.424615,0.271243,0.274473,0.614639,9e-06
290.4,0.09457,0.033169,0.14119,0.061032,0.06972,0.388756,0.001981
290.91,0.011915,0.003801,0.019992,0.006619,0.002783,0.379725,0.002818
291.41,0.116902,0.019835,0.145068,0.154582,0.05204,0.379706,1.9e-05
291.92,0.189912,0.181508,0.175737,0.256028,0.085378,0.154483,0.000177
292.43,0.103793,0.055585,0.15788,0.064826,0.010622,0.138653,0.000456
292.93,0.109866,0.060781,0.162125,0.062746,0.048741,0.160593,0.000465
293.44,0.085158,0.052554,0.12594,0.044665,0.013572,0.166806,0.000614
293.94,0.083314,0.053271,0.116787,0.058074,0.001111,0.172349,0.000484
294.45,0.089679,0.050121,0.127524,0.069082,0.000328,0.167355,0.000809
294.96,0.088989,0.0665,0.123874,0.057438,0.000395,0.157329,0.000902
295.46,0.655297,0.678435,0.684317,0.537166,0.727785,0.000112,0.982115
295.97,0.531156,0.626854,0.671878,0.193632,0.454936,0.040299,0.036337
296.47,0.002451,0.004272,0.000795,0.005423,0.0,0.040523,0.036272
296.98,0.027834,0.010648,0.046404,0.014188,0.003496,0.040895,0.036319
297.48,0.078119,0.004056,0.137173,0.055604,0.003137,0.033687,0.053246
297.99,0.018373,0.00529,0.029573,0.014712,0.003698,0.034766,0.05426
298.5,0.006019,0.003185,0.004621,0.013601,0.000524,0.035426,0.052641
299.0,0.019827,0.003727,0.03425,0.011625,0.000141,0.035835,0.053404
299.51,0.04541,0.005346,0.072229,0.043619,3.7e-05,0.034301,0.057878
300.01,0.091092,0.00671,0.164478,0.051619,0.004211,0.037919,0.041034
300.52,0.019152,0.002855,0.027926,0.021981,0.000164,0.040951,0.039602
301.03,0.09098,0.005003,0.169639,0.041586,0.001652,0.033603,0.049693
301.53,0.011514,0.002057,0.020136,0.006429,0.000191,0.034245,0.050502
302.04,0.013742,0.007772,0.021514,0.007446,0.002873,0.034756,0.049628
302.54,0.009679,0.004637,0.01587,0.005207,0.000578,0.034561,0.049061
303.05,0.367389,0.487684,0.424296,0.151893,0.357789,0.002586,0.317857
303.56,0.005176,0.010238,0.006102,0.00107,0.001622,0.002586,0.32354
304.06,0.002024,0.001922,0.003374,0.00027,5.6e-05,0.002586,0.323317
304.57,0.001703,0.001446,0.002976,7.8e-05,2.1e-05,0.002586,0.32354
305.07,0.354956,0.488075,0.409947,0.124536,0.357975,0.035445,0.061105
305.58,0.013349,0.005407,0.022944,0.005808,4.3e-05,0.0359,0.061198
306.09,0.009845,0.005602,0.010122,0.016364,0.000532,0.036877,0.058538
306.59,0.155225,0.009297,0.163189,0.329965,0.051294,0.036114,0.000121
307.1,0.004516,0.005931,0.004463,0.003954,0.003774,0.036096,0.000223
307.6,0.000865,0.002856,0.000742,0.0,0.0,0.036114,0.00027
308.11,0.238418,0.301293,0.227678,0.222552,0.215919,0.082366,0.003488
308.62,0.006646,0.00724,0.0079,0.005005,0.004827,0.078246,0.003581
309.12,0.054305,0.013486,0.105169,0.007678,0.002415,0.034477,0.002716
309.63,0.017476,0.009412,0.032201,0.00062,0.001744,0.026907,0.002781
310.13,0.013578,0.005867,0.025141,0.000172,0.003193,0.022982,0.003451
310.64,0.013766,0.005012,0.023494,0.006214,0.002847,0.024284,0.002539
311.14,0.017528,0.008132,0.028322,0.009788,0.006366,0.0137,0.002827
311.65,0.240598,0.193971,0.334767,0.145627,0.156863,0.003776,0.000856
312.16,0.246034,0.195514,0.34121,0.152578,0.160713,0.021363,0.002204
312.66,0.262561,0.252081,0.26411,0.221184,0.303725,0.010872,0.000307
313.17,0.178627,0.098376,0.207679,0.1629,0.175932,0.022954,0.000623
313.67,0.104468,0.066496,0.117851,0.088683,0.113733,0.011477,0.000372
314.18,0.269602,0.176502,0.305895,0.230245,0.276266,0.013988,0.00027
314.69,0.032811,0.0233,0.042725,0.018692,0.034964,0.012909,0.000205
315.19,0.02663,0.011404,0.036576,0.013267,0.036686,0.008956,0.000279
315.7,0.369418,0.523476,0.292149,0.445215,0.37811,0.198642,9e-06
316.2,0.487796,0.382354,0.543595,0.467996,0.435876,0.000791,0.012054
316.71,0.130727,0.074575,0.177234,0.100643,0.084845,0.041304,0.028776
317.22,0.069704,0.017564,0.121298,0.013647,0.032698,0.001451,0.044438
317.72,0.083357,0.01402,0.125113,0.086157,0.010227,0.024516,0.038207
318.23,0.127819,0.062579,0.178585,0.097822,0.097972,0.023819,0.032292
318.73,0.309724,0.335672,0.298475,0.306006,0.365279,0.006464,0.416648
319.24,0.100558,0.092557,0.101784,0.122897,0.057644,0.003553,0.566034
319.75,0.077692,0.061317,0.094733,0.097537,0.005,0.005153,0.54229
320.25,0.106204,0.065863,0.136818,0.125832,0.010674,0.016825,0.509859
320.76,0.122362,0.07787,0.104681,0.233826,0.150561,0.043759,0.380441
321.26,0.110528,0.076222,0.120825,0.143403,0.115328,0.046494,0.363765
321.77,0.179443,0.071076,0.155226,0.366653,0.242714,0.004669,0.483994
322.28,0.094388,0.044264,0.137594,0.086825,0.021282,0.006464,0.516555
322.78,0.267284,0.331947,0.24881,0.237961,0.31706,0.005841,0.044634
323.29,0.027331,0.015444,0.041815,0.02,0.001179,0.002018,0.044224
323.79,0.268583,0.333937,0.235598,0.263524,0.331356,0.001283,0.607701
324.3,0.057996,0.029743,0.086075,0.046534,0.011674,0.001228,0.582822
324.8,0.038415,0.031097,0.051264,0.041597,0.012515,0.001283,0.57872
325.31,0.071064,0.042206,0.103261,0.043028,0.090168,0.009812,0.526172
325.82,0.071939,0.046048,0.100776,0.044364,0.084733,0.001246,0.575428
326.32,0.051152,0.033095,0.07371,0.039436,0.012671,0.001739,0.555106
326.83,0.066422,0.037527,0.104584,0.040514,0.021972,0.001376,0.590541
327.33,0.059461,0.041331,0.085753,0.048482,0.009018,0.006278,0.588607
327.84,0.086786,0.102196,0.115767,0.056016,0.007534,0.001972,0.453943
328.35,0.095694,0.101846,0.114883,0.097787,0.008684,0.004743,0.528785
328.85,0.246496,0.288537,0.219035,0.242647,0.283764,0.005562,0.032413
329.36,0.128011,0.153653,0.126892,0.121212,0.083471,0.003767,0.046503
329.86,0.268687,0.252921,0.305511,0.221165,0.251744,0.055906,0.205357
330.37,0.098379,0.036952,0.151691,0.075599,0.020685,0.018248,0.324488
330.88,0.054815,0.016956,0.082296,0.057333,0.004682,0.022284,0.304111
331.38,0.248267,0.26855,0.26605,0.198501,0.258815,0.001897,0.04016
331.89,0.026519,0.003534,0.052566,0.003673,0.001185,0.002939,0.04043
332.39,0.016561,0.009197,0.02801,0.005342,0.003472,0.001656,0.042336
332.9,0.020505,0.004441,0.022631,0.040237,0.000876,0.003562,0.042197
333.41,0.167419,0.29435,0.15455,0.09454,0.161698,0.002102,0.024358
333.91,0.170925,0.262106,0.170162,0.09614,0.137412,0.001953,0.044699
334.42,0.163921,0.289884,0.159978,0.081508,0.146072,0.002204,0.021773
334.92,0.16258,0.28236,0.165759,0.078192,0.135441,0.001414,0.045108
335.43,0.163937,0.313714,0.149496,0.086822,0.165717,0.002958,0.036384
335.94,0.168979,0.309228,0.15401,0.097125,0.176131,0.005804,0.030543
336.44,0.126849,0.121228,0.150201,0.096408,0.107148,0.004697,0.036077
336.95,0.024181,0.007584,0.040389,0.00889,0.016718,0.00572,0.03683
337.45,0.045786,0.007625,0.073471,0.032224,0.014453,0.010435,0.037928
337.96,0.300852,0.422759,0.255057,0.25454,0.376751,0.004083,0.771326
338.46,0.071823,0.041093,0.096844,0.073683,0.023971,0.004111,0.579892
338.97,0.04001,0.042531,0.04948,0.041611,0.007954,0.003823,0.579074
339.48,0.080262,0.032215,0.10931,0.055934,0.143406,0.015913,0.501339
339.98,0.122481,0.027759,0.194366,0.065306,0.141242,0.008138,0.562584
340.49,0.086206,0.028675,0.143147,0.05529,0.017623,0.003516,0.566667
340.99,0.059099,0.046714,0.084885,0.040417,0.015796,0.003664,0.593936
341.5,0.134355,0.277792,0.158233,0.030239,0.032387,0.057906,0.446866
342.01,0.137524,0.254994,0.161373,0.055314,0.031554,0.003664,0.482719
342.51,0.06352,0.056596,0.080505,0.063785,0.0069,0.002706,0.595071
343.02,0.264987,0.373194,0.219367,0.237766,0.352531,0.003655,0.038486
343.52,0.104522,0.119684,0.120796,0.068555,0.080487,0.004967,0.042029
344.03,0.020379,0.002991,0.031021,0.013807,0.017118,0.004511,0.041713
344.54,0.019947,0.003405,0.02942,0.015271,0.014626,0.00518,0.041443
345.04,0.018783,0.004676,0.029608,0.010302,0.013575,0.00598,0.041425
345.55,0.281715,0.342149,0.301179,0.181222,0.283897,0.035677,0.176665
346.05,0.11651,0.049856,0.17619,0.077758,0.021082,0.004669,0.22659
346.56,0.064998,0.021989,0.103002,0.04132,0.004173,0.004492,0.249395
347.07,0.228289,0.304941,0.216062,0.178151,0.254998,0.004967,0.033584
347.57,0.110446,0.115641,0.134007,0.077043,0.069923,0.005339,0.038802
348.08,0.023638,0.00393,0.039639,0.008209,0.01781,0.003813,0.040234
348.58,0.016629,0.002458,0.026397,0.006908,0.016248,0.004064,0.039946
349.09,0.020767,0.009991,0.028508,0.01425,0.019782,0.005366,0.040904
349.6,0.016925,0.009705,0.025543,0.0085,0.013143,0.005106,0.040765
350.1,0.294201,0.410601,0.256223,0.230292,0.382472,0.001637,0.584384
350.61,0.05095,0.043807,0.058632,0.064444,0.005933,0.001404,0.602316
351.11,0.059261,0.052561,0.068174,0.075886,0.004682,0.002567,0.552288
351.62,0.066812,0.05365,0.087818,0.065791,0.004787,0.003916,0.52673
352.12,0.073495,0.040845,0.113828,0.051344,0.005154,0.001739,0.558054
352.63,0.184272,0.045258,0.167985,0.390524,0.244793,0.043713,0.356817
353.14,0.254342,0.142559,0.27857,0.383586,0.22885,0.041378,0.395173
353.64,0.190209,0.144786,0.303914,0.08031,0.032915,0.001656,0.513216
354.15,0.279596,0.400736,0.241315,0.230651,0.348572,0.002362,0.043703
354.65,0.022005,0.00374,0.036126,0.01194,0.017944,0.003404,0.042978
355.16,0.016035,0.001772,0.025074,0.009308,0.017575,0.002772,0.042587
355.67,0.015356,0.005133,0.023278,0.006372,0.015831,0.004269,0.042448
356.17,0.016158,0.002134,0.028075,0.003356,0.012914,0.00652,0.041713
356.68,0.238504,0.308315,0.239855,0.149252,0.284459,0.00306,0.250177
357.18,0.02865,0.017823,0.046805,0.010114,0.009283,0.001869,0.252567
357.69,0.045946,0.016018,0.084749,0.008864,0.007489,0.020219,0.254446
358.2,0.222248,0.263594,0.22947,0.141675,0.280317,0.012137,0.041332
358.7,0.101711,0.117692,0.102736,0.067868,0.15262,0.004864,0.043424
359.21,0.024838,0.009888,0.028674,0.031211,0.023232,0.004762,0.040179
